Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2_old,mixer_torque_M2,mixer_torque_M1_old,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
84,16.6,14.3,8.8547,5.059828571,7.2688,4.1536,60.1147,59.3769,20:59.5
85,17,13.2,8.1278,4.644457143,9.4494,5.399657143,59.927,59.8485,21:00.3
86,16.6,13.6,9.3834,5.361942857,8.0618,4.606742857,60.0584,60.0268,21:01.1
87,16.6,13.8,9.1851,5.248628571,8.5904,4.9088,60.3544,60.3469,21:01.9
88,17,13.6,9.7798,5.588457143,7.467,4.266857143,59.5689,60.1603,21:02.7
89,17.7,13.6,6.8723,3.927028571,8.26,4.72,59.4608,60.12,21:03.4
90,16.8,13.2,8.6565,4.946571429,7.401,4.229142857,59.8693,60.0523,21:04.2
91,17.5,13.4,7.7974,4.455657143,7.5992,4.3424,60.1993,60.0667,21:04.9
92,16.8,14.1,9.3834,5.361942857,9.119,5.210857143,59.5672,59.8251,21:05.7
93,16.6,13.6,6.8723,3.927028571,9.053,5.173142857,59.9709,59.5418,21:06.5
94,17,12.7,9.3173,5.324171429,5.8811,3.360628571,60.3685,59.7416,21:07.2
95,16.8,13.6,9.9781,5.701771429,8.1939,4.682228571,59.8347,59.7697,21:08.0
96,17.3,14.3,9.8459,5.626228571,8.0618,4.606742857,60.1257,59.4504,21:08.7
97,17,14.1,9.4494,5.399657143,8.1939,4.682228571,59.629,59.5914,21:09.5
98,16.8,13.2,9.4494,5.399657143,6.2776,3.5872,60.2265,60.5025,21:10.3
99,17,13.6,9.6477,5.512971429,8.9869,5.135371429,60.1121,59.7154,21:11.0
100,17,13.6,9.5816,5.4752,8.26,4.72,59.9608,59.9496,21:11.8
101,17,14.1,9.119,5.210857143,7.9296,4.5312,60.6361,59.5358,21:12.6
102,16.8,14.1,8.5243,4.871028571,6.0133,3.436171429,60.0103,60.8356,21:13.3
103,16.8,13.4,8.9869,5.135371429,8.3261,4.757771429,60.4983,60.234,21:14.1
104,17.3,14.1,9.1851,5.248628571,8.5904,4.9088,59.7599,60.0784,21:14.8
105,17,13.6,9.7798,5.588457143,8.7886,5.022057143,60.0329,60.1677,21:15.6
106,17.3,14.1,7.0045,4.002571429,8.5243,4.871028571,59.7603,60.1577,21:16.4
107,17,13.2,8.9869,5.135371429,5.9472,3.3984,59.9671,60.0463,21:17.2
108,16.8,14.1,8.7226,4.984342857,8.3922,4.795542857,59.9057,60.0106,21:18.0
109,16.8,14.1,9.4494,5.399657143,8.1939,4.682228571,60.0058,59.9973,21:18.7
110,17.3,13.4,7.2027,4.115828571,8.5904,4.9088,58.9426,59.6735,21:19.5
111,17.3,14.1,9.5155,5.437428571,6.8062,3.889257143,60.5512,59.9246,21:20.2
112,17.3,13.4,8.7226,4.984342857,8.1278,4.644457143,60.0052,59.8685,21:21.0
113,16.6,13.4,9.3173,5.324171429,7.1366,4.078057143,59.934,59.9445,21:21.8
114,17.3,14.1,8.3261,4.757771429,7.5331,4.304628571,60.3252,59.8945,21:22.6
115,17.5,12.7,8.0618,4.606742857,6.9384,3.9648,59.9749,60.4811,21:23.3
116,17,14.1,10.3746,5.928342857,8.5243,4.871028571,59.794,60.0131,21:24.1
117,17.5,13.6,10.3085,5.890571429,9.053,5.173142857,59.9149,60.0726,21:24.9
118,17,13.8,9.7798,5.588457143,8.1939,4.682228571,59.7497,60.3664,21:25.7
119,17.3,13.6,6.3437,3.624971429,8.4582,4.833257143,59.8913,59.8516,21:26.4
120,16.8,13.4,8.1939,4.682228571,5.815,3.322857143,60.2043,60.2732,21:27.2
121,17,13.8,10.5067,6.003828571,8.3261,4.757771429,60.1011,60.1727,21:28.0
122,16.6,14.1,10.705,6.117142857,8.8547,5.059828571,60.129,59.5249,21:28.7
123,17,12.9,8.5904,4.9088,8.26,4.72,59.7385,59.5774,21:29.5
124,17,13.6,9.9781,5.701771429,5.9472,3.3984,60.7105,59.487,21:30.3
125,17.3,13.6,9.3834,5.361942857,9.3173,5.324171429,60.0848,60.0258,21:31.0
126,17,14.1,11.1014,6.343657143,7.1366,4.078057143,60.0482,59.8643,21:31.8
127,17,12.7,8.9208,5.0976,7.7314,4.417942857,60.5854,59.7306,21:32.6
128,17,13.2,8.5243,4.871028571,6.1454,3.511657143,60.0441,60.2622,21:33.3
129,17.3,13.6,9.4494,5.399657143,8.7226,4.984342857,60.1474,59.8971,21:34.1
130,16.8,13.6,9.5155,5.437428571,7.7974,4.455657143,59.9876,60.4462,21:34.8
131,17,13.2,10.8371,6.192628571,9.053,5.173142857,60.39,59.7257,21:35.6
132,17,13.4,7.2027,4.115828571,8.1278,4.644457143,59.7024,60.2403,21:36.4
133,16.8,13.6,9.8459,5.626228571,9.5155,5.437428571,59.8143,59.9698,21:37.1
134,16.6,14.3,9.6477,5.512971429,9.3173,5.324171429,60.1163,60.1973,21:37.9
135,17,14.1,9.7798,5.588457143,7.8635,4.493428571,59.4575,60.877,21:38.7
136,17.5,13.6,6.5419,3.738228571,8.8547,5.059828571,59.5958,59.9007,21:39.4
137,17.3,13.2,8.1278,4.644457143,6.0133,3.436171429,59.9424,60.1397,21:40.2
138,17.3,13.4,8.26,4.72,7.9296,4.5312,59.749,60.3072,21:40.9
139,17,14.1,9.8459,5.626228571,7.9296,4.5312,59.7215,60.0775,21:41.7
140,16.6,13.6,7.0045,4.002571429,9.1851,5.248628571,59.9116,59.8689,21:42.5
141,16.6,13.6,10.6389,6.079371429,6.8723,3.927028571,60.8564,60.1836,21:43.2
142,17,13.6,9.119,5.210857143,9.3834,5.361942857,59.9652,60.1025,21:44.0
143,17,13.6,10.5728,6.0416,7.8635,4.493428571,60.2704,59.8909,21:44.8
144,17,14.1,8.5243,4.871028571,8.5243,4.871028571,59.6663,59.1629,21:45.5
145,17.3,14.1,9.5816,5.4752,6.8062,3.889257143,60.161,60.1962,21:46.3
146,17,14.3,8.7226,4.984342857,8.7226,4.984342857,60.0231,60.0305,21:47.1
147,17.5,14.5,8.8547,5.059828571,6.9384,3.9648,59.819,59.9474,21:47.8
148,16.8,13.6,11.8283,6.759028571,8.5243,4.871028571,60.0273,59.6507,21:48.6
149,17.5,14.5,8.3922,4.795542857,9.4494,5.399657143,59.7171,60.2673,21:49.4
150,17.5,14.1,10.2424,5.8528,9.5816,5.4752,60.1228,59.802,21:50.1
151,17,14.1,9.4494,5.399657143,8.3922,4.795542857,59.8579,60.3304,21:50.9
152,17,13.8,11.0354,6.305942857,9.8459,5.626228571,59.6244,60.236,21:51.6
153,17.5,13.6,7.5331,4.304628571,8.1278,4.644457143,59.8283,60.0415,21:52.4
154,17,13.4,8.8547,5.059828571,7.467,4.266857143,59.9884,60.3335,21:53.2
155,17.3,13.6,8.26,4.72,7.7974,4.455657143,59.9399,59.9726,21:53.9
156,17.5,13.6,9.5816,5.4752,7.5331,4.304628571,59.8553,60.798,21:54.7
157,17.5,14.1,6.1454,3.511657143,8.9208,5.0976,59.0449,59.874,21:55.5
158,17.5,13.6,10.1763,5.815028571,5.9472,3.3984,60.6011,60.0662,21:56.2
159,17.5,13.4,9.7798,5.588457143,8.3261,4.757771429,60.0503,59.9299,21:57.0
160,17.5,14.5,10.8371,6.192628571,8.5243,4.871028571,59.7204,60.2505,21:57.7
161,17,13.6,8.6565,4.946571429,9.053,5.173142857,59.9515,59.7142,21:58.5
162,17,13.6,10.3085,5.890571429,6.8062,3.889257143,60.1503,59.9379,21:59.3
163,17,14.1,9.119,5.210857143,9.053,5.173142857,60.0778,59.9653,22:00.0
164,17,14.5,9.119,5.210857143,7.0706,4.040342857,59.8979,59.7283,22:00.8
165,17.3,13.6,11.1675,6.381428571,7.5992,4.3424,60.0707,60.1863,22:01.6
166,17.3,14.3,7.401,4.229142857,7.1366,4.078057143,60.1233,60.5599,22:02.3
167,17.5,13.6,10.0442,5.739542857,8.8547,5.059828571,59.8094,60.4818,22:03.1
168,17.5,13.6,10.3746,5.928342857,9.119,5.210857143,60.2223,60.1281,22:03.9
169,17.5,13.2,10.1102,5.777257143,9.4494,5.399657143,60.4324,59.6241,22:04.6
170,17,13.6,7.0045,4.002571429,8.26,4.72,60.1763,60.0828,22:05.4
171,17,14.5,8.1939,4.682228571,7.467,4.266857143,59.7439,59.9436,22:06.2
172,17.5,13.4,8.0618,4.606742857,8.1278,4.644457143,59.913,60.1859,22:06.9
173,17.3,13.8,9.1851,5.248628571,6.8723,3.927028571,60.2928,60.7111,22:07.7
174,17.3,14.5,8.1278,4.644457143,9.5155,5.437428571,59.5437,59.6016,22:08.5
175,17.3,13.8,9.8459,5.626228571,6.0794,3.473942857,60.6238,59.6083,22:09.2
176,17.5,14.1,9.7798,5.588457143,9.053,5.173142857,60.1878,59.7132,22:10.0
177,17.5,13.6,10.1763,5.815028571,8.9208,5.0976,60.3991,59.6545,22:10.8
178,17.5,13.8,9.119,5.210857143,9.2512,5.2864,59.9538,59.6145,22:11.5
179,17,13.8,9.1851,5.248628571,6.3437,3.624971429,60.4794,59.8366,22:12.3
180,17.5,13.2,9.5155,5.437428571,7.6653,4.380171429,60.087,60.0906,22:13.0
181,17,13.6,9.7798,5.588457143,7.7314,4.417942857,59.7513,60.3282,22:13.8
182,17.3,14.1,10.3085,5.890571429,7.9957,4.568971429,60.1696,60.3509,22:14.6
183,17,13.6,8.7226,4.984342857,8.1278,4.644457143,59.8157,60.2903,22:15.3
184,17.5,13.8,9.8459,5.626228571,9.8459,5.626228571,59.854,59.6064,22:16.1
185,17.5,14.3,9.4494,5.399657143,8.5243,4.871028571,59.9891,60.0645,22:16.9
186,17.5,14.1,11.0354,6.305942857,8.1278,4.644457143,59.9794,60.1969,22:17.6
187,17.9,13.6,8.0618,4.606742857,8.8547,5.059828571,59.6406,59.7851,22:18.4
188,17.7,14.3,9.053,5.173142857,7.0706,4.040342857,60.0418,60.0172,22:19.2
189,17.5,14.1,8.7226,4.984342857,8.4582,4.833257143,59.8878,59.7619,22:19.9
190,17.5,14.1,9.3173,5.324171429,8.6565,4.946571429,59.9728,60.3065,22:20.7
191,17.3,13.6,8.0618,4.606742857,8.3922,4.795542857,59.3499,59.7576,22:21.5
192,17.7,13.4,9.5816,5.4752,6.2776,3.5872,60.5984,59.9544,22:22.2
193,17.5,13.6,10.5067,6.003828571,9.053,5.173142857,59.9144,59.816,22:23.0
194,17.5,13.8,9.2512,5.2864,7.7314,4.417942857,60.2115,60.3463,22:23.8
195,17.5,14.1,8.26,4.72,8.7886,5.022057143,60.1394,59.3077,22:24.5
196,17.5,14.1,8.7886,5.022057143,6.1454,3.511657143,60.0923,59.9648,22:25.3
197,17.7,14.1,9.2512,5.2864,8.26,4.72,59.8568,60.1192,22:26.1
198,17,14.1,9.2512,5.2864,7.9957,4.568971429,60.0043,59.8604,22:26.8
199,17.5,14.5,10.5728,6.0416,8.7886,5.022057143,60.21,59.7315,22:27.6
200,17,13.8,8.26,4.72,8.5243,4.871028571,59.6837,60.0516,22:28.4
201,17.5,14.1,9.4494,5.399657143,8.9869,5.135371429,59.4923,60.0722,22:29.1
202,17.5,13.6,9.119,5.210857143,8.5904,4.9088,59.7896,60.0695,22:29.9
203,17.9,14.1,9.912,5.664,8.7226,4.984342857,59.9974,61.0435,22:30.7
204,17.3,14.5,7.0045,4.002571429,11.3658,6.494742857,59.5867,59.7868,22:31.5
205,17.5,14.1,10.0442,5.739542857,6.5419,3.738228571,60.3946,60.4903,22:32.2
206,17.3,13.6,10.3746,5.928342857,9.3834,5.361942857,59.6094,59.7686,22:33.0
207,17.5,14.1,8.9869,5.135371429,8.5243,4.871028571,59.9947,59.8131,22:33.8
208,17.3,13.6,10.1102,5.777257143,9.9781,5.701771429,60.1409,60.0942,22:34.6
209,17.7,14.3,8.1939,4.682228571,7.9296,4.5312,59.8756,60.5422,22:35.3
210,17.5,14.1,10.2424,5.8528,9.7798,5.588457143,59.7665,59.6167,22:36.1
211,17.5,14.1,9.5816,5.4752,8.9208,5.0976,60.0289,60.12,22:36.9
212,17.5,14.5,10.1763,5.815028571,7.7974,4.455657143,60.2345,60.2142,22:37.7
213,17.3,13.6,6.6741,3.813771429,8.1939,4.682228571,59.5305,59.9339,22:38.4
214,17.7,13.6,8.7886,5.022057143,6.8723,3.927028571,59.853,60.1997,22:39.2
215,17.5,14.3,7.9296,4.5312,9.053,5.173142857,59.8837,60.0463,22:39.9
216,17.7,14.3,9.7798,5.588457143,8.7226,4.984342857,60.3778,59.8488,22:40.7
217,17.5,14.3,8.7886,5.022057143,8.5243,4.871028571,59.712,59.3807,22:41.5
218,17.9,13.6,9.053,5.173142857,6.3437,3.624971429,60.2445,59.9326,22:42.3
219,17.7,14.8,9.119,5.210857143,8.5243,4.871028571,60.0721,59.7983,22:43.0
220,17.7,14.5,10.8371,6.192628571,9.119,5.210857143,59.9011,60.1933,22:43.9
221,17.5,14.3,10.1102,5.777257143,9.912,5.664,59.9867,60.2218,22:44.6
222,17.3,14.1,7.1366,4.078057143,8.3261,4.757771429,59.5467,59.9964,22:45.4
223,17.7,13.8,9.4494,5.399657143,8.0618,4.606742857,60.3643,60.2273,22:46.2
224,17.3,14.3,9.119,5.210857143,9.3173,5.324171429,59.8115,60.1054,22:47.0
225,17.5,14.3,10.705,6.117142857,8.26,4.72,60.0256,60.1843,22:47.7
226,17.9,13.8,8.6565,4.946571429,9.4494,5.399657143,59.807,59.7408,22:48.5
227,17.3,14.1,9.9781,5.701771429,6.0133,3.436171429,60.0842,60.0642,22:49.3
228,17.3,14.1,9.3173,5.324171429,8.7226,4.984342857,60.2728,59.9127,22:50.0
229,17,14.1,8.7886,5.022057143,8.1939,4.682228571,59.9095,59.6192,22:50.8
230,17.5,15,9.119,5.210857143,8.5243,4.871028571,59.983,59.9656,22:51.6
231,17.5,14.5,7.5992,4.3424,7.0706,4.040342857,60.1904,60.2358,22:52.3
232,17,14.1,10.5728,6.0416,7.7314,4.417942857,60.0219,60.2062,22:53.1
233,18.2,13.8,9.3834,5.361942857,8.5243,4.871028571,59.6367,59.9464,22:53.9
234,17.3,13.8,9.8459,5.626228571,8.26,4.72,59.9458,60.3556,22:54.6
235,17.7,14.3,7.7314,4.417942857,8.7886,5.022057143,59.8807,60.2123,22:55.4
236,17.9,14.3,9.3173,5.324171429,8.7226,4.984342857,59.9711,60.0737,22:56.1
237,17.5,14.1,9.6477,5.512971429,8.9869,5.135371429,59.9951,59.9732,22:56.9
238,17.7,14.1,9.3173,5.324171429,9.7138,5.550742857,60.0974,60.3481,22:57.6
239,17.5,14.3,7.0706,4.040342857,8.7886,5.022057143,59.4084,60.2016,22:58.4
240,17.7,15,9.7138,5.550742857,6.0794,3.473942857,59.8672,59.8137,22:59.2
241,17.5,14.3,8.9208,5.0976,8.5243,4.871028571,60.0714,59.9182,23:00.0
242,17.5,15.2,10.2424,5.8528,8.5243,4.871028571,59.8316,60.0632,23:00.8
243,17.5,13.6,8.1939,4.682228571,8.0618,4.606742857,59.8491,59.5544,23:01.5
244,17.5,14.1,8.0618,4.606742857,5.6829,3.247371429,59.7527,59.8188,23:02.3
245,17.5,14.1,9.912,5.664,8.5243,4.871028571,59.9739,59.8035,23:03.1
246,17.7,13.4,10.3085,5.890571429,8.26,4.72,59.9607,60.4432,23:03.9
247,17.9,14.5,10.3085,5.890571429,9.5155,5.437428571,59.6345,59.9009,23:04.6
248,17.5,14.1,7.0045,4.002571429,8.5904,4.9088,59.5206,60.3008,23:05.4
249,17.3,14.5,8.9869,5.135371429,7.467,4.266857143,59.893,59.957,23:06.2
250,17.5,14.1,8.3922,4.795542857,8.9208,5.0976,59.7654,59.8937,23:06.9
251,17.3,14.3,8.3922,4.795542857,8.7226,4.984342857,59.6172,60.161,23:07.7
252,17.3,14.1,6.4758,3.700457143,8.26,4.72,59.6174,60.03,23:08.5
253,17.5,14.5,8.0618,4.606742857,6.2115,3.549428571,59.8186,60.3771,23:09.2
1,17.5,14.5,8.7886,5.022057143,6.608,3.776,59.6947,59.6906,23:10.9
2,17.7,14.3,9.7138,5.550742857,9.5155,5.437428571,59.7641,59.8121,23:11.9
3,17.7,14.5,8.7886,5.022057143,8.1939,4.682228571,59.7203,60.4447,23:12.7
4,17.7,13.6,8.3261,4.757771429,7.2688,4.1536,59.5798,60.4509,23:13.4
5,17.9,14.3,5.9472,3.3984,10.9693,6.268171429,59.6259,59.9391,23:14.2
6,18.2,14.1,8.9208,5.0976,5.9472,3.3984,60.0158,59.9067,23:15.0
7,17.9,14.5,9.7798,5.588457143,8.1939,4.682228571,59.6404,59.8555,23:15.8
8,17.9,13.8,11.2336,6.4192,8.0618,4.606742857,59.9268,59.4354,23:16.5
9,18.2,14.3,8.3922,4.795542857,8.9208,5.0976,60.3002,59.701,23:17.3
10,17.7,14.1,9.912,5.664,6.0794,3.473942857,60.4899,59.9847,23:18.0
11,17.5,14.5,10.705,6.117142857,8.4582,4.833257143,60.1391,60.055,23:18.8
12,17.5,14.3,9.1851,5.248628571,9.3173,5.324171429,60.0007,59.5124,23:19.6
13,17.5,13.6,8.5904,4.9088,8.7226,4.984342857,60.236,59.8888,23:20.3
14,17.3,14.8,9.053,5.173142857,6.2115,3.549428571,60.3904,60.3539,23:21.1
15,17.5,14.5,10.1763,5.815028571,7.9296,4.5312,59.9225,60.0984,23:21.9
16,18.2,14.1,8.8547,5.059828571,8.26,4.72,59.8725,60.3484,23:22.6
17,17.7,14.1,8.5243,4.871028571,7.6653,4.380171429,60.3033,59.5739,23:23.4
18,17.7,14.8,7.5992,4.3424,6.5419,3.738228571,60.0027,60.2372,23:24.1
19,18.2,14.5,9.053,5.173142857,8.3261,4.757771429,59.9604,60.0793,23:24.9
20,18.2,13.8,10.0442,5.739542857,9.3173,5.324171429,60.0765,60.0711,23:25.7
21,17.3,14.5,9.6477,5.512971429,9.053,5.173142857,59.8305,60.5955,23:26.4
22,17.7,14.3,6.6741,3.813771429,7.7314,4.417942857,60.1899,60.1842,23:27.2
23,17.5,13.8,8.1278,4.644457143,7.7314,4.417942857,59.7796,60.2373,23:27.9
24,17.9,14.3,3.3701,1.925771429,5.8811,3.360628571,59.8617,60.3553,23:28.7
