Log,cp_pressure,mixer_temperature_Funnel,cp_flowrate,mixer_pressure,cp_temperature,ac_flowrate,mixer_speed_M2,mixer_torque_M1,mixer_speed_M1,mixer_torque_M2,mixer_motor_temperature_M2,mixer_temperature_Funnel_outlet,mixer_motor_temperature_M1,Time
1331,0.559,26.0,1.5,0.254,25.9,0.0,60.201,2.341,60.201,3.361,25.9,28.8,23.2,11:46:34.810
1332,0.625,26.0,1.5,0.291,25.9,0.0,59.589,3.436,59.589,3.134,25.9,26.7,23.6,11:46:35.995
1333,0.587,26.0,1.5,0.259,25.9,0.0,60.694,1.624,60.694,2.756,26.3,28.8,23.4,11:46:37.278
1334,0.526,26.0,1.5,0.25,27.3,0.0,59.896,2.492,59.896,2.228,26.3,26.7,23.4,11:46:38.470
1335,0.551,26.0,1.5,0.261,25.9,0.0,60.245,2.719,60.245,2.417,25.9,26.7,23.4,11:46:39.670
1336,0.569,26.0,1.5,0.283,25.9,0.0,60.028,2.19,60.028,2.983,25.9,28.8,23.2,11:46:40.863
1337,0.596,26.0,1.5,0.275,27.4,0.0,60.197,2.681,60.197,2.341,25.9,28.8,23.8,11:46:42.077
1338,0.563,27.5,1.5,0.313,25.9,0.0,60.216,1.775,60.216,2.643,26.3,26.7,23.8,11:46:43.259
1339,0.555,26.0,1.5,0.331,27.4,0.0,60.257,2.832,60.257,2.568,25.9,26.7,23.8,11:46:44.438
1340,0.54,26.0,1.5,0.273,25.9,0.0,59.933,2.454,59.933,2.568,26.3,26.7,23.6,11:46:45.637
1341,0.551,27.5,1.5,0.298,25.9,0.0,59.683,1.964,59.683,2.266,25.9,26.7,23.4,11:46:46.847
1342,0.568,26.0,1.5,0.286,27.4,0.0,60.445,2.417,60.445,2.719,25.7,26.7,23.8,11:46:48.032
1343,0.536,27.5,1.5,0.278,25.9,0.0,60.191,2.228,60.191,2.756,25.9,26.7,23.6,11:46:49.212
1344,0.579,26.0,1.5,0.255,27.4,0.0,59.946,2.001,59.946,2.643,26.1,26.7,22.9,11:46:50.397
1345,0.51,26.0,1.5,0.259,25.9,0.0,59.846,2.19,59.846,1.926,26.3,26.7,23.8,11:46:51.598
1346,0.587,26.0,1.5,0.265,25.9,0.0,60.027,2.794,60.027,3.587,26.6,28.8,23.6,11:46:52.794
1347,0.563,26.0,1.5,0.358,25.9,0.0,60.008,2.039,60.008,1.888,26.3,26.7,23.2,11:46:53.990
1348,0.569,26.0,1.5,0.255,25.9,0.0,59.158,3.285,59.158,3.134,26.3,26.7,23.8,11:46:55.176
1349,0.581,26.0,1.5,0.212,25.9,0.0,59.966,1.926,59.966,2.417,26.6,26.7,23.6,11:46:56.360
1350,0.554,26.0,1.5,0.261,25.9,0.0,60.21,2.794,60.21,2.719,26.1,26.7,23.6,11:46:57.544
1351,0.531,26.0,1.5,0.321,25.9,0.0,59.782,2.077,59.782,2.87,25.7,28.8,23.8,11:46:58.753
1352,0.582,26.0,1.5,0.278,27.4,0.0,59.488,2.945,59.488,1.888,26.6,26.7,23.4,11:46:59.953
1353,0.554,26.0,1.5,0.303,25.9,0.0,59.62,2.832,59.62,2.794,26.3,26.7,23.4,11:47:01.138
1354,0.54,26.0,1.5,0.256,27.4,0.0,60.746,1.812,60.746,1.926,25.9,28.8,23.8,11:47:02.333
1355,0.555,26.0,1.5,0.299,25.9,0.0,60.437,2.568,60.437,2.605,26.1,26.7,23.8,11:47:03.536
1356,0.546,26.0,1.5,0.256,25.9,0.0,60.129,1.737,60.129,2.379,25.9,26.7,24.3,11:47:04.736
1357,0.543,26.0,1.5,0.286,27.4,0.0,59.945,2.756,59.945,2.568,26.3,28.8,24.5,11:47:05.936
1358,0.56,27.5,1.5,0.288,25.9,0.0,60.087,2.266,60.087,2.152,26.1,26.7,23.2,11:47:07.116
1359,0.568,26.0,1.5,0.261,27.3,0.0,59.533,3.21,59.533,2.983,26.6,28.8,23.4,11:47:08.301
1360,0.535,27.5,1.5,0.317,25.9,0.0,60.224,1.926,60.224,1.964,26.1,26.7,23.8,11:47:09.496
1361,0.565,26.0,1.5,0.214,25.9,0.0,59.745,3.285,59.745,2.643,25.9,28.8,23.4,11:47:10.684
1362,0.535,27.5,1.5,0.298,25.9,0.0,60.013,1.888,60.013,2.379,26.1,26.7,23.8,11:47:11.860
1363,0.553,26.0,1.5,0.243,25.9,0.0,59.741,3.021,59.741,2.908,26.3,26.7,23.8,11:47:13.061
1364,0.579,26.0,1.5,0.243,25.9,0.0,59.726,2.115,59.726,2.756,26.1,26.7,22.9,11:47:14.243
1365,0.529,26.0,1.5,0.35,25.9,0.0,59.709,2.719,59.709,2.454,26.1,26.7,23.4,11:47:15.440
1366,0.568,26.0,1.5,0.28,27.3,0.0,59.729,2.379,59.729,2.341,25.9,28.8,23.4,11:47:16.641
1367,0.63,27.5,1.5,0.332,25.9,0.0,59.976,2.417,59.976,2.794,25.9,26.7,23.6,11:47:17.819
1368,0.591,26.0,1.5,0.342,27.3,0.0,59.828,2.379,59.828,2.908,25.7,28.8,24.3,11:47:19.006
1369,0.564,27.5,1.5,0.227,25.9,0.0,59.896,2.454,59.896,2.568,26.1,26.7,24.3,11:47:20.183
1370,0.574,26.0,1.5,0.236,27.3,0.0,59.757,1.661,59.757,2.001,26.3,26.7,23.8,11:47:21.367
1371,0.531,27.5,1.5,0.31,25.9,0.0,60.491,2.152,60.491,2.19,26.1,26.7,23.6,11:47:22.562
1372,0.526,26.0,1.5,0.203,27.3,0.0,59.921,1.888,59.921,3.663,26.3,28.8,24.1,11:47:23.756
1373,0.593,26.0,1.5,0.256,25.9,0.0,59.818,2.794,59.818,2.756,26.1,26.7,23.8,11:47:24.941
1374,0.573,26.0,1.5,0.26,25.9,0.0,60.57,1.775,60.57,2.945,26.6,28.8,23.8,11:47:26.128
1375,0.524,26.0,1.5,0.264,25.9,0.0,61.066,1.964,61.066,2.908,26.1,26.7,22.9,11:47:27.310
1376,0.586,27.5,1.5,0.288,25.9,0.0,60.039,2.152,60.039,2.19,26.3,26.7,24.1,11:47:28.510
1377,0.584,26.0,1.5,0.245,27.3,0.0,60.051,2.303,60.051,2.115,26.6,28.8,23.8,11:47:29.710
1378,0.574,27.5,1.5,0.256,25.9,0.0,60.109,2.152,60.109,3.172,26.6,26.7,23.8,11:47:30.894
1379,0.581,26.0,1.5,0.317,27.3,0.0,59.546,3.134,59.546,1.85,26.1,28.8,23.4,11:47:32.082
1380,0.508,26.0,1.5,0.332,25.9,0.0,60.06,1.888,60.06,3.549,26.1,26.7,23.8,11:47:33.280
1381,0.531,26.0,1.5,0.308,25.9,0.0,59.969,2.341,59.969,2.115,26.3,26.7,23.6,11:47:34.465
1382,0.582,26.0,1.5,0.238,25.9,0.0,60.077,2.266,60.077,2.605,26.1,26.7,23.8,11:47:35.641
1383,0.563,26.0,1.5,0.265,25.9,0.0,59.855,2.001,59.855,2.832,26.1,26.7,23.6,11:47:36.841
1384,0.582,26.0,1.5,0.266,25.9,0.0,59.695,3.323,59.695,2.794,26.3,26.7,24.1,11:47:38.023
1385,0.521,27.5,1.5,0.261,25.9,0.0,60.321,2.001,60.321,2.228,26.1,26.7,23.8,11:47:39.222
1386,0.638,26.0,1.5,0.288,27.3,0.0,59.787,2.303,59.787,3.21,26.6,28.8,23.6,11:47:40.406
1387,0.529,27.5,1.5,0.261,25.9,0.0,59.95,2.379,59.95,2.908,26.3,26.7,24.3,11:47:41.608
1388,0.582,26.0,1.5,0.298,25.9,0.0,60.232,2.794,60.232,2.832,25.9,26.7,23.8,11:47:42.807
1389,0.598,26.0,1.5,0.271,27.3,0.0,59.868,2.681,59.868,2.454,26.1,28.8,23.8,11:47:44.005
1390,0.513,26.0,1.5,0.299,25.9,0.0,60.281,2.001,60.281,2.379,26.1,26.7,23.8,11:47:45.202
1391,0.544,26.0,1.5,0.254,25.9,0.0,59.989,1.926,59.989,2.454,26.6,26.7,24.3,11:47:46.396
1392,0.564,26.0,1.5,0.273,25.9,0.0,60.156,2.303,60.156,2.039,25.9,26.7,23.8,11:47:47.581
1393,0.579,26.0,1.5,0.251,25.9,0.0,59.964,2.492,59.964,2.756,26.3,26.7,24.5,11:47:48.767
1394,0.568,26.0,1.5,0.283,27.3,0.0,59.483,3.059,59.483,2.19,26.6,28.8,23.4,11:47:49.978
1395,0.508,27.5,1.5,0.255,25.9,0.0,60.388,3.021,60.388,2.832,26.1,26.7,23.6,11:47:51.162
1396,0.563,26.0,1.5,0.227,27.3,0.0,60.201,2.379,60.201,2.152,25.9,28.8,23.8,11:47:52.346
1397,0.584,26.0,1.5,0.26,25.9,0.0,59.998,2.454,59.998,2.492,26.1,26.7,23.8,11:47:53.547
1398,0.601,26.0,1.5,0.293,25.9,0.0,59.892,2.454,59.892,3.361,26.1,26.7,23.6,11:47:54.744
1399,0.533,26.0,1.5,0.271,27.3,0.0,60.071,2.53,60.071,2.681,25.9,28.8,23.8,11:47:55.932
1400,0.546,26.0,1.5,0.254,25.9,0.0,59.891,2.039,59.891,2.832,26.6,26.7,23.8,11:47:57.131
1401,0.549,26.0,1.5,0.255,25.9,0.0,59.809,2.039,59.809,2.266,26.6,26.7,24.1,11:47:58.328
1402,0.66,26.0,1.5,0.269,25.9,0.0,59.671,2.266,59.671,2.417,26.3,26.7,23.4,11:47:59.509
1403,0.619,26.0,1.5,0.25,25.9,0.0,60.221,3.663,60.221,3.134,26.3,26.7,23.2,11:48:00.692
1404,0.453,26.0,1.5,0.293,25.9,0.0,58.618,3.663,58.618,3.021,25.9,26.7,23.6,11:48:01.888
1405,0.548,26.0,1.5,0.305,25.9,0.0,59.877,2.643,59.877,3.625,26.1,26.7,23.4,11:48:03.069
1406,0.543,26.0,1.5,0.286,25.9,0.0,60.076,1.661,60.076,3.021,26.3,26.7,24.3,11:48:04.253
1407,0.565,26.0,1.5,0.305,25.9,0.0,60.446,2.417,60.446,2.719,26.1,26.7,23.2,11:48:05.433
1408,0.529,26.0,1.5,0.298,25.9,0.0,59.055,2.719,59.055,2.794,26.1,28.8,23.8,11:48:06.626
1409,0.553,27.5,1.5,0.281,25.9,0.0,60.097,2.417,60.097,2.53,26.6,26.7,23.8,11:48:07.837
1410,0.577,26.0,1.5,0.273,25.9,0.0,60.079,2.719,60.079,3.096,25.9,26.7,23.8,11:48:09.036
1411,0.584,26.0,1.5,0.238,25.9,0.0,60.04,1.964,60.04,2.832,26.1,28.8,23.8,11:48:10.222
1412,0.546,27.5,1.5,0.261,25.9,0.0,59.977,2.152,59.977,2.53,25.9,26.7,23.8,11:48:11.424
1413,0.601,26.0,1.5,0.256,25.9,0.0,59.838,1.888,59.838,3.625,25.9,26.7,23.6,11:48:12.625
1414,0.536,26.0,1.5,0.256,27.3,0.0,59.756,2.681,59.756,2.454,26.3,28.8,23.8,11:48:13.825
1415,0.571,27.5,1.5,0.278,25.9,0.0,60.156,2.719,60.156,2.794,25.9,26.7,23.4,11:48:15.023
1416,0.598,26.0,1.5,0.248,25.9,0.0,59.925,1.926,59.925,2.228,26.1,26.7,23.4,11:48:16.223
1417,0.56,26.0,1.5,0.298,27.3,0.0,59.926,2.53,59.926,2.417,26.3,28.8,23.6,11:48:17.436
1418,0.536,26.0,1.5,0.294,25.9,0.0,59.967,2.492,59.967,2.945,26.6,26.7,23.8,11:48:18.635
1419,0.53,26.0,1.5,0.261,25.9,0.0,60.007,2.568,60.007,2.379,26.6,26.7,23.8,11:48:19.826
1420,0.607,26.0,1.5,0.269,27.3,0.0,59.895,2.53,59.895,3.398,26.6,28.8,23.8,11:48:21.022
1421,0.546,26.0,1.5,0.28,25.9,0.0,59.929,1.812,59.929,2.454,25.9,26.7,24.5,11:48:22.236
1422,0.582,27.5,1.5,0.204,25.9,0.0,59.69,3.587,59.69,3.021,26.1,26.7,23.6,11:48:23.449
1423,0.581,26.0,1.5,0.299,25.9,0.0,59.948,2.152,59.948,2.492,25.9,26.7,23.8,11:48:24.646
1424,0.515,26.0,1.5,0.278,27.3,0.0,60.015,2.152,60.015,3.323,26.3,28.8,24.5,11:48:25.846
1425,0.615,27.5,1.5,0.271,25.9,0.0,60.873,2.53,60.873,2.832,26.1,26.7,23.6,11:48:27.033
1426,0.569,26.0,1.5,0.295,27.3,0.0,60.062,1.699,60.062,2.492,26.6,26.7,23.8,11:48:28.230
1427,0.546,26.0,1.5,0.343,25.9,0.0,60.018,2.417,60.06,2.983,26.6,28.8,23.6,11:48:29.429
1428,0.568,27.5,1.5,0.256,25.9,0.0,60.097,2.379,60.097,2.417,26.1,26.7,24.8,11:48:30.645
1429,0.612,26.0,1.5,0.254,25.9,0.0,59.709,2.115,59.709,2.19,26.6,26.7,23.6,11:48:31.843
1430,0.61,26.0,1.5,0.291,27.3,0.0,61.238,2.039,61.238,2.492,26.3,28.8,24.1,11:48:33.043
1431,0.56,26.0,1.5,0.284,25.9,0.0,59.433,2.266,59.433,2.53,26.1,26.7,24.1,11:48:34.240
1432,0.596,26.0,1.5,0.319,25.9,0.0,60.014,2.53,60.014,2.417,26.1,26.7,23.8,11:48:35.434
1433,0.577,26.0,1.5,0.264,27.3,0.0,60.4,2.605,60.4,2.228,26.1,28.8,24.5,11:48:36.633
1434,0.531,27.5,1.5,0.269,25.9,0.0,59.886,2.341,59.886,2.039,26.3,26.7,24.1,11:48:37.839
1435,0.544,27.5,1.5,0.286,25.9,0.0,59.932,2.605,59.932,3.172,26.6,26.7,24.3,11:48:39.050
1436,0.568,26.0,1.5,0.243,27.3,0.0,59.773,1.888,59.773,2.152,26.6,28.8,24.3,11:48:40.234
1437,0.559,27.5,1.5,0.283,25.9,0.0,60.042,2.341,60.042,3.134,26.6,26.7,24.1,11:48:41.428
1438,0.607,26.0,1.5,0.319,25.9,0.0,59.918,2.417,59.918,2.266,25.9,26.7,23.8,11:48:42.629
1439,0.548,26.0,1.5,0.281,25.9,0.0,59.434,3.587,59.434,2.454,27.0,28.8,24.3,11:48:43.827
1440,0.579,27.5,1.5,0.259,25.9,0.0,59.423,3.625,59.423,2.832,26.3,26.7,23.8,11:48:45.026
1441,0.559,26.0,1.5,0.333,25.9,0.0,60.074,2.077,60.074,2.794,26.6,26.7,24.1,11:48:46.223
1442,0.598,26.0,1.5,0.27,27.3,0.0,60.172,2.077,60.172,2.681,26.3,28.8,24.3,11:48:47.420
1443,0.563,27.5,1.5,0.275,25.9,0.0,60.295,2.039,60.295,3.096,25.9,26.7,24.3,11:48:48.616
1444,0.488,26.0,1.5,0.295,27.3,0.0,59.856,2.945,59.856,2.832,25.9,26.7,24.5,11:48:49.814
1445,0.529,26.0,1.5,0.299,25.9,0.0,60.047,2.077,60.047,2.53,25.9,28.8,24.1,11:48:51.010
1446,0.508,27.5,1.5,0.313,25.9,0.0,60.091,2.266,60.091,2.303,26.3,26.7,24.5,11:48:52.210
1447,0.564,26.1,1.5,0.269,27.3,0.0,59.65,2.832,59.65,3.285,26.3,26.7,23.6,11:48:53.410
1448,0.551,26.0,1.5,0.264,25.9,0.0,59.861,2.228,59.861,2.152,26.1,28.8,24.5,11:48:54.608
1449,0.588,27.5,1.5,0.242,25.9,0.0,60.095,2.681,60.095,2.568,26.1,26.7,23.8,11:48:55.806
1450,0.554,26.0,1.5,0.248,27.3,0.0,60.063,2.605,60.063,2.379,26.1,26.7,24.1,11:48:57.007
1451,0.526,26.0,1.5,0.322,27.3,0.0,60.181,2.001,60.181,3.059,26.6,28.8,23.8,11:48:58.203
1452,0.56,27.6,1.5,0.242,25.9,0.0,59.137,3.247,59.137,3.021,26.6,26.7,23.8,11:48:59.405
1453,0.51,26.0,1.5,0.271,25.9,0.0,59.593,2.53,59.593,2.983,26.3,26.7,23.8,11:49:00.620
1454,0.574,26.0,1.5,0.278,27.3,0.0,59.276,2.568,59.276,2.077,26.1,26.7,23.8,11:49:01.837
1455,0.549,26.0,1.5,0.264,25.9,0.0,60.142,2.568,60.142,2.87,26.3,28.8,23.4,11:49:03.035
1456,0.535,27.6,1.5,0.259,25.9,0.0,59.995,1.812,59.995,2.643,26.1,26.7,23.8,11:49:04.246
1457,0.579,27.5,1.5,0.271,25.9,0.0,60.121,2.492,60.121,2.001,26.6,26.7,23.4,11:49:05.461
1458,0.565,26.0,1.5,0.314,27.3,0.0,59.776,3.059,59.776,2.341,26.1,26.7,24.3,11:49:06.645
1459,0.563,26.1,1.5,0.291,25.9,0.0,60.116,1.888,60.116,2.605,25.9,28.8,24.1,11:49:07.842
1460,0.596,26.0,1.5,0.291,25.9,0.0,60.226,2.53,60.226,3.021,26.3,26.7,24.8,11:49:09.037
1461,0.531,26.1,1.5,0.333,27.3,0.0,59.983,1.51,59.983,2.756,26.3,26.7,23.8,11:49:10.250
1462,0.586,26.1,1.5,0.271,25.9,0.0,59.922,2.152,59.922,1.661,26.3,28.8,24.5,11:49:11.450
1463,0.526,26.1,1.5,0.271,25.9,0.0,60.015,2.228,60.015,2.228,26.8,26.7,24.5,11:49:12.647
1464,0.569,26.1,1.5,0.242,27.3,0.0,60.629,2.417,60.629,2.643,26.6,26.7,23.8,11:49:13.843
1465,0.536,26.1,1.5,0.294,25.9,0.0,60.01,3.285,60.01,3.21,26.1,28.8,23.6,11:49:15.044
1466,0.573,27.6,1.5,0.269,25.9,0.0,60.416,1.624,60.416,3.096,26.8,26.7,24.3,11:49:16.247
1467,0.573,26.1,1.5,0.256,25.9,0.0,60.025,2.417,60.025,2.945,26.6,26.7,25.0,11:49:17.452
1468,0.61,26.0,1.5,0.331,27.3,0.0,59.212,2.945,59.212,2.794,26.6,28.8,23.8,11:49:18.648
1469,0.524,27.5,1.5,0.343,25.9,0.0,59.776,2.115,59.776,2.379,26.3,26.7,24.3,11:49:19.839
1470,0.549,26.1,1.5,0.245,27.3,0.0,60.607,2.568,60.607,3.852,26.3,26.7,23.6,11:49:21.035
1471,0.558,27.5,1.5,0.248,25.9,0.0,59.962,1.888,59.962,2.303,26.3,26.7,23.8,11:49:22.229
1472,0.597,26.1,1.5,0.289,25.9,0.0,60.03,2.303,60.03,2.152,26.6,26.7,24.3,11:49:23.424
1473,0.624,26.0,1.5,0.299,27.3,0.0,59.975,2.001,59.975,2.454,26.6,26.7,24.1,11:49:24.627
1474,0.541,26.1,1.5,0.256,25.8,0.0,60.022,2.152,60.022,2.341,26.6,28.8,24.3,11:49:25.842
1475,0.587,27.6,1.5,0.3,25.8,0.0,60.322,2.832,60.322,3.172,26.6,26.7,24.3,11:49:27.043
1476,0.592,26.1,1.5,0.281,25.8,0.0,59.903,1.775,59.903,2.53,26.6,26.7,23.8,11:49:28.241
1477,0.596,26.1,1.5,0.227,27.3,0.0,59.936,2.303,59.936,1.775,26.3,26.7,24.1,11:49:29.456
1478,0.568,26.1,1.5,0.265,25.8,0.0,60.117,2.19,60.117,3.096,26.1,28.8,23.8,11:49:30.656
1479,0.568,26.1,1.5,0.276,25.9,0.0,59.755,2.228,59.755,2.19,26.3,26.7,24.3,11:49:31.853
1480,0.553,26.1,1.5,0.271,27.3,0.0,60.978,2.794,60.978,2.417,26.6,26.7,23.8,11:49:33.050
1481,0.526,26.1,1.5,0.331,25.8,0.0,60.044,2.001,60.044,3.361,26.6,28.8,24.5,11:49:34.248
1482,0.568,26.1,1.5,0.294,25.8,0.0,60.191,2.341,60.191,2.756,26.8,26.7,24.5,11:49:35.449
1483,0.638,26.1,1.5,0.327,27.3,0.0,59.812,2.379,59.812,2.832,26.6,26.7,24.1,11:49:36.651
1484,0.535,27.6,1.5,0.276,25.8,0.0,59.022,2.341,59.022,2.379,26.1,28.8,23.8,11:49:37.848
1485,0.592,26.1,1.5,0.276,25.9,0.0,60.407,2.341,60.407,1.888,26.6,28.8,23.6,11:49:39.066
1486,0.582,26.0,1.5,0.26,25.8,0.0,60.015,1.888,60.015,2.605,26.6,26.7,24.3,11:49:40.278
1487,0.592,26.1,1.5,0.314,27.3,0.0,59.171,2.756,59.171,2.568,26.6,26.7,24.5,11:49:41.483
1488,0.608,26.1,1.5,0.259,25.8,0.0,59.521,3.474,59.521,2.53,26.3,28.8,23.8,11:49:42.681
1489,0.546,27.6,1.5,0.361,25.8,0.0,60.376,2.266,60.376,2.719,26.1,28.8,23.4,11:49:43.891
1490,0.579,26.1,1.5,0.259,25.8,0.0,59.858,2.077,59.858,2.115,26.1,26.7,24.3,11:49:45.091
1491,0.544,26.0,1.5,0.319,25.8,0.0,59.865,1.888,59.865,3.549,26.8,28.8,23.4,11:49:46.283
1492,0.51,27.6,1.5,0.278,25.9,0.0,59.996,1.888,59.996,1.926,26.6,26.7,24.1,11:49:47.482
1493,0.571,26.1,1.5,0.293,27.3,0.0,59.98,2.643,59.98,2.53,26.6,26.7,23.8,11:49:48.685
1494,0.553,26.1,1.5,0.288,25.8,0.0,60.115,2.417,60.115,3.587,26.6,26.7,24.3,11:49:49.888
1495,0.608,27.6,1.5,0.232,25.8,0.0,59.945,2.605,59.945,2.454,26.6,28.8,23.8,11:49:51.085
1496,0.515,26.1,1.5,0.232,25.8,0.0,60.017,2.19,60.017,2.756,27.0,26.7,24.5,11:49:52.296
1497,0.605,26.1,1.5,0.256,27.3,0.0,59.58,2.983,59.58,2.152,26.6,26.7,24.1,11:49:53.495
1498,0.615,26.1,1.5,0.281,25.8,0.0,60.153,2.568,60.153,2.228,26.8,26.7,23.8,11:49:54.710
1499,0.596,27.6,1.5,0.248,25.9,0.0,59.918,2.983,59.918,3.549,26.3,28.8,24.5,11:49:55.909
1500,0.482,26.1,1.5,0.328,27.3,0.0,59.973,2.039,59.973,2.115,26.6,26.7,24.3,11:49:57.111
1501,0.597,26.1,1.5,0.256,25.8,0.0,59.829,2.115,59.829,2.53,26.6,26.7,24.5,11:49:58.313
1502,0.579,26.1,1.5,0.273,25.8,0.0,59.774,2.794,59.774,2.643,26.8,26.7,24.3,11:49:59.530
1503,0.643,26.1,1.5,0.271,25.8,0.0,59.601,2.681,59.601,2.719,27.0,26.7,24.5,11:50:00.727
1504,0.568,26.1,1.5,0.275,25.8,0.0,59.589,3.021,59.589,2.454,26.6,26.7,24.1,11:50:01.945
1505,0.619,26.1,1.5,0.303,27.3,0.0,59.883,3.021,59.883,2.983,26.8,26.7,24.3,11:50:03.161
1506,0.563,26.1,1.5,0.266,27.3,0.0,59.826,2.039,59.86,2.719,26.6,26.7,24.3,11:50:04.378
1507,0.625,27.6,1.5,0.269,25.8,0.0,59.806,2.681,59.806,2.152,26.6,28.8,24.1,11:50:05.577
1508,0.592,26.1,1.5,0.219,25.8,0.0,59.941,2.719,59.941,2.681,27.0,26.7,24.1,11:50:06.775
1509,0.598,26.1,1.5,0.288,25.8,0.0,59.979,2.228,59.979,2.53,26.8,26.7,23.8,11:50:07.967
1510,0.579,27.6,1.5,0.288,25.8,0.0,59.215,3.587,59.215,3.625,26.8,28.8,23.8,11:50:09.167
1511,0.535,26.1,1.5,0.309,27.3,0.0,59.88,2.077,59.88,2.756,26.6,26.7,24.1,11:50:10.365
1512,0.538,26.1,1.5,0.254,27.3,0.0,60.195,2.077,60.195,2.152,26.8,26.7,24.5,11:50:11.572
1513,0.607,27.6,1.5,0.333,25.8,0.0,60.051,2.228,60.051,3.512,26.6,26.7,24.1,11:50:12.772
1514,0.581,26.1,1.5,0.278,25.8,0.0,60.154,2.303,60.154,2.303,26.3,28.8,24.1,11:50:13.971
1515,0.587,26.1,1.5,0.259,25.8,0.0,59.947,2.87,59.947,3.436,27.0,26.7,23.8,11:50:15.166
1516,0.511,27.6,1.5,0.28,25.8,0.0,59.829,1.737,59.829,2.19,26.6,28.8,24.5,11:50:16.364
1517,0.535,26.1,1.5,0.259,25.8,0.0,60.514,2.341,60.514,1.888,26.1,28.8,23.8,11:50:17.576
1518,0.559,26.1,1.5,0.25,27.3,0.0,60.066,2.454,60.066,3.134,27.0,26.7,24.3,11:50:18.775
1519,0.577,26.1,1.5,0.278,25.8,0.0,59.891,2.115,59.891,2.417,26.6,26.7,24.5,11:50:19.973
1520,0.616,26.1,1.5,0.338,25.8,0.0,59.215,3.663,59.215,3.059,26.3,26.7,24.5,11:50:21.169
1521,0.582,26.1,1.5,0.231,27.3,0.0,59.989,1.775,59.989,3.021,26.6,26.8,24.5,11:50:22.365
1522,0.543,27.6,1.5,0.233,25.8,0.0,60.295,2.341,60.295,2.417,26.3,26.7,24.3,11:50:23.566
1523,0.582,26.1,1.5,0.276,25.8,0.0,59.483,2.303,59.483,2.605,26.6,28.8,23.8,11:50:24.763
1524,0.565,26.1,1.5,0.284,27.3,0.0,59.792,2.568,59.792,2.492,27.0,26.7,23.8,11:50:25.961
1525,0.596,27.6,1.5,0.299,25.8,0.0,60.838,3.587,60.838,2.87,27.0,26.7,23.8,11:50:27.162
1526,0.596,27.6,1.5,0.271,25.8,0.0,59.108,2.87,59.108,2.794,26.3,26.7,23.8,11:50:28.387
1527,0.535,26.1,1.5,0.265,27.3,0.0,59.682,2.832,59.682,1.85,27.0,26.7,24.5,11:50:29.587
1528,0.61,26.1,1.5,0.266,27.3,0.0,60.207,2.417,60.207,2.719,26.6,26.7,24.3,11:50:30.794
1529,0.577,27.6,1.5,0.347,25.8,0.0,61.213,2.115,61.213,2.53,26.6,26.8,24.5,11:50:31.991
1530,0.577,26.1,1.5,0.275,25.8,0.0,60.094,2.605,60.094,2.605,26.3,28.8,24.8,11:50:33.191
1531,0.573,26.1,1.5,0.308,27.3,0.0,60.452,1.964,60.452,2.983,26.6,26.8,24.5,11:50:34.395
1532,0.588,26.1,1.5,0.275,25.8,0.0,59.436,2.605,59.436,1.775,27.0,26.8,24.5,11:50:35.612
1533,0.592,26.1,1.5,0.243,25.8,0.0,59.759,2.643,59.759,2.266,27.0,26.7,23.4,11:50:36.829
1534,0.56,27.6,1.5,0.317,25.8,0.0,60.316,2.756,60.316,2.719,26.6,26.7,24.3,11:50:38.042
1535,0.571,26.1,1.5,0.261,25.8,0.0,59.859,1.888,59.859,3.059,26.8,28.8,23.8,11:50:39.257
1536,0.521,26.1,1.5,0.313,27.3,0.0,60.145,2.228,60.145,1.964,26.6,26.8,24.5,11:50:40.454
1537,0.546,26.1,1.5,0.276,25.8,0.0,60.541,2.266,60.541,3.021,26.6,26.7,25.0,11:50:41.652
1538,0.613,27.6,1.5,0.27,25.8,0.0,61.266,2.19,61.266,2.341,27.0,26.8,23.8,11:50:42.851
1539,0.586,26.1,1.5,0.317,27.3,0.0,59.159,3.7,59.159,2.492,26.1,26.7,23.8,11:50:44.058
1540,0.588,26.1,1.5,0.194,25.8,0.0,59.994,1.85,59.994,3.549,27.0,26.7,24.5,11:50:45.257
1541,0.476,27.6,1.5,0.245,25.8,0.0,59.852,2.19,59.852,2.303,26.3,26.7,23.8,11:50:46.473
1542,0.571,26.1,1.5,0.295,27.3,0.0,59.932,3.247,59.932,2.908,26.6,28.8,24.3,11:50:47.668
1543,0.596,26.1,1.5,0.26,25.8,0.0,60.025,1.964,60.025,2.53,26.6,26.7,24.1,11:50:48.866
1544,0.53,27.6,1.5,0.276,25.8,0.0,60.258,2.303,60.258,3.21,26.6,26.7,23.8,11:50:50.067
1545,0.538,26.1,1.5,0.289,25.8,0.0,59.898,1.624,59.898,3.021,26.3,28.8,24.1,11:50:51.268
1546,0.593,26.1,1.5,0.27,25.8,0.0,59.804,2.379,59.804,2.001,26.8,26.7,24.3,11:50:52.464
1547,0.433,27.6,1.5,0.294,25.8,0.0,59.658,2.908,59.658,3.323,26.8,26.8,23.8,11:50:53.666
1548,0.554,27.6,1.5,0.295,25.8,0.0,59.942,2.379,59.942,2.719,27.0,26.7,24.5,11:50:54.880
1549,0.551,26.1,1.5,0.299,27.3,0.0,60.244,2.945,60.244,2.454,26.6,28.8,24.1,11:50:56.078
