Log,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2_O,mixer_torque_M2,mixer_torque_M1_O,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
49,10,8.2,7.6653,4.380171429,6.3437,3.624971429,59.8237,59.847,30:53.4
50,9.8,7,6.8062,3.889257143,6.0133,3.436171429,59.9704,60.0132,30:54.2
51,10,7.7,5.749,3.285142857,5.1542,2.945257143,59.8862,59.887,30:54.9
52,10,7,5.8811,3.360628571,4.4934,2.567657143,59.9692,59.9314,30:55.7
53,9.8,7.5,6.9384,3.9648,5.8811,3.360628571,59.8459,59.856,30:56.5
54,10,8.2,6.608,3.776,6.4098,3.662742857,60.2833,59.8966,30:57.3
55,9.8,7.9,7.6653,4.380171429,5.749,3.285142857,59.867,59.694,30:58.0
56,9.8,7.5,5.749,3.285142857,5.3525,3.058571429,59.9523,59.513,30:58.8
57,10,7.5,6.8062,3.889257143,5.4186,3.096342857,60.1547,59.831,30:59.5
58,9.8,7.9,6.4758,3.700457143,5.0882,2.907542857,59.7338,59.7056,31:00.3
59,10.2,7.9,4.7578,2.718742857,6.4098,3.662742857,59.975,60.2667,31:01.1
60,10,7,4.8899,2.794228571,4.6917,2.680971429,60.3216,59.8212,31:01.9
61,9.5,7.5,7.0706,4.040342857,5.1542,2.945257143,60.0197,59.8335,31:02.6
62,10,7.3,7.467,4.266857143,6.4758,3.700457143,60.2905,59.8875,31:03.4
63,10,8.2,6.4758,3.700457143,5.4846,3.134057143,60.1696,60.0749,31:04.2
64,9.8,7,5.6829,3.247371429,5.3525,3.058571429,60.2253,59.8383,31:04.9
65,10.2,7.7,6.0794,3.473942857,4.163,2.378857143,59.912,59.8069,31:05.7
66,10,8.4,5.9472,3.3984,5.749,3.285142857,60.1611,60.0461,31:06.4
67,9.5,7.9,5.4186,3.096342857,4.3613,2.492171429,60.1163,59.8528,31:07.2
68,10,8.2,9.4494,5.399657143,4.956,2.832,60.2519,59.8979,31:08.0
69,10,7.9,5.0221,2.869771429,5.5507,3.171828571,59.831,59.9805,31:08.7
70,10.2,7.7,6.608,3.776,6.4758,3.700457143,60.0493,59.8243,31:09.5
71,10,7.9,7.0706,4.040342857,6.0133,3.436171429,59.9922,60.36,31:10.3
72,9.5,7.3,6.4758,3.700457143,6.4098,3.662742857,59.9052,59.5553,31:11.0
73,10.2,7.5,4.8238,2.756457143,7.401,4.229142857,59.851,59.7082,31:11.8
74,10,7.9,6.4098,3.662742857,4.956,2.832,60.2816,59.9783,31:12.6
75,10.4,7.7,5.3525,3.058571429,4.4934,2.567657143,60.1065,60.2412,31:13.3
76,10,7.5,4.7578,2.718742857,5.0221,2.869771429,59.9021,60.0626,31:14.1
77,10,7.5,4.956,2.832,5.2203,2.983028571,59.9441,59.8954,31:14.9
78,9.5,7.9,6.4758,3.700457143,5.4186,3.096342857,60.4508,60.4229,31:15.6
79,10.4,8.8,6.0133,3.436171429,6.6741,3.813771429,59.7275,59.8555,31:16.4
80,10.2,7.5,6.608,3.776,5.4186,3.096342857,60.0909,59.6214,31:17.1
81,9.8,7.9,5.6829,3.247371429,5.6829,3.247371429,59.8305,59.8317,31:17.9
82,10,7.5,6.7402,3.851542857,4.7578,2.718742857,60.2132,59.7599,31:18.7
83,10,7.5,6.8062,3.889257143,4.7578,2.718742857,59.8979,59.9033,31:19.4
84,10.2,7.7,5.8811,3.360628571,5.5507,3.171828571,60.0789,59.9311,31:20.2
85,10,8.2,5.2864,3.0208,4.7578,2.718742857,59.9763,59.8915,31:21.0
86,10,7.7,4.5595,2.605428571,4.097,2.341142857,59.8119,60.372,31:21.7
87,10,7.7,5.4186,3.096342857,5.4846,3.134057143,60.5126,59.9016,31:22.5
88,9.5,7.5,6.3437,3.624971429,5.815,3.322857143,59.8661,60.0131,31:23.2
89,10,8.4,5.4846,3.134057143,6.0133,3.436171429,60.2543,60.0955,31:24.0
90,9.8,7.9,5.4846,3.134057143,5.6168,3.2096,59.919,60.0518,31:24.8
91,10,7,6.2115,3.549428571,6.3437,3.624971429,59.7573,59.2096,31:25.5
92,10,7.9,6.7402,3.851542857,7.1366,4.078057143,60.1511,59.8565,31:26.3
93,10,8.2,5.1542,2.945257143,5.4186,3.096342857,60.3071,60.2856,31:27.1
94,10,7.5,4.8238,2.756457143,4.8238,2.756457143,59.1838,59.8722,31:27.8
95,9.8,7.5,5.5507,3.171828571,4.3613,2.492171429,59.8472,60.1179,31:28.6
96,10.4,7,5.8811,3.360628571,4.8238,2.756457143,59.8737,60.1852,31:29.3
97,9.8,7.7,6.7402,3.851542857,5.3525,3.058571429,60.0379,59.9575,31:30.1
98,9.8,8.4,5.2864,3.0208,7.401,4.229142857,59.2694,59.8198,31:30.9
99,10.2,7.9,6.0133,3.436171429,4.6917,2.680971429,60.1679,60.3122,31:31.6
100,10.2,7.9,6.8723,3.927028571,6.0794,3.473942857,59.8343,59.7884,31:32.4
101,10.2,7.9,6.7402,3.851542857,5.749,3.285142857,60.1128,60.0037,31:33.1
102,10,7.5,5.6829,3.247371429,5.4846,3.134057143,60.2674,59.9262,31:33.9
103,10,8.2,6.6741,3.813771429,5.4186,3.096342857,60.1378,59.8507,31:34.7
104,9.5,7.5,7.0045,4.002571429,5.815,3.322857143,60.1,60.0741,31:35.4
105,10.2,8.2,6.0133,3.436171429,5.0221,2.869771429,59.9715,59.4801,31:36.2
106,10.4,8.2,5.2864,3.0208,5.2203,2.983028571,59.9101,59.8722,31:36.9
107,10.4,8.6,4.8899,2.794228571,4.8899,2.794228571,60.0227,59.9445,31:37.7
108,10.2,7.5,4.8899,2.794228571,5.2203,2.983028571,59.8361,59.884,31:38.5
109,9.8,7.9,5.9472,3.3984,5.6168,3.2096,59.8648,60.1978,31:39.2
110,10,8.2,6.0133,3.436171429,4.956,2.832,60.79,59.9462,31:40.0
111,10,7.3,5.0221,2.869771429,5.1542,2.945257143,60.0383,60.1547,31:40.7
112,10.2,7.3,6.8723,3.927028571,6.0794,3.473942857,59.6984,59.6494,31:41.5
113,10,7.9,6.5419,3.738228571,6.0794,3.473942857,60.4405,59.8094,31:42.3
114,10.4,7.9,6.4758,3.700457143,5.1542,2.945257143,60.1246,60.1408,31:43.1
115,10.4,7.9,4.4934,2.567657143,5.0882,2.907542857,60.1584,60.2507,31:43.8
116,9.8,7.9,5.9472,3.3984,4.5595,2.605428571,60.1049,60.3724,31:44.6
117,9.8,7.9,6.2776,3.5872,4.8238,2.756457143,59.9712,60.1869,31:45.3
118,9.8,8.2,5.6829,3.247371429,4.7578,2.718742857,59.7589,60.1352,31:46.1
119,10.4,8.6,4.6256,2.6432,6.0794,3.473942857,59.8407,60.082,31:46.9
120,10,7.5,6.3437,3.624971429,5.0221,2.869771429,60.1256,59.6183,31:47.6
121,10,7.7,7.3349,4.191371429,6.6741,3.813771429,59.4053,60.0898,31:48.4
122,10.2,7.9,6.4098,3.662742857,5.749,3.285142857,60.2032,59.9539,31:49.2
123,10,7.9,6.0794,3.473942857,5.6168,3.2096,59.9989,59.9532,31:49.9
124,10.2,7.5,5.0882,2.907542857,3.8326,2.190057143,60.059,60.882,31:50.7
125,10,7.9,5.2203,2.983028571,4.8238,2.756457143,60.2951,60.084,31:51.5
126,10.2,8.2,4.956,2.832,5.5507,3.171828571,59.9305,59.6186,31:52.2
127,9.5,7.5,6.3437,3.624971429,5.4186,3.096342857,60.0647,60.4205,31:53.0
128,10.4,7.9,5.4846,3.134057143,4.5595,2.605428571,60.0645,60.1522,31:53.7
129,10.2,8.2,6.2115,3.549428571,5.4846,3.134057143,59.8189,60.0711,31:54.5
130,10,8.2,5.749,3.285142857,5.6168,3.2096,59.9841,60.162,31:55.3
131,10.2,7.7,6.5419,3.738228571,6.8062,3.889257143,60.1158,60.4138,31:56.0
132,10.2,8.4,5.9472,3.3984,4.8899,2.794228571,59.791,59.8618,31:56.8
133,10.4,7.9,6.4758,3.700457143,5.6168,3.2096,59.6324,59.9778,31:57.5
134,10,7.9,5.8811,3.360628571,5.6829,3.247371429,59.9624,60.011,31:58.3
135,10.4,7.7,5.815,3.322857143,5.2203,2.983028571,59.9019,60.1182,31:59.1
136,10,7.5,4.6917,2.680971429,5.0882,2.907542857,59.7526,59.7793,31:59.8
137,10.4,7.9,5.749,3.285142857,4.6256,2.6432,59.8076,60.2469,32:00.6
138,10,8.2,5.5507,3.171828571,5.0221,2.869771429,60.0027,60.6209,32:01.3
139,10,8.6,6.0133,3.436171429,4.6917,2.680971429,59.8404,59.7281,32:02.1
140,10.2,8.4,5.4186,3.096342857,4.4274,2.529942857,60.0919,59.8216,32:02.9
141,10,7.9,5.9472,3.3984,5.1542,2.945257143,60.0873,59.6914,32:03.6
142,10,7.9,6.2115,3.549428571,6.6741,3.813771429,59.9479,59.4341,32:04.4
143,10,7.7,7.7314,4.417942857,6.2776,3.5872,59.8415,60.1693,32:05.1
144,10.7,7.3,6.0133,3.436171429,5.749,3.285142857,60.3823,59.9193,32:05.9
145,10.4,8.6,6.8062,3.889257143,4.6256,2.6432,60.2395,59.9115,32:06.6
146,10.4,8.2,6.1454,3.511657143,5.6168,3.2096,59.7526,60.0306,32:07.4
147,10.2,7.9,6.6741,3.813771429,5.3525,3.058571429,60.0331,59.7448,32:08.2
148,10.2,8.4,5.6829,3.247371429,6.3437,3.624971429,60.129,59.81,32:08.9
149,10,8.6,5.815,3.322857143,5.0221,2.869771429,59.9258,59.8954,32:09.7
150,10.4,8.2,6.6741,3.813771429,6.0794,3.473942857,60.4523,59.98,32:10.4
151,10.2,8.2,6.2776,3.5872,5.6168,3.2096,60.6041,59.9689,32:11.2
152,10.4,7.5,5.0882,2.907542857,4.4934,2.567657143,60.4882,59.7673,32:12.0
153,10.4,8.6,4.8238,2.756457143,4.0309,2.303371429,60.0642,59.4107,32:12.7
154,10.4,7.5,5.4846,3.134057143,4.8238,2.756457143,59.862,60.062,32:13.5
155,10.4,7.7,5.0882,2.907542857,5.749,3.285142857,59.8841,60.1917,32:14.2
156,10.4,8.2,5.749,3.285142857,5.2864,3.0208,59.2752,59.1528,32:15.0
157,10,8.2,5.0882,2.907542857,5.5507,3.171828571,59.844,60.0872,32:15.7
158,10.4,7.9,6.2115,3.549428571,5.1542,2.945257143,59.9364,60.2035,32:16.5
159,10,7.9,6.9384,3.9648,5.4186,3.096342857,59.9715,59.961,32:17.3
160,10.4,7.9,6.5419,3.738228571,5.6829,3.247371429,59.9732,59.9703,32:18.0
161,10.2,7.9,5.9472,3.3984,5.8811,3.360628571,59.9198,59.8577,32:18.8
162,10.4,8.4,6.5419,3.738228571,6.4098,3.662742857,60.2776,59.9995,32:19.5
163,10.2,8.2,5.8811,3.360628571,6.1454,3.511657143,59.9265,59.8962,32:20.3
164,10.4,7.9,6.1454,3.511657143,4.956,2.832,60.0616,60.3928,32:21.1
165,10,8.2,4.8238,2.756457143,5.0882,2.907542857,59.8105,60.2177,32:21.8
166,10,7.9,5.3525,3.058571429,4.5595,2.605428571,60.1248,59.5799,32:22.6
167,10.2,7.9,4.7578,2.718742857,6.608,3.776,60.0328,60.2539,32:23.3
168,10,8.4,6.1454,3.511657143,5.0221,2.869771429,59.7407,59.7938,32:24.1
169,10,7.7,5.4186,3.096342857,5.1542,2.945257143,59.1537,59.9166,32:24.9
170,10.2,7.5,6.1454,3.511657143,5.0882,2.907542857,60.3144,59.9373,32:25.6
171,10.2,7.9,5.749,3.285142857,6.3437,3.624971429,59.6617,59.91,32:26.4
172,10.4,7.5,6.7402,3.851542857,6.1454,3.511657143,59.4129,60.2043,32:27.1
173,10.4,7.7,5.9472,3.3984,5.815,3.322857143,60.2094,59.8776,32:27.9
174,10.2,8.2,6.7402,3.851542857,4.4274,2.529942857,60.1632,60.3783,32:28.7
175,10,7.5,6.2115,3.549428571,5.6829,3.247371429,60.0578,59.8458,32:29.4
176,10.4,8.2,7.2688,4.1536,5.9472,3.3984,59.3172,59.9223,32:30.2
177,10.4,7.3,5.4846,3.134057143,4.6256,2.6432,59.9727,59.6043,32:31.0
178,10.4,7.9,6.608,3.776,4.6917,2.680971429,60.0024,59.7803,32:31.7
179,10.2,7.9,6.2776,3.5872,5.6829,3.247371429,59.8649,59.9833,32:32.5
180,10.4,7.9,6.7402,3.851542857,5.815,3.322857143,60.0319,60.1048,32:33.2
181,10,7.9,5.0882,2.907542857,5.4186,3.096342857,60.3175,60.2566,32:34.0
182,10.4,8.4,5.1542,2.945257143,4.8899,2.794228571,59.9187,59.9362,32:34.7
183,10.2,8.2,6.0133,3.436171429,6.8062,3.889257143,59.994,60.0443,32:35.5
184,10,8.2,5.8811,3.360628571,5.8811,3.360628571,60.476,59.8011,32:36.3
185,10.4,7.7,7.401,4.229142857,5.2864,3.0208,59.8896,59.7372,32:37.0
186,10.7,8.4,5.4186,3.096342857,6.0794,3.473942857,59.7158,59.8182,32:37.8
187,10.4,8.6,6.4758,3.700457143,5.2203,2.983028571,59.7685,59.7549,32:38.5
188,10.4,7.9,5.5507,3.171828571,4.7578,2.718742857,59.8837,60.0341,32:39.3
189,10,7.7,5.815,3.322857143,5.3525,3.058571429,59.9094,59.9949,32:40.1
190,10.2,8.2,4.3613,2.492171429,4.4934,2.567657143,59.7332,59.9751,32:40.8
191,10.9,8.6,6.0133,3.436171429,4.2952,2.4544,59.9122,60.1245,32:41.6
192,10.4,8.2,5.6168,3.2096,5.4186,3.096342857,59.9197,60.2048,32:42.4
193,10.4,8.4,6.4098,3.662742857,6.6741,3.813771429,60.0837,60.2955,32:43.1
194,10.7,7.5,6.1454,3.511657143,5.6829,3.247371429,59.9972,60.8985,32:43.9
195,10.4,7.9,5.815,3.322857143,4.4934,2.567657143,59.6559,59.6254,32:44.7
196,10.2,7.5,6.3437,3.624971429,5.3525,3.058571429,59.8606,60.0577,32:45.4
197,10,8.4,5.8811,3.360628571,4.5595,2.605428571,60.1094,59.8638,32:46.2
198,10.4,8.2,5.4186,3.096342857,5.3525,3.058571429,59.9942,60.1005,32:46.9
199,10.2,7.3,4.956,2.832,3.8326,2.190057143,60.0578,60.5975,32:47.7
200,10.4,8.4,5.4846,3.134057143,4.2291,2.416628571,60.554,60.021,32:48.5
201,10.4,8.4,6.0133,3.436171429,5.9472,3.3984,59.8017,61.107,32:49.2
202,10.4,7.9,6.4098,3.662742857,5.2203,2.983028571,60.2345,60.4095,32:50.0
203,10.2,7.9,4.8238,2.756457143,6.0133,3.436171429,59.8619,60.3625,32:50.8
204,10.4,8.4,6.9384,3.9648,5.5507,3.171828571,60.0447,60.746,32:51.5
205,10.4,8.2,6.0794,3.473942857,6.0794,3.473942857,59.7885,59.8189,32:52.3
206,10.4,8.2,6.3437,3.624971429,5.4186,3.096342857,59.9457,60.0775,32:53.1
207,10.2,7.9,4.097,2.341142857,5.2203,2.983028571,59.7123,59.7557,32:53.8
208,10.4,8.2,5.4186,3.096342857,4.097,2.341142857,59.3416,59.9314,32:54.6
209,10,7.9,6.2776,3.5872,5.5507,3.171828571,59.8417,59.8468,32:55.4
210,10.4,7.5,6.0794,3.473942857,5.0882,2.907542857,60.2125,59.8847,32:56.1
211,10.4,7.9,4.8238,2.756457143,5.2203,2.983028571,60.1026,59.9427,32:56.9
212,10.4,8.4,6.6741,3.813771429,4.8238,2.756457143,60.0394,59.7581,32:57.6
213,10.2,8.2,7.0706,4.040342857,5.6168,3.2096,60.0117,59.895,32:58.4
214,10.2,8.8,6.5419,3.738228571,5.8811,3.360628571,59.9888,59.6125,32:59.2
215,10.4,8.6,5.4186,3.096342857,5.4186,3.096342857,60.0273,59.7698,32:59.9
216,10,8.2,5.6168,3.2096,4.4934,2.567657143,60.244,60.0192,33:00.7
217,10.4,7.9,5.2203,2.983028571,5.6168,3.2096,60.2856,59.9137,33:01.5
218,10.4,7.9,5.8811,3.360628571,5.4846,3.134057143,59.6556,59.9305,33:02.2
219,10.4,8.4,6.6741,3.813771429,6.4098,3.662742857,60.1387,59.6304,33:03.0
220,10.2,8.4,5.749,3.285142857,5.749,3.285142857,60.0736,59.7089,33:03.8
221,10.4,8.2,6.4758,3.700457143,5.8811,3.360628571,60.0476,59.9856,33:04.5
222,10.2,7.9,5.6829,3.247371429,5.3525,3.058571429,59.9683,60.0418,33:05.3
223,10.4,8.2,6.1454,3.511657143,4.6917,2.680971429,60.0229,59.9083,33:06.1
224,10.4,7.9,4.6256,2.6432,5.4846,3.134057143,60.3451,59.8922,33:06.8
225,10.4,8.6,6.4098,3.662742857,3.8987,2.227828571,59.8442,59.982,33:07.6
226,10.7,7.3,6.608,3.776,6.0794,3.473942857,59.9883,59.8838,33:08.4
227,10.2,8.4,6.9384,3.9648,5.815,3.322857143,60.1437,59.995,33:09.1
228,10.4,8.6,5.8811,3.360628571,5.9472,3.3984,60.0581,59.7365,33:09.9
229,10.4,8.2,5.9472,3.3984,4.7578,2.718742857,60.0683,59.9218,33:10.7
230,10.4,8.4,6.5419,3.738228571,6.2776,3.5872,60.0526,60.064,33:11.4
231,10.4,8.2,6.4098,3.662742857,5.749,3.285142857,59.8547,60.0546,33:12.2
232,10.2,8.6,4.956,2.832,7.2688,4.1536,59.8403,60.1639,33:13.0
233,10.7,8.6,5.0882,2.907542857,4.4274,2.529942857,60.1288,60.2378,33:13.7
234,10.9,7.7,6.2115,3.549428571,4.8899,2.794228571,60.0925,60.0381,33:14.5
235,10.7,8.2,6.0133,3.436171429,5.1542,2.945257143,60.3095,60.2413,33:15.3
236,10.9,8.2,6.608,3.776,5.8811,3.360628571,59.7974,59.5818,33:16.0
237,10.7,8.2,4.7578,2.718742857,2.9075,1.661428571,20.4727,20.8426,33:16.8
238,10.4,8.4,3.7666,2.152342857,2.3789,1.359371429,20.3576,20.3571,33:17.6
239,10.2,7.9,2.9075,1.661428571,3.1718,1.812457143,20.3188,20.2318,33:18.3
240,10.7,8.2,4.6917,2.680971429,3.7005,2.114571429,20.4144,20.8471,33:19.1
241,10.4,8.2,3.304,1.888,2.8414,1.623657143,20.1735,20.4514,33:19.9
242,10.2,7.9,3.7005,2.114571429,3.7666,2.152342857,20.3304,20.3308,33:20.6
243,10.7,7.9,3.8326,2.190057143,4.097,2.341142857,20.6362,20.9734,33:21.4
244,10.4,8.6,4.0309,2.303371429,3.7666,2.152342857,20.2716,20.2472,33:22.2
245,10.2,8.8,5.2864,3.0208,3.304,1.888,20.4231,20.3506,33:22.9
246,10.9,8.2,4.4934,2.567657143,3.304,1.888,20.4999,20.4135,33:23.7
247,10.4,7.9,4.163,2.378857143,3.1058,1.774742857,20.9719,20.3719,33:24.5
248,10.4,8.6,4.4274,2.529942857,3.8987,2.227828571,20.3955,20.1796,33:25.2
249,10,7.9,3.5022,2.001257143,3.7666,2.152342857,20.372,20.3177,33:26.0
250,10.7,7.9,2.7093,1.548171429,3.0397,1.736971429,20.1043,20.5291,33:26.7
251,10.4,8.2,4.4934,2.567657143,4.097,2.341142857,20.3398,20.8901,33:27.5
252,10,8.8,5.5507,3.171828571,3.3701,1.925771429,20.55,20.4487,33:28.3
253,10.7,8.2,4.6256,2.6432,3.5022,2.001257143,20.2904,20.2176,33:29.1
254,10.4,7.9,3.2379,1.850228571,3.9648,2.2656,20.3897,20.2894,33:29.8
255,10.2,8.6,4.0309,2.303371429,2.7754,1.585942857,20.4312,21.0125,33:30.6
256,10.2,7.7,4.2952,2.4544,2.9075,1.661428571,20.4513,21.0261,33:31.4
257,10.7,8.4,5.0882,2.907542857,2.3789,1.359371429,20.4835,20.5089,33:32.2
258,10.2,8.2,3.7005,2.114571429,5.0221,2.869771429,20.041,20.7027,33:32.9
259,10.9,7.9,3.5683,2.039028571,3.6344,2.0768,20.3733,20.5443,33:33.7
260,10.2,7.9,3.5683,2.039028571,4.6917,2.680971429,20.0382,20.4983,33:34.5
261,10.4,8.2,3.1718,1.812457143,3.7005,2.114571429,20.4903,20.2813,33:35.3
262,10.9,8.6,3.5683,2.039028571,3.4362,1.963542857,20.5602,20.4052,33:36.0
263,10.7,8.2,5.0221,2.869771429,4.956,2.832,39.8296,39.4666,33:36.8
264,10.2,8.6,4.163,2.378857143,5.0882,2.907542857,38.9407,39.2352,33:37.6
265,10.4,8.2,5.2203,2.983028571,5.0882,2.907542857,39.2131,39.5317,33:38.3
266,10.4,8.2,4.4934,2.567657143,6.2776,3.5872,39.9476,40.0914,33:39.1
267,10,8.6,4.5595,2.605428571,4.6256,2.6432,39.6196,39.3978,33:39.9
268,10.4,8.6,4.4274,2.529942857,4.0309,2.303371429,39.6188,39.4704,33:40.6
269,10,8.2,5.815,3.322857143,4.2952,2.4544,39.5027,39.401,33:41.4
270,10.2,7.9,4.8899,2.794228571,4.8899,2.794228571,39.5895,39.5139,33:42.1
271,10.4,7.9,4.8899,2.794228571,4.4274,2.529942857,39.3649,39.7234,33:42.9
272,10.9,7.9,4.0309,2.303371429,3.7666,2.152342857,38.9479,39.9999,33:43.6
273,10.7,8.4,6.0794,3.473942857,5.749,3.285142857,39.6544,39.6476,33:44.4
274,10.4,8.4,4.5595,2.605428571,5.0221,2.869771429,39.6493,39.8435,33:45.2
275,10.4,7.9,5.6829,3.247371429,4.2952,2.4544,39.6888,39.6378,33:45.9
276,10.4,8.2,4.7578,2.718742857,4.8899,2.794228571,39.4835,39.5006,33:46.7
277,10.4,8.4,6.1454,3.511657143,5.6829,3.247371429,39.1671,39.3467,33:47.5
278,10.4,7.5,5.6168,3.2096,4.097,2.341142857,39.5685,39.5235,33:48.2
279,10.4,7.9,5.1542,2.945257143,3.6344,2.0768,39.4939,39.6378,33:49.0
280,10.4,7.9,6.608,3.776,4.3613,2.492171429,40.0871,39.8037,33:49.8
281,10.7,7.9,4.8899,2.794228571,5.4186,3.096342857,39.8928,39.7413,33:50.5
282,10.9,8.2,6.8723,3.927028571,4.0309,2.303371429,39.9357,40.0114,33:51.3
283,10.4,7.9,5.0882,2.907542857,4.7578,2.718742857,39.6438,39.7734,33:52.1
284,10.9,8.6,5.6168,3.2096,4.4934,2.567657143,39.4742,39.5862,33:52.8
285,10.4,7.7,4.7578,2.718742857,4.6917,2.680971429,39.6275,39.7369,33:53.6
286,10.4,8.2,4.4934,2.567657143,5.2203,2.983028571,39.5293,39.4657,33:54.4
287,10.4,8.6,4.956,2.832,4.4934,2.567657143,39.5703,39.4973,33:55.1
288,10.9,7.9,6.5419,3.738228571,3.7005,2.114571429,39.519,39.5852,33:55.9
289,10.2,7.9,5.3525,3.058571429,4.0309,2.303371429,61.0989,59.6727,33:56.7
290,10.9,8.2,5.8811,3.360628571,4.7578,2.718742857,59.7818,59.7304,33:57.4
291,10.4,8.4,6.6741,3.813771429,5.1542,2.945257143,59.8592,59.4816,33:58.2
292,10.4,8.8,6.8723,3.927028571,5.0882,2.907542857,60.9787,59.7803,33:58.9
293,10.4,7.7,6.8062,3.889257143,5.815,3.322857143,59.8884,59.7795,33:59.7
294,10.9,7.9,7.0706,4.040342857,7.2688,4.1536,60.189,60.0239,34:00.5
295,10.4,7.5,6.608,3.776,5.9472,3.3984,60.003,60.3555,34:01.2
296,10.4,8.2,6.1454,3.511657143,6.6741,3.813771429,60.1371,61.0767,34:02.0
