Log,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
62,0.9387,24.4,3.0,0,24.2,24.3,22.5,3.776,3.7005,99.6832,99.1004,12:52:25.645
63,0.8435,24.4,3.0,0,24.3,24.5,22.3,4.3424,4.7578,99.6807,100.4739,12:52:26.875
64,0.9314,24.4,3.0,0,24.2,25.0,23.2,4.1158,3.8138,99.2365,99.0581,12:52:28.117
65,0.9168,24.4,3.0,0,24.2,24.8,22.7,4.72,3.625,99.7629,100.4022,12:52:29.364
66,0.8594,24.4,3.0,0,24.2,24.8,21.8,4.0403,3.5872,119.8319,120.2985,12:52:30.590
67,0.9095,24.4,3.0,0,24.2,25.0,22.3,5.1354,3.9648,120.8887,119.7496,12:52:31.816
68,0.8838,24.4,3.0,0,24.2,24.5,22.0,4.72,3.927,120.4604,119.8208,12:52:33.044
69,0.8887,24.4,3.0,0,24.2,24.5,22.3,4.72,4.1158,119.6441,120.4896,12:52:34.271
70,0.929,24.4,3.0,0,24.2,25.0,22.5,4.9466,3.8138,119.1982,120.0945,12:52:35.501
71,0.8545,24.4,3.0,0,24.2,24.8,22.9,4.7955,5.6262,119.8731,119.5094,12:52:36.723
72,0.9302,24.4,3.0,0,24.2,24.3,22.0,4.9088,4.3424,120.2665,119.7467,12:52:37.937
73,0.8741,24.4,3.0,0,24.2,24.5,22.7,3.6627,4.7578,120.576,119.0269,12:52:39.163
74,0.9009,24.4,3.0,0,24.2,24.8,22.7,4.3424,5.7018,120.8473,119.8623,12:52:40.388
75,0.8814,24.4,3.0,0,24.2,24.3,22.5,3.6627,3.5494,120.765,120.671,12:52:41.630
76,0.8203,25.8,3.0,0,24.2,24.3,22.3,4.1158,4.2669,120.0912,118.4328,12:52:42.835
77,0.94,24.4,3.0,0,24.2,25.0,22.9,4.1536,3.2474,119.8536,119.9157,12:52:44.059
78,0.8887,24.4,3.0,0,25.7,25.0,22.9,4.0403,5.2486,119.8571,119.1763,12:52:45.332
79,0.9363,25.8,3.0,0,24.2,24.8,22.9,4.7578,4.0781,120.0902,119.3,12:52:46.576
80,0.9119,25.8,3.0,0,24.3,24.8,22.5,5.1731,4.4179,118.9934,119.7098,12:52:47.835
81,0.802,25.8,3.0,0,24.2,24.8,23.2,4.7578,3.8893,120.9009,118.9027,12:52:49.042
82,0.9107,25.8,3.0,0,24.3,24.8,22.5,4.6822,3.3984,98.6431,100.4747,12:52:50.270
83,0.896,25.8,3.0,0,24.3,24.8,22.3,5.0221,3.2474,99.7923,99.6947,12:52:51.502
84,0.9217,25.8,3.0,0,24.3,25.0,22.9,4.3424,3.5872,99.1553,99.412,12:52:52.728
85,0.8911,24.4,3.0,0,24.2,25.2,22.7,4.871,4.4179,99.7318,99.2024,12:52:53.953
86,0.857,25.8,3.0,0,24.2,24.8,22.9,6.0038,4.5312,98.0846,99.2444,12:52:55.178
87,0.9156,24.4,3.0,0,25.7,25.0,22.0,4.6822,5.4374,100.5025,99.4035,12:52:56.404
88,0.857,25.8,3.0,0,25.7,25.2,22.0,4.569,4.0403,100.5215,98.5188,12:52:57.626
89,0.9742,24.4,3.0,0,24.2,25.0,22.5,3.927,4.1158,99.7089,99.4522,12:52:58.867
90,0.8643,25.8,3.0,0,24.2,24.8,23.2,4.2291,4.1914,99.8003,99.4626,12:53:00.108
91,0.8789,25.8,3.0,0,24.2,25.0,22.9,5.2864,3.8138,99.3434,100.3717,12:53:01.335
92,0.9095,24.4,3.0,0,24.2,25.0,22.9,4.569,3.927,99.3599,99.8199,12:53:02.557
93,0.9583,24.4,3.0,0,25.7,24.8,22.3,3.7382,5.2864,99.7994,98.4552,12:53:03.772
94,0.9619,24.4,3.0,0,25.7,25.0,22.9,4.3424,4.0403,100.2906,99.8252,12:53:05.001
95,0.896,24.4,3.0,0,24.2,24.8,23.2,5.4752,5.1354,99.1919,99.7169,12:53:06.227
96,0.9021,24.4,3.0,0,24.2,25.2,22.9,4.6445,4.5312,99.2284,100.3454,12:53:07.497
97,0.9436,24.3,3.0,0,24.2,24.5,23.2,4.1914,3.3229,98.9197,98.6397,12:53:08.742
98,0.8545,24.4,3.0,0,24.2,25.2,22.9,4.6445,2.983,99.8621,99.4186,12:53:09.973
99,0.9095,24.3,3.0,0,25.7,25.0,22.3,4.569,3.4362,81.0484,81.0015,12:53:11.206
100,0.9009,24.3,3.0,0,25.6,25.0,22.7,4.3802,3.6627,80.2002,80.3024,12:53:12.457
101,0.9729,25.8,3.0,0,25.6,25.0,22.3,4.72,3.2474,80.5752,80.5043,12:53:13.682
102,0.8826,25.8,3.0,0,24.1,25.0,22.9,4.1158,4.1158,81.3649,82.0034,12:53:14.919
103,0.8826,25.8,3.0,0,24.1,25.2,22.7,4.871,3.1341,80.0,80.482,12:53:16.150
104,0.9534,24.3,3.0,0,24.1,25.4,23.4,4.0026,3.4739,79.7725,81.3555,12:53:17.373
105,0.9156,24.4,3.0,0,24.1,25.0,22.3,4.1536,3.776,80.05,80.309,12:53:18.595
106,0.9815,25.8,3.0,0,24.1,25.0,22.9,3.4362,2.9075,80.3011,80.7756,12:53:19.827
107,0.94,25.8,3.0,0,24.1,25.0,23.4,3.8893,3.8138,80.4288,79.8104,12:53:21.071
108,0.9204,25.8,3.0,0,24.1,25.4,23.2,4.1914,3.4362,79.8664,80.3024,12:53:22.300
109,0.9961,25.8,3.0,0,24.1,25.0,23.4,3.1341,3.5117,80.287,80.1607,12:53:23.531
110,0.9387,25.8,3.0,0,24.1,25.2,22.7,5.7018,3.7382,79.6763,81.062,12:53:24.764
111,0.9021,24.3,3.0,0,24.1,25.0,24.1,4.72,3.6627,79.6834,80.4225,12:53:25.993
112,0.8521,24.3,3.0,0,25.5,25.0,22.3,3.2851,3.2474,80.0972,81.0437,12:53:27.267
113,0.9119,24.3,3.0,0,24.1,25.2,22.9,4.1536,3.8515,79.9403,78.6468,12:53:28.492
114,0.9436,24.3,3.0,0,25.5,25.0,23.2,4.0026,3.927,80.2929,80.0915,12:53:29.736
115,0.8887,25.8,3.0,0,24.0,25.2,23.4,4.3046,3.7382,60.5788,59.779,12:53:30.966
116,0.9485,25.8,3.0,0,24.0,25.0,23.2,3.776,2.8698,60.4233,60.1045,12:53:32.209
117,0.9095,24.3,3.0,0,24.0,25.4,23.6,3.625,4.0026,59.7716,60.162,12:53:33.454
118,0.9546,24.3,3.0,0,24.0,25.4,22.9,5.3619,3.5117,59.4832,60.003,12:53:34.698
119,0.8911,24.3,3.0,0,24.0,25.0,22.9,5.513,3.1718,60.0719,59.9283,12:53:35.940
120,0.7532,24.3,3.0,0,25.5,25.4,22.5,3.0586,2.3034,59.9846,60.2016,12:53:37.181
121,0.968,24.3,3.0,0,25.4,25.0,23.2,2.6054,2.7187,59.2313,59.9459,12:53:38.408
122,0.9339,25.8,3.0,0,24.0,25.4,23.4,3.7005,2.7565,59.6599,60.4525,12:53:39.635
123,0.9143,25.8,3.0,0,24.0,25.4,23.8,3.4362,4.4557,60.4796,59.6201,12:53:40.894
124,0.9021,24.3,3.0,0,23.9,25.2,23.4,4.1158,2.4544,60.5944,60.0195,12:53:42.155
125,0.8301,24.3,3.0,0,23.9,25.4,22.3,2.8698,2.6432,59.7664,59.2934,12:53:43.385
126,0.8521,24.3,3.0,0,23.9,25.2,23.4,3.5117,3.4739,59.4719,59.4677,12:53:44.617
127,0.9046,24.3,3.0,0,23.9,25.4,22.9,3.5494,3.3984,60.2465,60.5643,12:53:45.848
128,0.94,24.3,3.0,0,23.9,25.2,23.2,3.3984,3.4362,59.8869,59.4141,12:53:47.090
129,0.9265,25.7,3.0,0,23.9,25.2,23.4,3.4739,3.5117,59.6185,60.0347,12:53:48.335
130,0.9021,25.7,3.0,0,23.9,25.2,22.5,3.9648,3.7382,60.3866,60.3137,12:53:49.582
131,0.9522,24.3,3.0,0,25.4,25.0,22.7,2.7187,3.0586,39.9951,40.1151,12:53:50.807
132,0.8643,24.3,3.0,0,23.9,25.4,22.9,2.983,2.9453,38.6684,39.3387,12:53:52.030
133,0.8594,24.3,3.0,0,25.3,25.0,22.9,3.3229,1.737,39.9957,39.7408,12:53:53.258
134,0.9339,24.3,3.0,0,23.9,25.0,23.4,3.2474,3.3984,39.7512,39.5798,12:53:54.477
135,0.9314,24.3,3.0,0,25.3,25.0,23.2,2.681,3.5872,39.8595,40.1473,12:53:55.722
136,0.9534,25.7,3.0,0,23.8,25.4,22.7,4.6067,2.983,40.7144,40.1291,12:53:56.957
137,0.8435,25.7,3.0,0,23.8,25.4,23.4,2.5299,2.832,39.5573,39.391,12:53:58.186
138,0.9253,25.7,3.0,0,23.8,25.0,23.4,3.2474,2.2656,39.5844,39.5867,12:53:59.412
139,0.8789,25.7,3.0,0,23.8,25.0,22.7,3.3984,3.1718,38.1107,38.6059,12:54:00.639
140,0.9265,24.3,3.0,0,23.8,25.2,22.7,2.4922,3.3606,39.393,39.4823,12:54:01.870
141,0.9058,25.7,3.0,0,23.8,25.4,22.5,3.3606,2.8698,39.8934,39.6953,12:54:03.112
142,0.8887,24.3,3.0,0,23.8,25.0,22.9,2.9453,3.2096,39.2546,39.7747,12:54:04.343
143,0.9839,24.3,3.0,0,23.8,25.7,22.9,2.9075,2.7187,39.2363,40.8143,12:54:05.579
144,0.94,24.3,3.0,0,25.3,25.4,23.4,2.8698,2.1523,39.8268,39.2925,12:54:06.842
145,0.94,24.3,3.0,0,25.3,25.0,23.2,2.7187,2.832,39.6856,39.5669,12:54:08.066
146,0.9363,25.7,3.0,0,23.8,25.4,22.9,4.1158,2.6432,39.6006,39.9496,12:54:09.293
147,0.9363,24.3,3.0,0,23.8,25.2,23.2,2.1901,2.4922,20.3453,20.3712,12:54:10.556
148,0.9387,24.2,3.0,0,23.8,25.2,22.9,2.0013,2.9075,20.0116,20.4078,12:54:11.818
149,0.9046,24.3,3.0,0,25.2,25.4,23.2,3.7382,2.7565,20.3149,20.3752,12:54:13.060
150,0.9436,25.7,3.0,0,23.8,25.0,23.4,3.625,3.1718,20.4539,20.8805,12:54:14.321
151,0.8924,25.7,3.0,0,23.7,25.4,23.4,3.8515,2.4166,20.9743,20.1896,12:54:15.560
152,0.9339,24.2,3.0,0,23.7,25.2,23.2,3.5117,2.8698,20.4426,19.943,12:54:16.801
153,0.9583,24.2,3.0,0,23.7,25.4,22.7,2.681,2.4922,20.3182,20.4298,12:54:18.041
154,0.8521,24.2,3.0,0,25.2,25.4,23.2,3.0963,2.5677,20.4529,20.3239,12:54:19.282
155,0.9473,24.2,3.0,0,25.2,25.2,22.3,4.4557,2.4544,20.0003,20.1499,12:54:20.525
156,0.9729,25.7,3.0,0,23.7,25.0,22.9,3.2474,2.3034,20.4745,20.3663,12:54:21.777
157,0.9583,25.7,3.0,0,23.7,25.2,23.2,3.3606,2.7187,19.8039,20.3253,12:54:23.025
158,0.9412,25.7,3.0,0,23.7,25.4,23.4,4.0026,2.3411,20.1524,20.3193,12:54:24.252
159,0.7776,24.2,3.0,0,23.7,25.4,22.9,2.5299,3.3606,20.4064,20.2205,12:54:25.490
160,0.9619,24.2,3.0,0,23.7,25.2,23.2,2.832,3.6627,20.1668,20.3545,12:54:26.723
161,0.9058,24.3,3.0,0,23.7,25.4,23.8,2.6054,2.3034,20.1407,20.3871,12:54:27.952
162,0.9571,24.2,3.0,0,25.2,25.4,22.9,3.2851,3.0963,20.679,20.27,12:54:29.223
