Log,ac_flowrate,cp_pressure,mixer_pressure,cp_flowrate,mixer_temperature_Funnel_outlet,cp_temperature_fresh,mixer_speed_M2,mixer_torque_M2,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,cp_temperature,mixer_speed_M1,Time
729,142.0,0.529,0.28,3.0,23.5,22.1,119.749,4.569,33.8,29.8,3.738,21.4,119.749,12:17:59.889
730,142.0,0.613,0.256,3.0,25.6,23.5,119.851,3.21,33.8,30.7,3.096,21.4,119.851,12:18:01.049
731,142.0,0.61,0.275,3.0,23.5,22.1,120.638,3.663,33.8,30.4,3.776,21.4,120.638,12:18:02.217
732,142.0,0.602,0.266,3.0,23.5,22.1,119.727,3.738,33.8,30.0,2.605,22.8,119.727,12:18:03.371
733,142.0,0.603,0.269,3.0,23.5,22.1,120.211,3.323,34.3,30.4,3.398,21.4,120.211,12:18:04.538
734,142.0,0.598,0.26,3.0,25.6,23.5,118.98,3.436,33.8,30.7,4.569,21.4,118.98,12:18:05.695
735,142.0,0.612,0.294,3.0,23.5,22.1,120.125,3.625,33.6,30.0,2.794,21.4,120.125,12:18:06.863
736,142.0,0.624,0.273,3.0,23.5,22.0,120.14,3.776,34.1,30.4,3.852,22.8,120.14,12:18:08.031
737,142.0,0.62,0.266,3.0,25.6,23.5,118.173,4.229,33.8,30.2,5.928,21.4,117.437,12:18:09.202
738,142.0,0.624,0.281,3.0,25.6,22.1,119.888,4.531,34.1,30.2,2.492,21.4,119.888,12:18:10.367
739,142.0,0.615,0.286,3.0,23.5,22.1,121.071,3.323,34.5,30.4,2.832,22.8,121.071,12:18:11.549
740,142.0,0.565,0.264,3.0,25.6,23.5,121.271,3.738,33.8,30.9,3.21,21.4,121.271,12:18:12.713
741,142.0,0.631,0.271,3.0,25.6,23.5,119.949,3.776,33.8,30.7,2.719,21.4,119.949,12:18:13.866
742,142.0,0.636,0.236,3.0,23.5,22.0,120.358,3.361,33.8,29.8,3.021,22.8,120.358,12:18:15.034
743,142.0,0.603,0.273,3.0,23.5,22.0,119.073,3.965,33.8,30.4,3.512,22.8,119.073,12:18:16.202
744,142.0,0.621,0.269,3.0,25.6,23.5,120.097,3.889,33.6,30.2,2.681,21.4,120.097,12:18:17.376
745,142.0,0.596,0.255,3.0,23.5,22.0,119.821,3.436,33.6,30.4,2.87,21.4,119.821,12:18:18.547
746,142.0,0.615,0.26,3.0,23.5,22.1,119.507,3.738,34.1,30.2,4.569,22.8,119.507,12:18:19.705
747,142.0,0.625,0.251,3.0,23.5,22.1,119.708,3.474,34.3,30.0,2.794,21.4,119.708,12:18:20.869
748,142.0,0.62,0.27,3.0,25.6,23.5,120.154,3.247,33.8,30.4,3.21,21.3,120.154,12:18:22.036
749,142.0,0.634,0.273,3.0,23.5,22.0,118.845,4.078,34.1,30.4,3.474,21.4,118.845,12:18:23.190
750,142.0,0.625,0.264,3.0,23.5,22.0,120.262,4.04,33.8,30.2,2.908,21.4,120.262,12:18:24.364
751,142.0,0.56,0.276,3.0,23.5,22.0,120.347,3.512,33.8,29.8,2.908,21.3,120.347,12:18:25.517
752,142.0,0.651,0.259,3.0,25.5,22.0,119.58,3.738,34.3,30.2,3.134,21.3,119.58,12:18:26.670
753,142.0,0.636,0.27,3.0,25.6,23.5,120.486,5.551,34.1,29.8,3.096,21.3,120.486,12:18:27.824
754,142.0,0.579,0.27,3.0,23.5,22.0,120.161,2.379,33.8,31.1,4.003,21.3,120.161,12:18:28.976
755,142.0,0.643,0.278,3.0,23.5,22.0,119.652,3.889,34.3,29.8,2.605,21.4,119.652,12:18:30.124
756,142.0,0.603,0.273,3.0,23.5,22.0,119.754,4.531,33.8,30.4,3.436,22.8,119.754,12:18:31.276
757,142.0,0.613,0.273,3.0,23.5,22.0,119.673,4.003,34.5,29.8,3.172,22.8,119.673,12:18:32.439
758,142.0,0.619,0.266,3.0,25.5,22.0,120.081,4.682,34.5,30.4,3.776,21.3,120.081,12:18:33.593
759,142.0,0.619,0.298,3.0,25.5,22.0,120.819,3.361,33.8,30.7,4.229,21.3,120.819,12:18:34.741
760,142.0,0.638,0.276,3.0,25.5,23.5,119.917,4.191,34.5,30.4,3.549,21.3,119.917,12:18:35.895
761,142.0,0.593,0.291,3.0,23.5,22.0,119.593,3.512,33.8,29.8,4.305,21.3,119.593,12:18:37.045
762,142.0,0.613,0.271,3.0,23.5,22.0,119.101,4.078,33.8,30.9,3.927,21.3,119.101,12:18:38.200
763,142.0,0.615,0.283,3.0,23.5,22.0,120.096,3.776,34.1,30.7,3.059,22.7,120.096,12:18:39.354
764,142.0,0.634,0.271,3.0,23.5,22.0,120.123,3.587,34.1,30.7,2.756,22.8,120.123,12:18:40.517
765,142.0,0.61,0.259,3.0,25.5,22.0,119.279,3.776,33.8,31.1,3.625,21.3,119.279,12:18:41.675
766,142.0,0.625,0.269,3.0,25.5,23.5,120.353,6.004,34.5,30.9,3.059,21.3,120.353,12:18:42.825
767,142.0,0.608,0.271,3.0,23.5,23.5,120.226,3.512,33.8,30.9,3.436,21.3,120.226,12:18:43.978
768,142.0,0.607,0.25,3.0,23.5,22.0,119.892,4.644,33.8,30.9,2.417,21.3,119.892,12:18:45.127
769,142.0,0.616,0.286,3.0,23.5,22.0,120.211,4.154,34.1,30.4,3.398,22.7,120.211,12:18:46.295
770,142.0,0.656,0.286,3.0,23.5,22.0,118.322,3.474,34.1,30.4,4.456,22.7,118.322,12:18:47.450
771,142.0,0.597,0.303,3.0,25.5,22.0,120.068,4.493,33.8,30.7,3.096,21.3,120.068,12:18:48.596
772,142.0,0.626,0.303,3.0,23.5,23.5,121.188,4.342,33.8,30.2,2.908,21.3,121.188,12:18:49.765
773,142.0,0.616,0.273,3.0,23.5,22.0,119.649,3.889,33.6,30.4,3.474,21.3,119.649,12:18:50.923
774,142.0,0.629,0.281,3.0,23.5,22.0,120.095,6.759,34.5,30.9,2.568,21.3,120.095,12:18:52.076
775,142.0,0.61,0.295,3.0,25.5,22.0,120.576,4.04,33.8,29.8,2.945,22.7,120.576,12:18:53.246
776,142.0,0.602,0.271,3.0,25.5,22.0,119.833,5.098,33.8,30.9,3.247,21.3,119.833,12:18:54.394
777,142.0,0.638,0.266,3.0,23.5,23.5,120.08,3.398,34.1,30.0,2.87,21.3,120.08,12:18:55.553
778,142.0,0.601,0.233,3.0,23.5,22.0,120.155,3.927,33.8,30.7,3.512,21.3,120.155,12:18:56.720
779,142.0,0.613,0.265,3.0,23.5,22.0,120.167,4.04,34.3,30.4,2.794,21.3,120.167,12:18:57.875
780,142.0,0.629,0.276,3.0,25.5,22.0,120.268,3.361,33.8,30.0,3.285,22.7,120.268,12:18:59.034
781,142.0,0.619,0.291,3.0,25.5,22.0,118.78,3.889,34.3,30.2,4.116,21.3,118.78,12:19:00.200
782,142.0,0.613,0.275,3.0,23.5,22.0,120.493,5.4,34.1,30.7,3.549,21.3,120.493,12:19:01.349
783,142.0,0.638,0.261,3.0,23.5,23.5,120.802,2.983,33.8,30.4,3.889,21.3,120.802,12:19:02.501
784,142.0,0.597,0.271,3.0,23.5,22.0,119.683,4.191,34.1,31.1,3.021,21.3,119.683,12:19:03.661
785,142.0,0.64,0.276,3.0,23.4,22.0,120.042,4.871,33.8,30.4,3.625,22.7,120.042,12:19:04.814
786,142.0,0.634,0.281,3.0,25.5,22.0,120.451,3.323,34.3,30.7,3.474,22.7,120.451,12:19:05.966
787,142.0,0.612,0.269,3.0,25.5,22.0,119.921,4.003,33.8,30.9,2.492,22.7,119.921,12:19:07.114
788,142.0,0.596,0.271,3.0,23.4,23.5,119.914,4.871,34.5,30.2,3.625,21.3,119.914,12:19:08.267
789,142.0,0.619,0.284,3.0,23.5,23.5,119.372,4.607,33.8,30.2,3.436,21.3,119.372,12:19:09.450
790,142.0,0.577,0.254,3.0,23.5,22.0,120.248,3.889,34.1,31.4,3.059,21.3,120.248,12:19:10.608
791,142.0,0.634,0.259,3.0,25.5,22.0,120.044,3.738,34.5,30.4,2.945,22.7,120.044,12:19:11.758
792,142.0,0.624,0.281,3.0,23.5,22.0,119.963,3.474,34.7,30.4,3.134,21.3,119.963,12:19:12.927
793,142.0,0.613,0.264,3.0,23.5,23.5,120.182,3.474,34.5,30.2,3.398,21.3,120.182,12:19:14.099
794,142.0,0.619,0.276,3.0,23.5,22.0,120.549,3.361,34.5,30.0,3.134,21.3,120.549,12:19:15.247
795,142.0,0.634,0.271,3.0,25.5,22.0,119.856,3.738,34.5,30.4,3.021,22.7,119.856,12:19:16.404
796,142.0,0.624,0.28,3.0,25.5,22.0,120.724,3.474,34.1,30.4,2.643,22.7,120.724,12:19:17.556
797,142.0,0.598,0.28,3.0,23.4,22.0,120.955,3.587,34.1,30.2,3.663,21.3,120.955,12:19:18.718
798,142.0,0.625,0.278,3.0,23.4,22.0,119.968,4.116,34.5,30.9,2.681,21.3,119.968,12:19:19.873
799,142.0,0.616,0.278,3.0,23.5,23.5,120.036,3.776,34.1,30.9,3.738,21.3,120.036,12:19:21.026
800,142.0,0.64,0.291,3.0,23.5,23.5,119.549,4.229,34.3,30.4,3.625,21.3,119.549,12:19:22.180
801,142.0,0.549,0.273,3.0,25.5,22.0,120.361,4.833,34.3,30.2,3.323,22.7,120.361,12:19:23.348
802,142.0,0.648,0.264,3.0,25.5,22.0,120.039,3.247,34.5,29.8,3.7,22.7,120.039,12:19:24.498
803,142.0,0.641,0.275,3.0,23.5,23.5,119.381,3.625,34.5,30.9,3.549,21.3,119.381,12:19:25.675
804,142.0,0.607,0.28,3.0,23.4,22.0,120.143,4.493,34.5,29.8,3.512,21.3,120.143,12:19:26.838
805,142.0,0.61,0.293,3.0,25.5,22.0,121.501,2.794,34.3,30.7,3.889,21.2,121.501,12:19:27.987
806,142.0,0.616,0.254,3.0,25.5,22.0,119.767,3.738,34.3,30.9,3.134,22.7,119.767,12:19:29.144
807,142.0,0.625,0.276,3.0,23.5,22.0,120.028,4.229,34.5,30.0,3.285,21.3,120.028,12:19:30.310
808,142.0,0.641,0.298,3.0,23.4,22.0,119.269,3.474,34.3,29.8,4.116,21.2,119.269,12:19:31.456
809,142.0,0.616,0.26,3.0,23.4,23.5,119.968,3.323,34.1,30.2,2.643,21.2,119.968,12:19:32.620
810,142.0,0.587,0.269,3.0,25.5,22.0,119.839,3.738,34.5,30.4,3.738,21.2,119.839,12:19:33.787
811,142.0,0.626,0.281,3.0,23.5,22.0,119.768,3.549,34.5,30.9,3.814,22.7,119.768,12:19:34.960
812,142.0,0.592,0.275,3.0,23.4,22.0,119.932,4.267,34.5,30.4,2.341,21.3,119.932,12:19:36.115
813,142.0,0.651,0.288,3.0,25.5,22.0,119.824,4.078,34.1,30.7,3.814,21.3,119.824,12:19:37.286
814,142.0,0.621,0.266,3.0,23.4,22.0,118.797,4.493,34.1,30.9,4.909,22.7,118.797,12:19:38.456
815,142.0,0.586,0.265,3.0,23.4,22.0,119.856,3.587,34.5,30.4,2.832,22.7,119.856,12:19:39.610
816,142.0,0.62,0.278,3.0,23.4,23.5,119.881,4.305,34.3,30.9,4.003,21.3,119.881,12:19:40.774
817,142.0,0.631,0.266,3.0,23.4,23.5,119.903,3.927,34.1,30.4,3.096,21.3,119.903,12:19:41.928
818,142.0,0.658,0.264,3.0,25.5,22.0,120.225,3.889,34.5,30.2,3.134,21.3,120.225,12:19:43.095
819,142.0,0.64,0.265,3.0,23.4,22.0,120.448,3.587,34.1,30.9,3.21,22.7,120.448,12:19:44.249
820,142.0,0.646,0.28,3.0,23.4,22.0,119.858,4.191,34.5,30.7,3.172,22.7,119.858,12:19:45.399
821,142.0,0.615,0.289,3.0,23.4,22.0,118.889,3.814,34.5,30.0,4.229,22.7,118.889,12:19:46.545
822,142.0,0.648,0.27,3.0,25.5,23.5,121.172,4.003,34.1,31.4,3.965,21.3,121.172,12:19:47.712
823,142.0,0.593,0.266,3.0,25.5,22.0,120.135,3.852,34.3,30.7,3.059,21.3,120.135,12:19:48.880
824,142.0,0.649,0.28,3.0,25.5,22.0,120.401,3.738,34.5,30.4,3.625,21.3,120.401,12:19:50.026
825,142.0,0.612,0.291,3.0,23.4,22.0,118.344,4.607,34.3,30.7,4.305,22.7,118.344,12:19:51.189
826,142.0,0.621,0.275,3.0,23.4,22.0,120.378,3.889,34.1,30.7,3.7,21.3,120.378,12:19:52.343
827,142.0,0.615,0.284,3.0,23.4,22.0,119.612,2.945,34.5,30.2,3.549,21.3,119.612,12:19:53.497
828,142.0,0.605,0.255,3.0,23.4,22.0,118.23,4.154,34.7,30.4,4.305,21.3,118.23,12:19:54.684
829,142.0,0.607,0.275,3.0,23.4,22.0,119.968,3.852,34.3,30.4,3.059,21.3,119.968,12:19:55.870
830,142.0,0.653,0.265,3.0,23.4,22.0,119.878,3.21,34.3,30.4,2.643,21.3,119.878,12:19:57.049
831,142.0,0.626,0.288,3.0,23.4,22.0,121.225,3.625,34.1,30.4,3.587,22.7,121.225,12:19:58.221
832,142.0,0.588,0.284,3.0,23.4,22.0,119.716,3.7,34.5,30.7,3.059,22.7,119.716,12:19:59.434
833,142.0,0.592,0.298,3.0,23.4,22.0,120.054,3.927,34.9,30.7,3.512,21.3,120.054,12:20:00.604
834,142.0,0.607,0.283,3.0,25.5,23.5,120.456,4.116,34.3,30.9,3.247,21.3,120.456,12:20:01.769
835,142.0,0.638,0.283,3.0,23.4,22.0,119.933,3.7,34.5,30.4,3.172,21.3,119.933,12:20:02.923
836,142.0,0.629,0.305,3.0,23.4,22.0,120.822,4.342,34.7,30.7,2.681,22.7,120.822,12:20:04.087
837,142.0,0.588,0.271,3.0,23.4,22.0,119.243,3.663,34.5,31.1,4.909,22.7,119.243,12:20:05.239
838,142.0,0.607,0.303,3.0,25.5,22.0,119.787,4.154,34.9,30.4,3.021,21.3,119.787,12:20:06.406
839,142.0,0.601,0.289,3.0,23.4,22.0,119.857,5.098,34.5,30.4,2.681,21.3,119.857,12:20:07.588
840,142.0,0.597,0.27,3.0,23.4,22.0,120.292,3.927,34.7,30.9,3.059,22.7,120.292,12:20:08.755
841,142.0,0.63,0.289,3.0,23.4,22.0,119.632,4.229,34.3,31.4,3.361,22.7,119.632,12:20:09.902
842,142.0,0.634,0.27,3.0,25.5,22.0,120.114,5.4,34.7,30.4,2.832,21.3,120.114,12:20:11.069
843,142.0,0.601,0.278,3.0,23.4,23.5,120.973,4.003,34.5,30.9,4.04,21.3,120.973,12:20:12.222
844,142.0,0.62,0.276,3.0,23.4,22.0,120.039,3.814,34.5,30.4,3.625,21.3,120.039,12:20:13.389
845,142.0,0.607,0.275,3.0,25.5,22.0,120.614,4.493,34.7,30.9,2.794,21.3,120.614,12:20:14.574
846,142.0,0.619,0.284,3.0,25.5,23.5,120.481,3.927,34.7,31.1,3.285,21.3,120.481,12:20:15.729
847,142.0,0.636,0.294,3.0,23.4,22.0,119.977,4.38,34.7,30.4,2.908,21.3,119.977,12:20:16.883
848,142.0,0.62,0.276,3.0,23.4,22.0,120.7,3.247,34.1,30.9,2.605,22.7,120.7,12:20:18.055
849,142.0,0.638,0.284,3.0,25.5,22.0,121.292,3.738,34.7,30.9,3.7,21.3,121.292,12:20:19.228
850,142.0,0.629,0.264,3.0,23.4,22.0,119.84,4.116,34.5,30.2,3.096,21.3,119.84,12:20:20.411
851,142.0,0.64,0.271,3.0,23.4,22.0,120.062,4.871,34.9,30.2,2.417,22.7,120.062,12:20:21.579
852,142.0,0.615,0.284,3.0,25.5,22.0,119.706,3.776,34.7,30.9,3.474,22.7,119.706,12:20:22.727
853,142.0,0.625,0.286,3.0,25.5,22.0,119.712,4.267,34.5,31.4,3.021,21.3,120.02,12:20:23.881
854,142.0,0.615,0.269,3.0,23.4,23.5,120.315,3.285,34.5,30.9,2.945,21.3,120.315,12:20:25.047
855,142.0,0.625,0.254,3.0,23.4,22.0,119.048,4.116,34.7,30.9,4.04,21.3,119.048,12:20:26.199
856,142.0,0.597,0.269,3.0,23.4,22.0,120.081,3.776,34.5,30.9,3.361,22.7,120.081,12:20:27.362
857,142.0,0.624,0.295,3.0,23.4,23.5,119.949,3.285,34.5,31.4,3.247,21.3,119.949,12:20:28.543
858,142.0,0.61,0.269,3.0,23.4,23.5,119.105,4.229,34.5,30.9,4.758,21.3,119.105,12:20:29.696
859,142.0,0.616,0.27,3.0,23.4,22.0,120.096,4.154,34.7,30.9,2.87,22.7,120.096,12:20:30.880
860,142.0,0.641,0.26,3.0,23.4,23.5,120.017,3.474,34.7,30.7,2.832,21.3,120.017,12:20:32.052
861,142.0,0.61,0.243,3.0,23.4,22.0,120.472,3.398,34.7,31.6,3.285,21.3,120.472,12:20:33.239
862,142.0,0.645,0.273,3.0,23.4,22.0,119.731,3.7,34.5,30.9,3.663,21.3,119.731,12:20:34.413
863,142.0,0.645,0.276,3.0,23.4,23.5,120.111,4.305,34.5,30.9,2.266,21.3,120.111,12:20:35.583
864,142.0,0.653,0.271,3.0,23.4,22.0,120.356,4.078,34.5,30.7,4.229,21.3,120.356,12:20:36.734
865,142.0,0.607,0.28,3.0,23.4,22.0,119.789,4.682,34.9,30.9,3.096,22.7,119.789,12:20:37.892
866,142.0,0.616,0.276,3.0,25.5,22.0,120.114,4.003,34.7,30.9,3.172,22.7,120.114,12:20:39.061
867,142.0,0.607,0.269,3.0,23.4,23.5,121.078,3.587,34.7,30.9,3.852,21.3,121.078,12:20:40.228
868,142.0,0.629,0.269,3.0,23.4,22.0,119.699,4.833,34.5,30.9,3.021,21.3,119.699,12:20:41.393
869,142.0,0.616,0.294,3.0,25.5,22.0,120.03,4.796,34.5,31.4,2.832,22.7,120.03,12:20:42.562
870,142.0,0.591,0.265,3.0,25.5,22.0,119.95,4.456,34.7,31.4,4.04,22.7,119.95,12:20:43.710
871,142.0,0.592,0.286,3.0,23.4,22.0,120.026,3.776,34.5,31.1,3.21,21.3,120.026,12:20:44.882
872,142.0,0.624,0.27,3.0,25.5,22.0,118.981,5.135,34.5,31.4,4.229,22.7,118.981,12:20:46.078
873,142.0,0.608,0.265,3.0,23.4,22.0,120.12,4.267,34.5,30.7,3.7,21.3,120.12,12:20:47.244
874,142.0,0.658,0.288,3.0,23.4,23.4,119.838,4.72,34.9,31.1,3.096,21.3,119.838,12:20:48.396
875,142.0,0.631,0.269,3.0,23.4,22.0,119.022,3.738,34.7,30.9,3.738,21.3,119.022,12:20:49.556
876,142.0,0.61,0.288,3.0,25.5,22.0,119.79,4.305,34.7,31.1,4.305,21.3,119.79,12:20:50.705
877,142.0,0.62,0.266,3.0,23.4,22.0,120.12,4.078,34.9,31.1,2.983,22.7,120.12,12:20:51.879
878,142.0,0.616,0.275,3.0,23.4,22.0,120.02,3.814,34.5,30.4,3.587,21.3,120.02,12:20:53.032
879,142.0,0.648,0.271,3.0,23.4,23.5,118.949,3.889,34.5,31.4,4.116,21.3,118.949,12:20:54.196
880,142.0,0.615,0.281,3.0,25.5,22.0,120.447,4.531,34.9,30.4,2.53,21.3,120.447,12:20:55.363
881,142.0,0.612,0.276,3.0,23.4,22.0,120.092,3.398,34.7,31.4,3.474,21.3,120.092,12:20:56.532
882,142.0,0.61,0.261,3.0,23.4,22.0,117.335,4.644,34.9,30.9,5.588,21.3,117.335,12:20:57.699
883,142.0,0.612,0.278,3.0,23.4,23.5,120.297,4.267,34.7,30.2,3.625,21.3,120.297,12:20:58.848
884,142.0,0.616,0.275,3.0,23.4,22.0,119.928,3.512,34.9,30.7,3.512,22.7,119.928,12:21:00.033
885,142.0,0.64,0.275,3.0,23.4,22.0,119.823,3.625,34.5,30.9,3.361,22.7,119.823,12:21:01.180
886,142.0,0.643,0.281,3.0,25.5,22.0,120.018,4.531,34.9,31.6,3.474,21.2,120.018,12:21:02.389
887,142.0,0.629,0.278,3.0,23.4,22.0,120.026,5.74,34.9,30.9,2.605,21.3,120.026,12:21:03.574
888,142.0,0.638,0.275,3.0,25.5,22.0,120.449,4.493,34.5,30.4,3.247,21.3,120.449,12:21:04.758
889,142.0,0.591,0.288,3.0,23.4,23.5,119.257,3.663,34.7,30.7,4.305,21.3,119.257,12:21:05.952
890,142.0,0.648,0.236,3.0,25.5,22.0,120.091,5.286,34.9,30.4,2.568,21.3,120.091,12:21:07.119
891,142.0,0.621,0.284,3.0,23.4,22.0,119.941,4.154,34.7,30.4,3.814,22.7,119.941,12:21:08.287
892,142.0,0.592,0.289,3.0,23.4,22.0,119.606,4.04,34.7,31.4,4.04,21.3,119.606,12:21:09.457
893,142.0,0.629,0.264,3.0,25.5,22.0,119.975,3.7,34.7,30.7,2.341,21.3,119.975,12:21:10.628
894,142.0,0.631,0.295,3.0,23.4,22.0,119.866,3.927,34.9,31.6,3.398,22.7,119.866,12:21:11.795
895,142.0,0.591,0.304,3.0,23.4,22.0,119.609,3.927,34.9,30.0,4.607,21.3,119.609,12:21:12.960
896,142.0,0.638,0.256,3.0,23.4,22.0,120.009,3.587,35.1,30.7,2.908,21.2,120.009,12:21:14.105
897,142.0,0.586,0.304,3.0,25.5,22.0,119.972,4.267,34.5,30.9,3.776,21.3,119.972,12:21:15.289
898,142.0,0.574,0.265,3.0,23.4,22.0,121.002,3.852,34.5,30.9,3.512,22.7,121.002,12:21:16.468
899,142.0,0.624,0.294,3.0,25.5,23.5,119.737,4.607,35.1,30.9,2.492,21.3,119.737,12:21:17.639
900,142.0,0.591,0.266,3.0,25.5,22.0,120.143,4.418,34.5,31.4,3.285,21.2,120.143,12:21:18.792
901,142.0,0.649,0.288,3.0,23.4,22.0,119.647,4.003,35.1,31.4,3.625,22.7,119.647,12:21:19.961
902,142.0,0.63,0.265,3.0,23.4,22.0,119.927,4.191,34.7,31.1,2.908,21.3,119.927,12:21:21.132
903,142.0,0.597,0.269,3.0,25.5,22.0,119.715,4.003,34.9,31.4,3.21,21.2,119.715,12:21:22.302
904,142.0,0.634,0.278,3.0,23.4,22.0,120.162,3.512,34.9,30.4,4.267,22.7,120.162,12:21:23.468
905,142.0,0.593,0.25,3.0,23.4,22.0,119.759,4.682,34.5,30.7,2.605,21.3,119.759,12:21:24.633
906,142.0,0.615,0.261,3.0,23.4,22.0,119.914,4.116,35.5,30.4,3.512,21.3,119.914,12:21:25.785
907,142.0,0.673,0.273,3.0,25.5,23.5,117.739,3.965,34.9,31.4,4.493,21.3,117.739,12:21:26.945
908,142.0,0.625,0.273,3.0,23.4,22.0,119.875,4.871,34.9,30.4,2.832,22.7,119.875,12:21:28.123
909,142.0,0.62,0.251,3.0,23.4,22.0,119.879,3.889,34.9,31.4,3.398,21.2,119.879,12:21:29.295
910,142.0,0.636,0.289,3.0,25.5,23.5,121.476,3.776,34.9,31.6,3.927,21.3,121.476,12:21:30.462
911,142.0,0.605,0.266,3.0,23.4,22.0,119.957,3.663,34.9,31.4,2.756,21.3,119.957,12:21:31.630
912,142.0,0.634,0.271,3.0,23.4,22.0,120.366,4.154,34.9,30.7,3.625,21.3,120.366,12:21:32.771
913,142.0,0.62,0.283,3.0,25.5,22.0,119.17,4.154,34.9,30.9,4.38,21.3,119.17,12:21:33.957
914,142.0,0.581,0.288,3.0,23.4,22.0,119.908,4.229,34.9,30.9,2.87,21.3,119.908,12:21:35.132
915,142.0,0.598,0.271,3.0,23.5,22.0,119.831,4.607,35.1,30.9,3.474,22.7,119.831,12:21:36.302
916,142.0,0.605,0.264,3.0,25.5,23.5,120.686,3.096,34.9,30.4,3.927,21.3,120.686,12:21:37.473
917,142.0,0.621,0.281,3.0,23.4,22.0,119.691,4.191,35.1,30.9,3.285,21.3,119.691,12:21:38.645
918,142.0,0.619,0.286,3.0,23.4,22.0,119.972,4.833,35.3,30.9,3.172,22.7,119.972,12:21:39.815
919,142.0,0.635,0.275,3.0,25.5,23.5,121.221,3.247,34.9,30.9,3.625,21.3,121.221,12:21:40.985
920,142.0,0.581,0.27,3.0,23.4,23.5,119.896,4.456,34.5,30.9,2.568,21.3,119.896,12:21:42.151
921,142.0,0.624,0.271,3.0,23.4,22.0,119.945,5.286,34.9,31.1,3.7,22.7,119.945,12:21:43.320
922,142.0,0.593,0.284,3.0,23.4,23.5,120.47,3.361,35.3,30.9,2.87,21.3,120.47,12:21:44.503
923,142.0,0.63,0.28,3.0,23.4,22.0,119.482,3.7,34.5,31.1,3.285,21.3,119.482,12:21:45.670
924,142.0,0.631,0.27,3.0,23.4,22.0,120.185,4.267,34.5,30.9,3.814,22.7,120.185,12:21:46.838
925,142.0,0.598,0.271,3.0,25.5,22.0,120.137,3.663,35.1,31.1,2.983,21.3,120.137,12:21:48.006
926,142.0,0.634,0.291,3.0,23.4,23.5,119.623,3.927,35.3,31.4,3.021,21.3,119.623,12:21:49.159
927,142.0,0.588,0.283,3.0,23.4,22.0,120.974,4.871,34.9,31.8,3.474,22.7,120.974,12:21:50.334
928,142.0,0.619,0.256,3.0,25.5,22.0,120.272,2.945,35.1,30.9,3.738,22.7,120.272,12:21:51.502
929,142.0,0.616,0.26,3.0,23.5,23.5,119.583,4.116,35.1,31.1,3.285,21.3,119.583,12:21:52.666
930,142.0,0.61,0.289,3.0,25.5,22.0,120.001,3.512,34.9,30.9,2.908,22.7,120.001,12:21:53.870
931,142.0,0.624,0.284,3.0,23.4,22.0,120.038,4.984,35.5,31.4,3.474,21.3,120.038,12:21:55.069
932,142.0,0.601,0.278,3.0,25.5,22.0,120.46,4.267,35.1,30.9,3.059,21.3,120.46,12:21:56.253
933,142.0,0.577,0.269,3.0,23.4,23.5,119.749,3.776,34.9,30.4,3.172,21.3,119.749,12:21:57.428
934,142.0,0.621,0.295,3.0,23.5,22.0,119.903,4.796,34.9,30.7,2.908,21.3,119.903,12:21:58.590
935,142.0,0.61,0.303,3.0,23.4,22.0,120.046,4.531,34.9,31.6,3.512,21.3,120.046,12:21:59.774
936,142.0,0.605,0.27,3.0,23.4,23.5,119.727,4.04,34.9,30.9,3.323,21.3,119.727,12:22:00.938
937,142.0,0.61,0.299,3.0,23.4,22.0,119.978,5.022,34.9,30.9,2.756,22.7,119.978,12:22:02.106
938,142.0,0.619,0.269,3.0,25.5,22.0,120.194,4.305,34.9,30.9,2.794,22.7,120.194,12:22:03.262
939,142.0,0.625,0.284,3.0,23.4,22.0,119.637,3.776,34.9,30.9,3.398,21.3,119.637,12:22:04.431
940,142.0,0.656,0.271,3.0,23.4,22.0,120.429,3.814,35.3,30.9,3.134,21.3,120.429,12:22:05.599
941,142.0,0.597,0.28,3.0,23.4,22.0,119.797,4.267,34.9,31.4,3.965,21.3,119.797,12:22:06.781
942,142.0,0.56,0.321,3.0,23.4,23.5,119.61,3.7,34.9,30.7,3.738,21.3,119.61,12:22:07.957
943,142.0,0.608,0.269,3.0,23.4,22.0,119.897,4.569,34.9,31.4,2.605,22.7,119.897,12:22:09.124
944,142.0,0.569,0.269,3.0,25.5,22.0,119.96,4.796,35.3,30.9,3.889,22.7,119.96,12:22:10.287
945,142.0,0.636,0.28,3.0,23.4,22.0,120.881,3.021,35.1,30.7,3.814,21.3,120.881,12:22:11.474
946,142.0,0.634,0.284,3.0,25.5,22.0,119.718,3.965,34.9,31.6,3.059,22.7,119.718,12:22:12.644
947,142.0,0.587,0.278,3.0,23.4,22.0,120.122,4.04,35.1,31.4,3.134,21.3,120.122,12:22:13.811
948,142.0,0.624,0.264,3.0,23.4,23.5,120.146,2.756,35.1,30.9,3.323,21.3,120.146,12:22:14.982
949,142.0,0.602,0.261,3.0,25.5,22.0,119.53,3.927,35.5,30.9,3.247,22.7,119.53,12:22:16.166
950,142.0,0.605,0.289,3.0,23.4,23.5,119.919,3.852,35.3,31.4,3.247,21.3,119.919,12:22:17.352
951,142.0,0.641,0.266,3.0,25.5,22.0,120.106,3.587,34.9,31.1,3.285,21.3,120.106,12:22:18.517
