Log,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M2,mixer_torque_M1,mixer_speed_M2,mixer_speed_M1,Time
74,0.9168,24.0,3.0,0,26.2,23.2,20.9,2.4544,2.1901,59.9128,60.1641,12:42:46.255
75,0.8887,23.9,3.0,0,24.7,23.2,20.9,2.7187,3.2851,60.1173,59.8227,12:42:47.478
76,0.8216,23.9,3.0,0,24.7,23.4,21.3,3.5117,3.1341,59.638,60.045,12:42:48.701
77,0.8386,24.0,3.0,0,24.7,22.7,20.9,4.1158,4.5312,60.0222,59.5924,12:42:49.917
78,1.0303,23.9,4.5,0,24.7,23.2,21.3,3.7382,2.4922,60.531,59.7756,12:42:51.142
79,1.095,23.9,4.5,0,24.7,22.9,21.3,2.4166,2.6054,60.0724,60.023,12:42:52.361
80,1.045,24.0,4.5,0,26.2,22.9,21.3,2.7942,2.7942,60.2652,60.9015,12:42:53.614
81,1.0242,23.9,4.5,0,24.7,22.7,20.9,3.0963,3.6627,59.9718,60.3482,12:42:54.834
82,1.0816,24.0,4.5,0,24.7,23.2,20.7,4.0781,3.0963,59.8151,59.9743,12:42:56.063
83,0.94,23.9,4.5,0,24.7,23.2,21.8,3.625,2.8698,59.9647,59.9864,12:42:57.286
84,1.0474,25.4,4.5,0,24.7,22.7,21.3,3.8138,3.5872,61.2247,59.3588,12:42:58.529
85,1.0389,25.4,4.5,0,26.2,22.9,21.3,3.5494,3.5872,59.1056,59.2738,12:42:59.777
86,1.0218,25.4,4.5,0,24.7,22.7,21.3,4.0781,3.0208,60.0356,60.0992,12:43:01.021
87,0.968,23.9,4.5,0,24.7,23.4,20.9,2.9453,2.681,60.0403,60.007,12:43:02.263
88,0.9449,23.9,4.5,0,24.7,23.4,21.8,2.9075,3.0963,60.3845,59.8675,12:43:03.489
89,1.0193,25.4,4.5,0,24.7,23.2,21.6,3.7382,3.0963,59.7409,59.1027,12:43:04.719
90,1.0108,24.0,4.5,0,24.7,23.2,20.9,3.3229,3.4739,59.4766,59.6586,12:43:05.939
91,0.9961,24.0,4.5,0,24.7,23.2,21.8,3.7005,2.6432,60.6609,59.8066,12:43:07.179
92,1.0169,24.0,4.5,0,24.7,22.7,21.3,2.9075,3.4362,59.6397,59.8091,12:43:08.417
93,0.9619,23.9,4.5,0,24.7,22.9,20.7,4.5312,2.983,60.0619,60.0774,12:43:09.645
94,0.9632,23.9,4.5,0,24.7,23.4,20.9,3.625,3.927,59.9393,60.2791,12:43:10.879
95,1.0242,25.4,4.5,0,24.7,22.9,21.1,3.8515,3.1718,60.0928,60.0892,12:43:12.151
96,0.9351,25.4,4.5,0,24.7,23.2,21.8,2.6054,2.9453,59.9985,60.6594,12:43:13.392
97,1.0022,24.0,4.5,0,24.7,23.2,21.8,3.2474,2.6054,59.7652,59.9972,12:43:14.620
98,1.0486,25.4,4.5,0,24.7,23.2,21.3,2.5677,3.5872,59.9456,60.3645,12:43:15.868
99,0.9522,24.0,4.5,0,24.7,23.2,20.9,4.2669,2.4544,59.8398,59.8302,12:43:17.095
100,1.0291,24.0,4.5,0,24.7,23.8,21.6,2.983,3.1341,59.8107,59.653,12:43:18.336
101,0.9693,23.9,4.5,0,24.7,22.9,21.8,4.2669,3.5494,60.229,59.8348,12:43:19.561
102,1.0047,23.9,4.5,0,24.7,23.2,21.1,3.3229,3.927,59.9109,59.4768,12:43:20.791
103,1.0071,24.0,4.5,0,24.7,23.2,21.1,3.7005,2.9075,61.4969,59.7564,12:43:22.035
104,0.9265,23.9,4.5,0,26.2,23.2,20.9,3.625,3.4362,59.8931,60.3143,12:43:23.290
105,0.9839,23.9,4.5,0,24.7,23.2,21.3,3.0963,2.8698,60.1471,59.8189,12:43:24.517
106,0.9619,23.9,4.5,0,24.7,22.9,21.8,2.7187,3.3229,60.0455,59.8133,12:43:25.743
107,0.9766,23.9,4.5,0,24.7,23.6,21.1,3.1718,3.6627,59.6125,60.1204,12:43:26.952
108,1.0254,23.9,4.5,0,24.7,23.2,21.8,3.9648,2.6054,60.1406,59.4712,12:43:28.173
109,0.9619,24.0,4.5,0,24.7,23.2,20.9,3.0586,3.0586,60.4684,59.9171,12:43:29.396
110,1.0486,24.0,4.5,0,24.7,22.9,21.6,4.9843,2.681,59.7455,59.9495,12:43:30.623
111,0.9876,23.9,4.5,0,24.7,23.4,21.3,3.2474,2.8698,59.957,59.9213,12:43:31.851
112,0.979,23.9,4.5,0,24.7,22.9,21.3,3.6627,2.983,60.5045,60.346,12:43:33.076
113,1.0633,23.9,5.0,0,24.7,22.7,21.6,3.2096,2.7187,60.0906,59.9368,12:43:34.315
114,0.9839,23.9,5.0,0,24.7,23.4,21.3,3.8515,3.3984,59.8916,59.9567,12:43:35.537
115,1.0193,24.0,5.0,0,24.7,23.4,21.3,3.8515,3.0963,60.2757,60.2688,12:43:36.777
116,1.0059,23.9,5.0,0,24.7,23.2,22.0,2.983,3.8138,59.628,60.1455,12:43:37.999
117,1.0352,23.9,5.0,0,24.7,23.4,20.7,2.5299,2.5299,59.8699,59.7542,12:43:39.241
118,1.0535,23.9,5.0,0,26.2,22.9,21.6,2.9453,2.5677,60.0444,59.6462,12:43:40.486
119,1.0767,25.4,5.0,0,24.7,23.2,21.8,4.1158,3.2096,60.0316,59.8333,12:43:41.727
120,1.0901,23.9,5.0,0,24.7,23.8,21.8,3.7382,4.2291,59.9002,60.6464,12:43:42.956
121,1.0633,25.4,5.0,0,24.7,23.2,21.8,3.7005,2.7187,59.7789,59.8784,12:43:44.193
122,1.0718,25.4,5.0,0,24.7,23.2,21.3,3.3606,4.6822,60.6825,59.8146,12:43:45.419
123,1.084,25.4,5.0,0,24.7,23.2,21.8,4.1536,3.2096,59.6791,60.7102,12:43:46.656
124,1.034,24.0,5.0,0,24.7,23.2,20.9,3.0586,3.3229,59.9652,59.4135,12:43:47.885
125,1.045,24.0,5.0,0,24.7,23.8,20.9,3.4739,3.4362,60.7216,60.1162,12:43:49.132
126,1.0523,24.0,5.0,0,24.7,23.2,21.1,2.5677,2.832,60.0102,59.9814,12:43:50.375
127,0.9766,23.9,5.0,0,24.7,23.2,21.3,3.5117,3.1341,60.5643,60.0488,12:43:51.605
128,1.0266,23.9,5.0,0,24.7,23.8,21.3,3.2851,3.5494,60.408,60.1434,12:43:52.832
129,1.0669,23.9,5.0,0,24.7,23.8,21.3,3.5494,3.3606,59.8416,59.9537,12:43:54.058
130,1.0389,24.0,5.0,0,24.7,23.2,21.3,3.2474,3.5494,59.9708,59.5733,12:43:55.284
131,1.0437,24.0,5.0,0,24.7,23.8,20.9,3.2851,3.776,59.8582,59.7773,12:43:56.513
132,0.9961,23.9,5.0,0,24.7,23.6,21.8,2.7942,3.0586,59.8964,59.4064,12:43:57.759
133,1.0205,24.0,5.0,0,26.2,23.4,22.3,2.9075,2.8698,61.0555,59.3087,12:43:58.999
134,1.0266,24.0,5.0,0,24.7,23.2,21.3,2.6054,3.3984,60.1494,60.5313,12:44:00.243
135,1.0828,25.4,5.0,0,24.7,23.2,21.3,2.7187,2.8698,60.369,59.7479,12:44:01.485
136,0.9973,25.4,5.0,0,24.7,23.2,21.8,3.5872,3.3984,60.3271,59.7179,12:44:02.709
137,0.9693,25.4,5.0,0,24.7,23.6,21.3,3.2474,3.6627,59.9293,60.1178,12:44:03.935
138,1.0681,23.9,5.0,0,24.7,23.2,21.6,4.2291,2.6432,60.4025,59.5818,12:44:05.173
139,1.0767,24.0,5.0,0,26.2,23.2,21.1,2.2656,3.3984,59.5397,59.2337,12:44:06.377
140,0.979,24.0,5.0,0,26.1,23.4,21.8,3.5494,4.7578,60.0667,59.5713,12:44:07.603
141,1.0901,24.0,5.0,0,24.7,23.8,21.3,3.3606,3.0963,61.1018,59.8304,12:44:08.831
142,1.034,24.0,5.0,0,26.2,23.8,21.3,3.8893,3.2474,60.1977,59.7432,12:44:10.047
143,1.0047,24.0,5.0,0,26.2,23.6,21.1,2.7565,2.9075,59.8816,60.9355,12:44:11.293
144,1.0254,25.4,5.0,0,26.2,23.6,20.9,3.6627,3.3984,60.4554,59.9741,12:44:12.523
145,1.1426,25.4,5.0,0,24.7,22.9,21.6,3.6627,3.3984,60.444,60.1035,12:44:13.765
146,0.9998,25.4,5.0,0,24.7,23.2,22.0,2.8698,3.4739,59.962,59.668,12:44:15.001
147,1.1975,24.0,6.0,0,24.7,23.2,21.6,2.681,1.9635,60.0354,59.6844,12:44:16.232
148,1.2195,24.0,6.0,0,24.7,23.8,21.6,3.1718,2.8698,59.5798,59.015,12:44:17.490
149,1.2293,24.0,6.0,0,24.7,23.6,21.8,3.8893,4.0781,60.2554,59.6867,12:44:18.702
150,1.1646,24.0,6.0,0,24.7,23.6,21.8,3.8893,3.2474,59.8996,59.8791,12:44:19.949
151,1.1011,24.0,6.0,0,24.7,23.8,21.8,4.1536,2.832,59.8052,60.093,12:44:21.182
152,1.2,24.0,6.0,0,26.2,23.2,22.0,3.0208,2.9453,59.9755,59.8236,12:44:22.420
153,1.2207,24.0,6.0,0,26.1,23.8,22.3,3.7005,2.7942,59.7748,59.3178,12:44:23.643
154,1.1744,25.4,6.0,0,24.7,23.4,21.8,5.8906,3.2474,60.0715,59.6998,12:44:24.884
155,1.1536,24.0,6.0,0,24.7,23.4,21.8,3.3984,2.832,60.0241,60.2776,12:44:26.140
156,0.9961,24.0,6.0,0,24.7,23.4,21.3,2.4922,3.4362,59.6949,59.9985,12:44:27.398
157,1.2061,24.0,6.0,0,24.7,23.2,21.3,4.9843,3.2096,59.9209,60.6444,12:44:28.637
158,1.1536,24.0,6.0,0,24.7,23.4,21.6,3.2096,3.2851,59.9353,61.3578,12:44:29.860
159,1.1866,24.0,6.0,0,24.7,23.4,21.8,3.0586,2.8698,59.7812,60.3839,12:44:31.085
160,1.1817,24.0,6.0,0,24.7,23.2,21.6,2.9075,2.7565,60.3187,60.3926,12:44:32.313
161,1.0816,24.0,6.0,0,24.7,23.8,21.3,3.8515,5.0976,60.4379,59.5762,12:44:33.550
162,1.1267,24.0,6.0,0,24.7,23.4,21.3,4.6822,3.1341,60.049,59.9954,12:44:34.780
163,1.1487,24.0,6.0,0,26.1,23.4,22.3,4.3046,3.2096,60.2521,60.8372,12:44:36.023
164,1.1682,25.4,6.0,0,24.7,23.2,20.9,2.832,2.681,59.8685,60.2703,12:44:37.280
165,1.1487,25.5,6.0,0,24.7,23.8,21.6,3.3606,2.9075,59.6983,60.2358,12:44:38.517
166,1.2061,24.0,6.0,0,24.7,23.6,22.3,3.4362,3.0208,59.8106,60.8439,12:44:39.741
167,1.0926,24.0,6.0,0,26.2,23.4,22.5,3.2851,2.983,60.4003,60.9282,12:44:41.029
168,1.1292,24.0,6.0,0,26.1,23.2,21.3,2.6054,2.832,59.3141,59.8124,12:44:42.271
169,1.1426,25.5,6.0,0,24.7,23.6,21.3,4.2291,3.3229,61.1641,59.9497,12:44:43.510
170,1.2012,25.5,6.0,0,24.7,23.2,21.8,4.3802,3.4739,59.4431,60.0952,12:44:44.750
171,1.2195,24.0,6.0,0,24.7,23.8,21.6,3.8138,2.9453,60.8515,60.0713,12:44:46.005
172,1.1646,24.0,6.0,0,24.7,23.4,22.0,2.9453,2.3789,60.0083,59.5238,12:44:47.235
173,1.012,24.0,6.0,0,24.7,23.8,21.8,3.0208,2.7565,59.8205,59.8728,12:44:48.461
174,1.1695,24.0,6.0,0,24.7,23.4,21.8,4.3424,4.0781,60.3167,60.4016,12:44:49.694
175,1.1621,24.0,6.0,0,24.7,24.1,22.0,3.2474,4.1536,59.8785,59.6847,12:44:50.924
176,1.2207,24.0,6.0,0,24.7,23.8,21.8,4.1914,3.4739,60.0242,60.105,12:44:52.157
177,1.1682,24.0,6.0,0,24.7,23.6,22.0,2.7942,3.625,59.3086,59.8379,12:44:53.402
178,1.1304,24.0,6.0,0,24.7,23.4,21.6,3.776,3.1341,59.9075,59.5741,12:44:54.622
179,1.1267,24.0,6.0,0,24.7,23.8,21.3,2.7942,2.5299,59.3823,60.1431,12:44:55.849
180,1.1475,24.0,6.0,0,24.7,23.8,22.5,3.776,3.0586,59.9794,60.4368,12:44:57.077
181,1.1646,24.0,6.0,0,24.7,23.6,21.1,3.0963,2.7187,60.035,59.3438,12:44:58.286
182,1.1597,24.0,6.0,0,24.7,23.6,21.8,2.9075,3.2851,60.0777,59.9391,12:44:59.523
183,1.1682,24.0,6.0,0,24.7,23.8,22.3,3.0586,3.625,59.8794,60.0933,12:45:00.764
184,1.0791,24.0,6.0,0,24.7,23.2,21.8,3.1341,2.8698,59.9136,59.5104,12:45:01.985
185,1.0535,24.0,6.0,0,24.7,23.8,21.6,3.5117,2.3789,59.9356,60.2602,12:45:03.207
186,1.1817,24.0,6.0,0,24.7,23.8,22.3,3.8893,3.3606,61.4291,60.1337,12:45:04.438
187,1.2159,24.0,6.0,0,24.7,23.8,21.8,3.8515,3.7382,60.5031,59.9712,12:45:05.660
188,1.283,24.0,6.0,0,24.7,23.8,21.8,3.4362,3.625,59.7675,60.0525,12:45:06.890
189,1.1573,24.0,6.0,0,26.1,23.4,21.3,4.0781,2.8698,60.0461,59.7014,12:45:08.152
190,1.117,24.0,6.0,0,26.2,23.8,21.6,3.7382,3.2474,59.9996,59.667,12:45:09.390
191,1.117,24.0,6.0,0,26.1,23.6,20.9,3.8515,3.1341,59.6029,60.1229,12:45:10.620
192,1.2452,25.5,6.0,0,24.7,23.8,22.3,2.4166,3.5117,60.0901,59.7078,12:45:11.861
193,1.2146,25.5,6.0,0,24.7,23.8,21.6,3.3606,2.9453,59.6008,59.7562,12:45:13.088
194,1.1145,24.0,6.0,0,24.7,23.8,22.3,2.9453,3.0586,59.6667,59.5798,12:45:14.317
195,1.0254,25.5,6.0,0,24.7,23.8,21.8,3.776,3.3606,59.978,60.0808,12:45:15.562
196,1.1097,24.1,6.0,0,24.7,23.8,21.8,3.7005,2.9075,60.1977,60.0184,12:45:16.787
197,1.1695,24.0,6.0,0,24.7,23.8,21.6,4.1158,3.2474,60.6137,60.2152,12:45:18.028
198,1.355,24.1,7.0,0,24.7,24.1,21.6,2.832,2.8698,60.071,59.748,12:45:19.270
199,1.316,24.1,7.0,0,24.7,23.8,21.8,3.0963,2.7565,61.3863,59.9407,12:45:20.501
200,1.2867,24.1,7.0,0,24.7,23.4,22.0,3.6627,2.9453,59.7658,60.4766,12:45:21.724
201,1.2354,24.1,7.0,0,24.7,23.6,22.0,3.3606,3.7005,59.683,59.8082,12:45:22.949
202,1.3343,24.1,7.0,0,24.7,23.6,21.8,3.3229,2.8698,60.1659,61.1486,12:45:24.190
203,1.25,24.1,7.0,0,24.7,23.6,22.3,2.6432,3.8515,61.0131,60.0264,12:45:25.413
204,1.3062,24.1,7.0,0,26.2,23.4,21.8,3.3984,3.0208,58.887,59.8662,12:45:26.641
205,1.2525,24.1,7.0,0,24.7,24.1,22.0,3.0963,3.9648,59.6178,59.2514,12:45:27.889
206,1.0913,24.1,7.0,0,26.1,23.8,21.8,2.681,2.2278,59.8563,59.7466,12:45:29.134
207,1.2268,25.5,7.0,0,24.7,23.8,22.3,2.832,3.7005,59.4889,59.7701,12:45:30.356
208,1.0743,24.1,7.0,0,26.2,23.8,21.6,4.569,3.0208,59.9977,59.6982,12:45:31.597
209,1.1585,25.5,7.0,0,26.1,23.8,22.3,3.927,3.8893,59.9683,59.8932,12:45:32.819
210,1.1255,25.5,7.0,0,24.7,23.2,22.0,3.8893,2.9453,59.8758,59.2017,12:45:34.083
211,1.1951,24.1,7.0,0,24.7,23.6,21.8,3.0963,2.9453,59.9375,59.949,12:45:35.314
212,1.1829,24.1,7.0,0,24.7,23.8,22.0,4.7955,3.4362,59.7047,60.523,12:45:36.561
213,1.2049,24.1,7.0,0,24.7,23.8,22.3,3.5494,3.7005,60.0938,60.8371,12:45:37.790
214,1.2268,24.1,7.0,0,24.7,23.8,21.8,4.3046,3.3984,61.2268,60.0138,12:45:39.017
215,1.2024,24.1,7.0,0,24.7,23.8,21.3,2.681,2.7942,59.9766,60.4248,12:45:40.256
216,1.2049,24.1,7.0,0,26.1,23.8,22.0,3.0208,3.1341,59.9131,60.1977,12:45:41.503
217,1.211,25.5,7.0,0,24.7,24.1,21.3,2.9453,2.832,59.8901,59.4295,12:45:42.748
218,1.2195,24.1,7.0,0,24.7,23.8,21.8,3.0963,3.2851,59.7218,59.8302,12:45:44.004
219,1.211,24.1,7.0,0,26.1,23.6,22.0,2.983,2.6432,60.0164,59.9469,12:45:45.268
220,1.2452,24.1,7.0,0,26.1,23.8,21.8,4.871,2.9453,59.6154,60.3227,12:45:46.500
221,1.3111,25.5,7.0,0,24.7,24.1,22.3,3.1718,3.2096,59.6517,60.0315,12:45:47.760
222,1.2781,25.5,7.0,0,24.7,23.8,22.3,3.8515,3.0963,59.6948,59.8267,12:45:48.989
223,1.283,25.5,7.0,0,24.7,23.4,22.3,3.3984,2.7187,60.0226,59.2307,12:45:50.220
224,1.2146,24.1,7.0,0,24.7,23.8,22.3,2.9453,3.0208,60.9083,60.1615,12:45:51.466
225,1.2207,24.1,7.0,0,24.7,23.2,21.8,4.5312,3.2851,60.2549,59.9576,12:45:52.693
226,1.2171,24.1,7.0,0,24.7,23.8,21.8,3.2474,4.5312,59.7772,59.9991,12:45:53.919
227,1.2806,24.1,7.0,0,24.7,24.1,21.8,3.2851,3.7005,60.1494,59.2411,12:45:55.176
228,1.2537,24.1,7.0,0,26.1,24.3,22.3,3.2096,4.3424,59.8062,60.3452,12:45:56.415
229,1.3111,24.1,7.0,0,24.6,24.1,21.8,4.6067,2.983,60.1058,60.3274,12:45:57.656
230,1.2049,25.5,7.0,0,24.7,23.8,21.6,3.5494,2.8698,60.3399,59.9311,12:45:58.912
231,1.1695,24.1,7.0,0,24.7,23.8,22.3,3.9648,2.5677,60.2979,60.1847,12:46:00.146
232,1.1853,25.5,7.0,0,24.7,23.6,21.8,2.4922,3.0208,59.8924,59.9585,12:46:01.372
233,1.0242,24.1,7.0,0,24.7,24.1,22.0,4.1158,3.9648,60.0287,60.0978,12:46:02.602
234,1.1316,24.1,7.0,0,24.7,23.8,22.3,3.3606,3.0208,59.6457,60.491,12:46:03.847
235,1.0669,24.1,7.0,0,26.1,23.6,21.8,3.625,3.4362,59.7306,59.64,12:46:05.089
236,1.1792,24.1,7.0,0,26.1,23.8,21.3,3.0963,3.4739,60.0373,60.5821,12:46:06.333
237,1.1597,24.1,7.0,0,24.6,23.6,22.3,3.2474,3.3984,60.2033,60.5353,12:46:07.580
238,1.2329,24.1,7.0,0,24.7,23.2,21.3,3.8893,3.5117,59.8305,59.8353,12:46:08.806
239,1.2146,25.5,7.0,0,24.7,24.1,21.3,3.4739,3.6627,59.9862,60.3912,12:46:10.032
240,1.2439,25.5,7.0,0,24.7,24.1,21.6,3.0586,3.3229,59.8906,60.1665,12:46:11.276
241,1.1951,24.1,7.0,0,24.6,23.8,21.8,3.6627,3.5117,60.1869,60.9642,12:46:12.518
242,1.1878,24.1,7.0,0,26.1,23.8,21.8,3.5117,3.2851,60.0702,60.2095,12:46:13.793
243,1.2635,24.1,7.0,0,26.1,23.8,21.8,3.7382,2.7942,59.5525,60.0364,12:46:15.018
