Log,mixer_torque_M2,cp_pressure,cp_temperature,cp_flowrate,mixer_pressure,mixer_temperature_Funnel_outlet,mixer_temperature_Funnel,mixer_temperature_Funnel_plate,mixer_motor_temperature_M2,mixer_motor_temperature_M1,mixer_torque_M1,ac_flowrate,mixer_speed_M2,mixer_speed_M1,Time
22,2.077,0.791,0.0,1.5,0.266,26.0,25.3,25.5,22.3,21.3,1.964,0.0,60.163,60.163,14:21:16.740
23,2.077,0.768,0.0,1.5,0.345,28.1,25.3,25.5,22.9,20.9,2.266,0.0,60.06,60.06,14:21:17.852
24,3.059,0.774,0.0,1.5,0.281,26.0,25.3,26.9,22.3,20.4,2.115,0.0,60.338,60.338,14:21:18.961
25,2.681,0.75,0.0,1.5,0.294,26.0,26.8,25.5,22.9,20.9,2.719,0.0,60.293,60.293,14:21:20.065
26,2.794,0.809,0.0,1.5,0.278,28.1,25.3,27.0,22.5,21.1,3.134,0.0,60.087,60.087,14:21:21.170
27,3.059,0.762,0.0,1.5,0.28,26.0,25.3,25.5,22.3,20.4,1.737,0.0,60.778,60.778,14:21:22.272
28,3.247,0.736,0.0,1.5,0.293,28.1,25.3,25.5,22.3,21.3,1.964,0.0,58.566,58.566,14:21:23.374
29,1.661,0.729,0.0,1.5,0.289,26.0,25.3,25.5,22.7,20.7,2.417,0.0,20.89,20.89,14:21:24.482
30,1.888,0.741,0.0,1.5,0.254,26.0,25.3,25.5,22.3,20.9,1.548,0.0,20.124,20.124,14:21:25.584
31,2.077,0.719,0.0,1.5,0.31,26.0,25.3,26.9,22.7,20.4,2.115,0.0,19.721,19.721,14:21:26.688
32,1.926,0.844,0.0,1.5,0.343,26.0,26.8,25.5,22.3,21.3,1.888,0.0,20.445,20.445,14:21:27.795
33,2.417,0.779,0.0,1.5,0.31,28.1,25.3,25.5,22.7,20.7,2.53,0.0,20.125,20.125,14:21:28.900
34,2.001,0.815,0.0,1.5,0.28,26.0,25.3,25.5,22.3,20.7,1.85,0.0,20.756,20.756,14:21:30.007
35,1.888,0.706,0.0,1.5,0.305,28.1,25.3,25.5,22.5,20.9,1.737,0.0,20.414,20.414,14:21:31.107
36,3.134,0.725,0.0,1.5,0.25,26.0,25.3,26.9,22.9,21.1,1.51,0.0,20.539,20.539,14:21:32.210
37,2.039,0.769,0.0,1.5,0.288,26.0,26.8,25.5,22.7,21.1,1.737,0.0,20.541,20.541,14:21:33.316
38,2.001,0.751,0.0,1.5,0.283,28.1,25.3,27.0,22.3,20.9,1.473,0.0,20.445,20.445,14:21:34.422
39,2.039,0.739,0.0,1.5,0.281,26.0,25.3,25.5,22.5,20.9,1.548,0.0,20.581,20.581,14:21:35.523
40,2.341,0.739,0.0,1.5,0.284,26.0,25.3,25.5,22.5,20.4,1.85,0.0,20.492,20.492,14:21:36.630
41,2.077,0.758,0.0,1.5,0.352,28.1,25.3,26.9,22.7,20.7,2.039,0.0,20.357,20.357,14:21:37.751
42,1.624,0.812,0.0,1.5,0.304,26.0,26.8,25.5,22.5,21.3,1.661,0.0,20.722,20.722,14:21:38.857
43,2.115,0.758,0.0,1.5,0.237,28.1,25.3,25.5,22.3,20.9,1.699,0.0,20.426,20.426,14:21:39.962
44,2.492,0.774,0.0,1.5,0.227,26.0,25.3,25.5,22.5,21.1,1.775,0.0,20.609,20.609,14:21:41.065
45,1.397,0.787,0.0,1.5,0.27,26.0,26.8,25.5,22.5,20.7,2.039,0.0,20.256,20.256,14:21:42.171
46,2.077,0.767,0.0,1.5,0.283,28.1,25.3,27.0,22.3,20.9,1.926,0.0,20.317,20.317,14:21:43.279
47,1.964,0.746,0.0,1.5,0.352,26.0,26.8,25.5,22.9,21.1,2.379,0.0,39.448,39.448,14:21:44.383
48,2.379,0.758,0.0,1.5,0.266,26.0,25.3,25.5,22.3,21.1,2.492,0.0,39.073,39.073,14:21:45.486
49,2.492,0.741,0.0,1.5,0.314,28.1,25.3,26.9,22.3,20.9,1.51,0.0,40.872,40.872,14:21:46.593
50,2.19,0.797,0.0,1.5,0.294,26.0,26.8,25.5,22.7,21.6,2.039,0.0,39.833,39.833,14:21:47.696
51,1.926,0.741,0.0,1.5,0.305,28.1,25.3,27.0,22.7,20.9,2.568,0.0,39.72,39.72,14:21:48.804
52,2.077,0.693,0.0,1.5,0.319,26.0,25.3,25.5,22.3,20.9,2.115,0.0,39.6,39.6,14:21:49.916
53,2.794,0.714,0.0,1.5,0.299,26.0,25.3,25.5,22.3,21.1,2.077,0.0,39.744,39.744,14:21:51.024
54,2.417,0.811,0.0,1.5,0.243,28.1,25.3,27.0,22.5,20.7,2.341,0.0,39.305,39.305,14:21:52.134
55,1.888,0.844,0.0,1.5,0.269,26.0,26.8,25.5,22.5,21.1,1.926,0.0,40.221,40.221,14:21:53.240
56,3.7,0.734,0.0,1.5,0.264,26.0,25.3,25.5,22.5,20.9,1.661,0.0,39.387,39.387,14:21:54.357
57,2.492,0.768,0.0,1.5,0.294,28.1,25.3,25.5,22.7,20.7,2.19,0.0,39.87,39.87,14:21:55.463
58,2.454,0.767,0.0,1.5,0.316,26.0,26.8,25.5,22.7,21.3,1.964,0.0,39.931,39.931,14:21:56.583
59,1.964,0.776,0.0,1.5,0.288,26.0,25.3,25.5,22.3,20.4,1.624,0.0,39.757,39.757,14:21:57.691
60,2.87,0.809,0.0,1.5,0.264,28.1,25.3,27.0,22.3,20.4,1.661,0.0,39.966,39.966,14:21:58.809
61,2.303,0.714,0.0,1.5,0.286,26.0,25.3,25.5,22.7,20.7,2.417,0.0,39.356,39.356,14:21:59.916
62,1.964,0.815,0.0,1.5,0.265,26.0,25.3,25.5,22.7,20.9,1.85,0.0,39.382,39.382,14:22:01.016
63,2.266,0.664,0.0,1.5,0.314,26.0,25.3,25.5,22.5,20.9,1.737,0.0,39.427,39.427,14:22:02.122
64,2.039,0.725,0.0,1.5,0.328,26.0,26.8,25.5,22.3,20.9,2.341,0.0,39.393,39.393,14:22:03.236
65,3.096,0.757,0.0,1.5,0.331,28.1,25.3,27.0,22.5,20.9,2.605,0.0,59.919,59.919,14:22:04.338
66,2.643,0.769,0.0,1.5,0.294,26.0,26.8,25.5,22.7,20.9,2.001,0.0,59.799,59.799,14:22:05.444
67,2.53,0.791,0.0,1.5,0.289,26.0,25.3,25.5,22.7,20.7,1.737,0.0,60.069,60.069,14:22:06.545
68,2.417,0.693,0.0,1.5,0.271,28.1,25.3,25.5,22.5,20.9,3.549,0.0,59.246,59.246,14:22:07.650
69,2.681,0.746,0.0,1.5,0.269,26.0,25.3,25.5,22.9,21.6,2.266,0.0,59.983,59.983,14:22:08.753
70,2.87,0.746,0.0,1.5,0.281,28.1,25.3,27.0,22.7,20.9,2.228,0.0,60.708,60.708,14:22:09.859
71,3.436,0.75,0.0,1.5,0.342,26.0,26.8,25.5,22.7,20.7,3.436,0.0,59.443,59.443,14:22:10.968
72,3.134,0.751,0.0,1.5,0.319,26.0,25.3,27.0,22.5,21.3,2.303,0.0,59.712,59.712,14:22:12.073
73,2.303,0.786,0.0,1.5,0.248,28.1,25.4,25.5,22.5,20.4,2.379,0.0,60.154,60.154,14:22:13.180
74,2.568,0.674,0.0,1.5,0.295,26.0,26.8,25.5,22.3,20.7,2.492,0.0,59.685,59.685,14:22:14.287
75,2.492,0.762,0.0,1.5,0.288,26.0,25.3,27.0,22.5,20.9,2.681,0.0,59.993,59.993,14:22:15.394
76,3.021,0.798,0.0,1.5,0.269,26.0,26.8,25.5,22.5,21.1,2.945,0.0,59.46,59.46,14:22:16.499
77,3.549,0.769,0.0,1.5,0.293,26.0,25.3,25.5,22.5,21.3,2.077,0.0,59.947,59.947,14:22:17.603
78,2.719,0.776,0.0,1.5,0.289,28.1,25.3,25.5,22.7,21.1,2.643,0.0,59.838,59.838,14:22:18.709
79,2.341,0.745,0.0,1.5,0.286,26.0,25.3,25.5,22.7,21.1,3.361,0.0,59.011,59.011,14:22:19.811
80,3.021,0.796,0.0,1.5,0.27,28.1,25.3,27.0,22.7,20.7,2.719,0.0,59.499,59.499,14:22:20.911
81,2.756,0.786,0.0,1.5,0.288,26.0,25.3,25.5,22.7,20.7,2.53,0.0,59.902,59.902,14:22:22.029
82,2.983,0.746,0.0,1.5,0.278,26.0,25.3,25.5,22.5,21.6,3.096,0.0,59.936,59.936,14:22:23.132
83,3.285,0.768,0.0,1.5,0.28,26.0,25.3,27.0,23.2,20.9,2.341,0.0,79.96,80.584,14:22:24.253
84,3.398,0.781,0.0,1.5,0.299,26.0,26.8,25.5,22.5,21.1,3.398,0.0,79.602,79.602,14:22:25.358
85,2.983,0.726,0.0,1.5,0.251,26.0,25.3,25.5,22.7,21.3,2.152,0.0,80.228,80.228,14:22:26.477
86,3.059,0.759,0.0,1.5,0.326,28.1,25.3,27.0,22.5,20.7,2.19,0.0,80.498,80.498,14:22:27.579
87,3.852,0.751,0.0,1.5,0.303,26.0,26.8,25.5,22.7,20.9,2.568,0.0,80.198,80.198,14:22:28.685
88,3.134,0.71,0.0,1.5,0.35,26.0,25.3,27.0,22.9,20.7,3.21,0.0,80.569,80.569,14:22:29.789
89,2.908,0.748,0.0,1.5,0.294,28.1,25.3,25.5,22.7,20.4,2.53,0.0,80.31,80.31,14:22:30.898
90,3.436,0.764,0.0,1.5,0.269,26.0,25.3,25.5,22.5,21.1,2.945,0.0,80.333,80.333,14:22:32.006
91,3.059,0.784,0.0,1.5,0.284,26.0,25.4,27.0,22.3,21.1,2.719,0.0,80.005,80.005,14:22:33.115
92,2.756,0.792,0.0,1.5,0.3,26.0,26.8,25.5,22.3,20.7,3.247,0.0,80.148,80.148,14:22:34.221
93,3.587,0.774,0.0,1.5,0.286,26.0,25.3,25.5,22.7,21.6,2.756,0.0,81.122,81.122,14:22:35.327
94,2.719,0.773,0.0,1.5,0.264,26.0,25.3,25.5,22.9,21.1,2.643,0.0,80.507,80.507,14:22:36.464
95,2.719,0.743,0.0,1.5,0.271,28.1,25.3,25.5,22.5,20.9,2.681,0.0,80.37,80.37,14:22:37.565
96,3.134,0.698,0.0,1.5,0.291,26.0,25.3,25.5,22.5,20.4,2.568,0.0,80.604,80.604,14:22:38.673
97,3.021,0.768,0.0,1.5,0.303,26.0,25.3,27.0,22.9,20.9,2.303,0.0,80.631,80.631,14:22:39.774
98,3.398,0.767,0.0,1.5,0.283,28.1,25.3,25.5,22.5,20.9,2.266,0.0,81.215,81.215,14:22:40.883
99,2.87,0.773,0.0,1.5,0.276,26.0,25.4,27.0,22.5,20.4,2.681,0.0,80.976,80.976,14:22:41.991
100,2.756,0.767,0.0,1.5,0.26,26.0,25.3,25.5,22.5,20.9,3.096,0.0,80.174,80.174,14:22:43.106
101,3.889,0.778,0.0,1.5,0.264,26.0,26.8,25.5,22.9,20.7,3.021,0.0,99.391,99.391,14:22:44.211
102,2.681,0.763,0.0,1.5,0.26,26.0,25.4,27.0,23.2,21.3,2.719,0.0,99.463,99.463,14:22:45.318
103,3.398,0.776,0.0,1.5,0.289,28.1,25.3,25.5,22.7,21.3,3.285,0.0,99.361,99.361,14:22:46.425
104,3.965,0.754,0.0,1.5,0.291,26.0,25.3,25.5,22.7,21.3,3.21,0.0,99.64,99.64,14:22:47.531
105,3.21,0.763,0.0,1.5,0.327,26.0,25.3,25.5,22.3,21.3,2.719,0.0,100.47,100.47,14:22:48.635
106,3.436,0.769,0.0,1.5,0.259,28.1,26.8,25.5,22.7,20.4,2.983,0.0,99.08,99.08,14:22:49.754
107,3.625,0.719,0.0,1.5,0.286,26.0,25.3,27.0,22.7,21.1,2.719,0.0,99.369,99.369,14:22:50.860
108,2.832,0.779,0.0,1.5,0.275,26.0,25.4,25.5,23.4,21.8,2.794,0.0,99.712,99.712,14:22:51.967
109,3.096,0.74,0.0,1.5,0.35,28.1,26.8,25.5,22.9,21.3,2.945,0.0,99.379,99.379,14:22:53.082
110,3.096,0.751,0.0,1.5,0.295,26.0,25.4,25.5,22.7,20.7,2.681,0.0,100.05,100.05,14:22:54.190
111,3.738,0.776,0.0,1.5,0.308,26.0,25.3,25.5,22.7,21.1,2.077,0.0,99.889,99.889,14:22:55.298
112,2.945,0.769,0.0,1.5,0.238,26.0,25.4,25.5,23.2,21.3,2.681,0.0,99.669,99.669,14:22:56.407
113,3.021,0.796,0.0,1.5,0.28,26.0,25.3,27.0,22.7,21.1,3.096,0.0,99.212,99.212,14:22:57.511
114,3.059,0.757,0.0,1.5,0.317,26.0,25.4,25.5,22.7,21.8,2.908,0.0,99.757,99.757,14:22:58.630
115,3.21,0.735,0.0,1.5,0.288,26.0,25.4,25.5,23.2,20.7,4.003,0.0,98.585,98.585,14:22:59.730
116,3.398,0.779,0.0,1.5,0.276,26.0,25.4,25.5,22.9,20.7,3.587,0.0,99.063,99.063,14:23:00.829
117,3.059,0.769,0.0,1.5,0.281,28.1,26.8,25.5,22.7,21.3,2.719,0.0,99.841,99.841,14:23:01.935
118,2.756,0.797,0.0,1.5,0.273,26.0,25.4,27.0,22.7,20.9,3.096,0.0,99.183,99.183,14:23:03.033
119,3.247,0.797,0.0,1.5,0.266,28.1,26.8,25.5,22.5,21.1,3.21,0.0,120.234,120.234,14:23:04.139
120,3.398,0.835,0.0,1.5,0.308,26.0,25.3,27.0,22.7,21.6,3.021,0.0,119.917,119.917,14:23:05.240
121,3.134,0.748,0.0,1.5,0.303,26.0,25.3,25.5,23.2,21.6,3.889,0.0,119.661,119.661,14:23:06.348
122,3.21,0.739,0.0,1.5,0.273,28.1,26.8,25.5,22.7,21.1,2.454,0.0,119.745,119.745,14:23:07.471
123,3.021,0.784,0.0,1.5,0.273,26.0,25.4,27.0,23.2,21.3,2.908,0.0,120.818,120.818,14:23:08.577
124,3.361,0.793,0.0,1.5,0.281,26.0,25.3,25.5,22.9,20.4,3.096,0.0,119.561,119.561,14:23:09.683
125,2.756,0.797,0.0,1.5,0.308,28.1,25.3,25.5,22.9,21.3,3.323,0.0,119.682,119.682,14:23:10.791
126,4.003,0.776,0.0,1.5,0.317,26.0,25.4,27.0,22.9,21.1,3.21,0.0,119.976,119.976,14:23:11.894
127,3.398,0.773,0.0,1.5,0.275,28.1,26.8,25.5,23.2,20.9,2.303,0.0,119.76,119.76,14:23:12.997
128,2.983,0.779,0.0,1.5,0.283,26.0,25.4,27.0,23.4,21.8,2.681,0.0,120.032,120.032,14:23:14.100
129,3.738,0.809,0.0,1.5,0.294,26.0,26.8,25.5,22.9,21.3,3.436,0.0,119.97,119.97,14:23:15.203
130,3.814,0.759,0.0,1.5,0.293,26.0,25.3,27.0,22.7,21.1,3.134,0.0,120.036,120.036,14:23:16.306
131,4.04,0.809,0.0,1.5,0.295,26.0,25.4,27.0,22.7,21.3,2.303,0.0,120.148,120.148,14:23:17.423
132,3.625,0.787,0.0,1.5,0.256,28.1,26.8,25.5,22.9,21.3,3.361,0.0,119.795,119.795,14:23:18.537
133,3.059,0.784,0.0,1.5,0.275,26.0,25.4,25.5,23.2,21.3,2.983,0.0,120.054,120.054,14:23:19.643
134,3.738,0.812,0.0,1.5,0.316,26.0,25.4,27.0,22.7,20.4,3.663,0.0,120.162,120.162,14:23:20.764
135,3.436,0.767,0.0,1.5,0.333,26.0,26.8,25.5,22.7,21.3,3.134,0.0,121.125,120.034,14:23:21.868
136,4.003,0.779,0.0,1.5,0.278,28.2,25.4,25.6,22.7,20.9,3.285,0.0,118.585,118.585,14:23:22.992
137,3.323,0.786,0.0,1.5,0.27,26.0,25.3,27.0,22.9,21.1,2.832,0.0,99.26,99.26,14:23:24.111
138,3.134,0.745,0.0,1.5,0.314,26.0,25.3,25.5,23.2,21.8,2.756,0.0,99.731,99.731,14:23:25.219
139,2.908,0.811,0.0,1.5,0.273,28.1,25.3,25.5,23.2,21.3,2.19,0.0,100.156,100.156,14:23:26.324
140,3.21,0.817,0.0,1.5,0.283,26.0,25.4,27.0,23.2,21.3,2.719,0.0,99.829,99.829,14:23:27.432
141,3.474,0.731,0.0,1.5,0.304,26.0,25.4,25.5,23.4,21.8,3.474,0.0,99.448,99.448,14:23:28.552
142,2.832,0.75,0.0,1.5,0.24,28.1,25.4,25.5,22.7,21.3,3.172,0.0,99.975,99.975,14:23:29.660
143,2.983,0.746,0.0,1.5,0.284,28.1,25.3,25.5,22.7,20.9,2.53,0.0,99.859,99.859,14:23:30.798
144,3.285,0.72,0.0,1.5,0.25,26.0,25.4,27.0,22.9,21.8,2.87,0.0,99.425,99.425,14:23:31.905
145,4.305,0.721,0.0,1.5,0.271,28.1,26.8,25.6,23.2,21.3,2.908,0.0,99.675,99.675,14:23:33.008
146,3.247,0.745,0.0,1.5,0.343,26.0,25.4,27.0,23.2,21.1,2.756,0.0,100.182,100.182,14:23:34.111
147,3.889,0.792,0.0,1.5,0.264,26.0,25.4,25.5,23.2,21.3,3.21,0.0,99.451,99.451,14:23:35.224
148,3.21,0.72,0.0,1.5,0.28,26.0,25.4,25.5,23.2,21.3,3.549,0.0,99.175,99.175,14:23:36.367
149,3.134,0.784,0.0,1.5,0.278,28.1,25.3,25.6,23.4,21.3,2.983,0.0,99.808,99.808,14:23:37.472
150,3.549,0.778,0.0,1.5,0.304,28.1,25.3,25.5,23.4,20.9,2.756,0.0,100.506,100.506,14:23:38.602
151,3.549,0.757,0.0,1.5,0.281,26.0,25.4,27.0,22.7,22.0,2.303,0.0,99.488,99.488,14:23:39.723
152,4.154,0.796,0.0,1.5,0.323,26.0,25.4,25.6,23.2,21.1,2.945,0.0,99.955,99.955,14:23:40.831
153,3.323,0.792,0.0,1.5,0.303,28.2,25.3,25.6,22.9,21.8,3.134,0.0,99.388,99.388,14:23:41.936
154,3.021,0.734,0.0,1.5,0.269,26.0,25.4,25.6,23.2,21.8,2.303,0.0,99.748,99.748,14:23:43.041
155,2.87,0.741,0.0,1.5,0.37,26.0,25.4,25.6,23.2,21.3,2.756,0.0,80.194,80.194,14:23:44.145
156,3.361,0.762,0.0,1.5,0.264,28.2,25.4,27.0,23.2,21.8,3.7,0.0,79.435,79.435,14:23:45.265
157,2.794,0.757,0.0,1.5,0.31,26.0,25.4,25.6,23.2,21.8,3.21,0.0,79.828,79.828,14:23:46.369
158,2.945,0.74,0.0,1.5,0.338,26.0,25.3,25.6,22.7,21.8,3.436,0.0,80.242,80.242,14:23:47.505
159,3.096,0.759,0.0,1.5,0.326,28.2,25.3,25.6,22.7,21.1,2.832,0.0,80.216,80.216,14:23:48.612
160,3.096,0.702,0.0,1.5,0.321,28.2,25.4,27.0,22.9,21.1,3.587,0.0,80.289,80.289,14:23:49.732
161,2.19,0.778,0.0,1.5,0.298,26.0,25.4,25.6,23.2,21.6,2.341,0.0,79.704,79.704,14:23:50.839
162,3.059,0.748,0.0,1.5,0.278,26.0,25.4,25.6,23.2,21.8,2.568,0.0,80.144,80.144,14:23:51.948
163,3.134,0.769,0.0,1.5,0.305,26.0,25.4,27.0,23.2,21.3,2.87,0.0,80.153,80.153,14:23:53.052
164,3.096,0.787,0.0,1.5,0.298,26.0,25.4,25.6,23.4,21.3,2.115,0.0,80.477,80.477,14:23:54.174
165,2.87,0.758,0.0,1.5,0.238,26.0,25.4,25.6,23.2,21.3,2.492,0.0,80.557,80.557,14:23:55.281
166,3.663,0.773,0.0,1.5,0.281,28.2,25.4,27.0,23.2,21.6,2.756,0.0,79.964,79.964,14:23:56.400
167,2.945,0.812,0.0,1.5,0.288,26.0,26.8,25.6,23.4,20.9,2.417,0.0,80.542,80.542,14:23:57.502
168,3.172,0.746,0.0,1.5,0.27,28.2,25.4,27.0,22.9,22.0,2.87,0.0,79.973,79.973,14:23:58.606
169,2.681,0.778,0.0,1.5,0.372,26.0,25.4,25.6,23.2,20.9,3.172,0.0,79.608,79.608,14:23:59.709
170,2.756,0.729,0.0,1.5,0.336,28.2,25.4,25.6,23.2,21.1,2.568,0.0,80.562,80.562,14:24:00.804
171,3.021,0.75,0.0,1.5,0.288,28.2,25.4,27.0,23.2,21.6,3.134,0.0,80.497,80.497,14:24:01.927
172,2.794,0.798,0.0,1.5,0.295,26.1,25.4,25.6,23.2,20.9,2.681,0.0,81.629,81.629,14:24:03.035
173,2.53,0.797,0.0,1.5,0.291,26.0,26.8,25.6,23.2,20.9,2.266,0.0,60.17,60.17,14:24:04.155
174,2.303,0.817,0.0,1.5,0.309,28.2,25.4,27.0,23.4,22.3,2.266,0.0,60.866,60.866,14:24:05.258
175,2.87,0.784,0.0,1.5,0.3,26.1,25.4,25.6,23.2,20.9,2.152,0.0,59.837,59.837,14:24:06.368
176,2.605,0.796,0.0,1.5,0.299,26.0,25.4,25.6,22.9,21.8,2.379,0.0,59.563,59.563,14:24:07.473
177,2.832,0.729,0.0,1.5,0.283,28.2,25.4,27.0,23.2,21.6,2.945,0.0,59.368,59.368,14:24:08.586
178,2.756,0.806,0.0,1.5,0.261,26.1,25.4,25.6,22.9,21.6,2.908,0.0,59.514,59.514,14:24:09.705
179,2.983,0.793,0.0,1.5,0.278,26.1,25.4,25.6,23.2,21.1,2.341,0.0,59.789,59.789,14:24:10.813
180,2.908,0.774,0.0,1.5,0.232,28.2,25.4,27.0,23.2,21.1,2.53,0.0,60.082,60.082,14:24:11.935
181,2.832,0.817,0.0,1.5,0.293,26.1,25.4,25.6,23.2,21.1,2.001,0.0,60.106,60.106,14:24:13.039
182,3.436,0.796,0.0,1.5,0.266,26.1,26.9,25.6,23.2,21.8,2.19,0.0,60.905,60.905,14:24:14.161
183,2.908,0.796,0.0,1.5,0.261,26.1,25.4,25.6,22.9,20.9,2.303,0.0,60.345,60.345,14:24:15.287
184,3.889,0.764,0.0,1.5,0.26,28.2,25.4,27.0,23.2,21.3,1.548,0.0,60.855,60.855,14:24:16.393
185,1.964,0.791,0.0,1.5,0.304,26.1,26.8,25.6,23.2,21.3,2.794,0.0,59.642,59.642,14:24:17.513
186,2.152,0.772,0.0,1.5,0.275,26.1,25.4,25.6,23.2,21.1,2.039,0.0,60.512,60.512,14:24:18.620
187,2.152,0.798,0.0,1.5,0.269,28.2,25.4,27.0,23.2,21.3,2.492,0.0,60.185,60.185,14:24:19.725
188,2.794,0.802,0.0,1.5,0.298,26.1,26.9,25.6,23.4,21.6,2.53,0.0,59.866,59.866,14:24:20.843
189,3.436,0.778,0.0,1.5,0.255,26.1,25.4,25.6,23.2,21.6,2.983,0.0,59.869,59.869,14:24:21.954
190,3.096,0.724,0.0,1.5,0.295,28.2,25.4,27.0,23.2,21.8,2.077,0.0,59.944,59.944,14:24:23.068
191,2.681,0.822,0.0,1.5,0.269,26.1,26.9,25.6,23.2,21.8,1.699,0.0,39.749,39.749,14:24:24.177
192,2.454,0.786,0.0,1.5,0.273,26.1,25.4,25.6,23.4,20.9,1.964,0.0,39.161,39.161,14:24:25.297
193,2.454,0.812,0.0,1.5,0.283,28.2,25.4,27.0,23.4,21.8,1.661,0.0,40.883,40.883,14:24:26.404
194,2.379,0.769,0.0,1.5,0.31,28.2,25.4,25.6,23.2,21.8,2.379,0.0,39.562,39.562,14:24:27.524
195,2.266,0.793,0.0,1.5,0.289,26.1,26.8,25.6,23.6,21.8,2.681,0.0,39.184,39.184,14:24:28.644
196,2.417,0.807,0.0,1.5,0.289,26.1,25.4,25.6,23.8,21.3,2.152,0.0,39.321,39.321,14:24:29.763
197,2.266,0.767,0.0,1.5,0.295,26.1,25.4,27.0,23.8,21.3,1.964,0.0,39.588,39.588,14:24:30.886
198,2.19,0.763,0.0,1.5,0.303,28.2,25.4,25.6,23.4,21.6,2.341,0.0,39.914,39.871,14:24:31.992
199,2.643,0.768,0.0,1.5,0.304,26.1,26.9,25.6,23.2,21.3,1.888,0.0,40.138,40.138,14:24:33.116
200,3.587,0.781,0.0,1.5,0.264,26.1,25.4,25.6,23.2,21.8,2.152,0.0,39.294,39.294,14:24:34.239
201,2.605,0.791,0.0,1.5,0.321,26.1,25.4,27.1,23.2,22.0,2.19,0.0,39.501,39.501,14:24:35.357
202,2.681,0.746,0.0,1.5,0.293,28.2,25.4,25.6,23.4,21.3,3.21,0.0,39.483,39.483,14:24:36.477
203,2.681,0.789,0.0,1.5,0.286,26.1,26.9,25.6,23.6,21.6,2.341,0.0,39.397,39.397,14:24:37.598
204,2.643,0.791,0.0,1.5,0.281,26.1,25.4,25.6,23.4,21.8,2.341,0.0,39.436,39.436,14:24:38.723
205,2.794,0.781,0.0,1.5,0.347,26.1,25.4,27.1,23.2,21.8,2.341,0.0,39.936,39.936,14:24:39.843
206,2.492,0.791,0.0,1.5,0.264,28.2,25.4,25.6,23.2,21.6,2.719,0.0,39.598,39.598,14:24:40.966
207,2.681,0.789,0.0,1.5,0.31,28.2,25.4,25.6,23.2,21.3,2.228,0.0,39.36,39.36,14:24:42.082
