Log,accLow_flowrate,mixer_motor_temperature_M1,cp_flowrate,cp_temperature_fresh,mixer_speed_M1,mixer_temperature_outlet,accHigh_flowrate,cp_temperature,mixer_motor_temperature_M2,cp_pressure,mixer_pressure,mixer_torque_M1,mixer_torque_M2,mixer_speed_M2,Time
208,90.0,22.7,3.0,22.3,120.153,23.7,171.6,21.3,25.4,0.697,0.3,4.116,5.022,120.153,10:42:42.507
209,90.0,23.4,3.0,22.3,120.101,23.7,171.6,21.3,25.7,0.715,0.284,3.852,5.777,120.101,10:42:43.640
210,90.0,23.6,3.0,22.3,120.615,23.7,171.6,19.8,25.4,0.684,0.271,4.456,3.776,120.615,10:42:44.763
211,90.0,23.4,3.0,23.7,119.833,23.7,171.6,19.8,26.3,0.703,0.284,3.285,4.871,119.833,10:42:45.886
212,90.0,22.9,3.0,22.3,120.294,25.8,171.6,19.8,25.7,0.71,0.27,4.947,5.211,120.294,10:42:47.008
213,90.0,24.3,3.0,23.7,119.804,23.7,171.6,19.8,25.9,0.696,0.27,4.418,5.437,119.804,10:42:48.141
214,90.0,23.6,3.0,22.3,120.639,25.8,171.6,21.3,25.9,0.702,0.27,4.154,3.776,120.639,10:42:49.260
215,90.0,23.2,3.0,22.3,119.641,23.7,171.6,19.8,26.1,0.745,0.26,2.908,5.249,119.641,10:42:50.383
216,90.0,23.6,3.0,23.7,120.3,23.7,171.6,19.8,25.7,0.668,0.286,4.116,4.682,120.3,10:42:51.507
217,90.0,23.2,3.0,23.7,120.038,23.8,171.6,19.8,25.9,0.686,0.291,4.644,5.702,120.038,10:42:52.632
218,90.0,23.4,3.0,23.7,120.318,23.7,171.6,19.8,25.9,0.688,0.26,4.72,3.814,120.318,10:42:53.769
219,90.0,23.4,3.0,22.3,119.492,23.8,171.6,19.8,25.9,0.691,0.271,3.814,5.626,119.492,10:42:54.901
220,90.0,24.1,3.0,22.3,120.291,25.8,171.6,21.3,25.9,0.692,0.242,4.607,5.135,120.291,10:42:56.024
221,90.0,23.2,3.0,22.3,120.091,23.7,171.6,19.8,26.1,0.693,0.291,4.607,5.664,120.091,10:42:57.148
222,90.0,23.6,3.0,23.7,120.473,23.8,171.6,19.8,25.4,0.697,0.273,4.796,4.154,120.473,10:42:58.266
223,90.0,23.2,3.0,23.7,119.979,23.7,171.6,19.8,25.7,0.709,0.271,2.945,5.588,119.979,10:42:59.390
224,90.0,23.6,3.0,22.3,120.537,25.8,171.6,19.8,25.9,0.678,0.264,4.493,5.626,120.537,10:43:00.511
225,90.0,23.4,3.0,22.3,120.121,25.9,171.6,21.3,25.9,0.691,0.286,3.852,5.777,120.121,10:43:01.629
226,90.0,23.8,3.0,22.3,119.775,23.8,171.6,21.3,25.9,0.725,0.276,5.022,3.927,119.775,10:43:02.767
227,90.0,23.8,3.0,22.3,119.708,23.7,171.6,21.3,26.3,0.682,0.266,3.852,5.286,119.708,10:43:03.890
228,90.0,23.6,3.0,23.7,120.735,23.7,171.6,19.8,26.1,0.706,0.254,4.267,4.871,120.735,10:43:05.005
229,90.0,23.8,3.0,22.3,120.122,25.8,171.6,19.8,26.1,0.72,0.281,4.305,5.777,120.122,10:43:06.125
230,90.0,23.6,3.0,22.3,120.406,25.8,171.6,21.3,25.9,0.676,0.28,4.116,3.965,120.406,10:43:07.246
231,90.0,24.1,3.0,22.3,120.078,23.7,171.6,19.8,25.9,0.721,0.269,3.7,5.475,120.078,10:43:08.364
232,90.0,23.8,3.0,23.7,120.268,23.7,171.6,19.8,26.1,0.703,0.255,5.173,4.947,120.268,10:43:09.486
233,90.0,23.8,3.0,23.7,120.155,23.7,171.6,19.8,26.1,0.668,0.28,4.267,5.966,120.155,10:43:10.608
234,90.0,23.6,3.0,22.3,119.767,25.8,171.6,19.8,26.6,0.669,0.271,5.098,4.456,119.767,10:43:11.732
235,90.0,23.2,3.0,22.3,120.623,23.7,171.6,21.3,26.1,0.71,0.27,3.549,5.173,120.623,10:43:12.852
236,90.0,23.6,3.0,22.3,120.046,23.7,171.6,19.8,26.6,0.667,0.286,5.173,4.758,120.046,10:43:13.973
237,90.0,23.6,3.0,23.7,120.186,23.7,171.6,19.8,25.9,0.697,0.288,4.456,6.23,120.186,10:43:15.091
238,90.0,23.2,3.0,22.3,119.297,25.8,171.6,19.8,25.9,0.692,0.328,6.759,4.984,119.297,10:43:16.210
239,90.0,23.8,3.0,22.3,120.043,25.8,171.6,19.8,26.3,0.684,0.275,3.436,5.211,120.043,10:43:17.347
240,90.0,24.1,3.0,22.3,119.78,23.7,171.6,19.8,26.6,0.717,0.275,4.871,5.664,119.78,10:43:18.463
241,90.0,24.3,3.0,22.3,120.484,23.7,171.6,19.9,26.3,0.687,0.286,4.796,5.513,120.484,10:43:19.605
242,90.0,23.8,3.0,22.3,120.121,23.7,171.6,19.8,26.3,0.697,0.273,5.098,4.456,120.121,10:43:20.727
243,90.0,23.6,3.0,23.8,120.301,23.7,171.6,19.9,25.9,0.74,0.233,3.7,5.06,120.301,10:43:21.864
244,90.0,23.6,3.0,23.8,119.265,23.7,171.6,19.9,25.9,0.679,0.259,5.4,5.06,119.265,10:43:22.989
245,90.0,23.6,3.0,22.3,120.072,23.7,171.6,19.9,26.6,0.701,0.264,4.796,5.702,120.072,10:43:24.109
246,90.0,24.3,3.0,22.3,119.312,25.8,171.6,21.3,26.3,0.686,0.291,6.042,4.531,119.312,10:43:25.232
247,90.0,23.8,3.0,22.3,119.802,23.7,171.6,19.9,26.1,0.676,0.299,3.738,5.588,119.802,10:43:26.355
248,90.0,24.3,3.0,22.3,119.943,23.7,171.6,19.9,26.3,0.719,0.283,4.531,4.493,119.943,10:43:27.488
249,90.0,24.3,3.0,23.8,120.226,23.7,171.6,19.9,26.3,0.72,0.283,3.814,5.74,120.226,10:43:28.623
250,90.0,23.8,3.0,23.8,120.326,23.7,171.6,19.9,26.6,0.684,0.269,4.682,3.247,120.326,10:43:29.743
251,90.0,23.8,3.0,23.8,120.909,23.7,171.6,19.9,26.6,0.684,0.261,2.756,5.135,120.909,10:43:30.880
252,90.0,23.6,3.0,22.3,120.965,23.7,171.6,19.9,26.6,0.717,0.281,5.06,4.682,120.965,10:43:32.001
253,90.0,24.3,3.0,22.3,120.183,25.8,171.6,21.3,26.6,0.679,0.288,4.607,6.042,120.183,10:43:33.134
254,90.0,23.8,3.0,22.3,120.569,23.7,171.6,19.9,26.6,0.714,0.266,4.305,4.078,120.569,10:43:34.253
255,90.0,24.3,3.0,22.3,119.679,23.7,171.6,19.9,26.6,0.703,0.266,3.549,4.833,119.679,10:43:35.389
256,90.0,24.3,3.0,23.8,121.441,23.7,171.6,19.9,26.3,0.681,0.269,4.38,5.286,121.441,10:43:36.509
257,90.0,23.4,3.0,22.3,120.189,23.7,171.6,19.9,26.8,0.687,0.293,3.7,6.23,120.189,10:43:37.631
258,90.0,23.4,3.0,22.3,120.198,23.7,171.6,19.9,26.6,0.702,0.298,4.607,3.927,120.198,10:43:38.764
259,90.0,23.8,3.0,22.3,119.564,23.7,171.6,19.9,26.3,0.715,0.254,4.493,4.984,119.564,10:43:39.900
260,90.0,23.8,3.0,22.3,120.188,25.8,171.6,21.3,26.6,0.692,0.266,4.682,5.286,120.188,10:43:41.022
261,90.0,23.8,3.0,22.3,119.801,25.8,171.6,19.9,26.3,0.692,0.298,4.833,6.117,119.801,10:43:42.146
262,90.0,23.6,3.0,23.8,120.47,23.7,171.6,19.9,26.8,0.693,0.286,4.38,4.04,120.47,10:43:43.267
263,90.0,23.8,3.0,22.3,119.943,23.7,171.6,19.9,26.8,0.681,0.266,3.021,5.324,119.943,10:43:44.383
264,90.0,23.4,3.0,22.3,120.303,23.7,171.6,19.9,26.1,0.678,0.254,4.72,5.249,120.303,10:43:45.510
265,90.0,24.5,3.0,22.3,119.77,23.7,171.6,19.9,26.1,0.707,0.291,4.569,5.286,119.77,10:43:46.661
266,90.0,24.1,3.0,22.3,120.282,23.7,171.6,21.3,26.6,0.736,0.261,4.644,4.229,120.282,10:43:47.787
267,90.0,23.8,3.0,22.3,119.73,25.8,171.6,19.9,26.3,0.667,0.269,4.191,4.871,119.73,10:43:48.912
268,90.0,24.1,3.0,22.4,120.043,23.7,171.6,19.9,26.6,0.71,0.283,4.72,5.022,120.043,10:43:50.040
269,90.0,24.5,3.0,22.4,119.766,25.8,171.6,19.9,26.8,0.706,0.295,4.984,5.928,119.766,10:43:51.194
270,90.0,24.5,3.0,22.4,120.288,23.7,171.6,19.9,26.6,0.671,0.286,3.776,5.702,120.288,10:43:52.317
271,90.0,23.8,3.0,23.8,119.034,23.7,171.6,19.9,26.6,0.706,0.266,3.965,5.437,119.034,10:43:53.435
272,90.0,23.8,3.0,22.4,120.272,23.7,171.6,19.9,26.8,0.681,0.27,6.004,5.098,120.272,10:43:54.553
273,90.0,23.8,3.0,22.4,120.002,23.7,171.6,19.9,26.8,0.698,0.293,4.871,5.286,120.002,10:43:55.693
274,90.0,24.1,3.0,22.4,120.43,23.7,171.6,21.3,26.6,0.686,0.316,4.305,5.135,120.426,10:43:56.825
275,90.0,23.8,3.0,22.4,119.379,25.8,171.6,19.9,27.0,0.674,0.3,4.984,5.437,119.379,10:43:57.948
276,90.0,23.8,3.0,22.4,120.094,25.8,171.6,19.9,26.6,0.709,0.275,4.456,5.74,120.094,10:43:59.087
277,90.0,24.5,3.0,22.4,120.014,25.8,171.6,19.9,27.0,0.706,0.291,5.173,4.116,120.014,10:44:00.227
278,90.0,23.4,3.0,22.4,119.824,25.8,171.6,19.9,27.0,0.687,0.281,3.776,5.626,119.893,10:44:01.348
279,90.0,23.8,3.0,23.8,119.875,23.7,171.6,19.9,26.6,0.702,0.26,5.211,4.72,119.875,10:44:02.468
280,90.0,23.8,3.0,23.8,119.92,23.7,171.6,19.9,27.0,0.692,0.289,4.116,5.928,119.92,10:44:03.592
281,90.0,23.8,3.0,23.8,121.348,23.7,171.6,19.9,26.6,0.703,0.276,4.38,4.04,121.348,10:44:04.745
282,90.0,25.0,3.0,22.4,119.895,23.7,171.6,19.9,27.0,0.697,0.238,2.832,5.664,119.895,10:44:05.865
283,90.0,23.8,3.0,22.4,120.442,25.8,171.6,21.4,27.0,0.714,0.27,4.116,4.305,120.442,10:44:06.990
284,90.0,23.8,3.0,22.4,120.121,25.8,171.6,19.9,26.8,0.674,0.271,4.72,5.74,120.121,10:44:08.112
285,90.0,24.1,3.0,23.8,119.404,23.7,171.6,19.9,27.0,0.709,0.3,5.513,3.927,119.404,10:44:09.239
286,90.0,24.8,3.0,23.8,118.808,23.7,171.6,19.9,26.6,0.702,0.261,4.342,6.344,118.808,10:44:10.373
287,90.0,24.1,3.0,22.4,121.277,23.7,171.6,19.9,26.6,0.687,0.294,3.927,5.098,121.94,10:44:11.494
288,90.0,24.3,3.0,22.4,119.974,23.7,171.6,19.9,26.6,0.701,0.288,3.852,5.702,119.974,10:44:12.631
289,90.0,25.0,3.0,22.4,120.614,23.7,171.6,21.3,27.0,0.686,0.24,4.758,3.927,120.614,10:44:13.753
290,90.0,24.5,3.0,22.4,119.697,25.8,171.6,19.9,26.8,0.667,0.264,3.285,6.948,119.697,10:44:14.879
291,90.0,23.8,3.0,23.8,120.819,23.7,171.6,19.9,27.0,0.678,0.271,4.456,5.588,120.819,10:44:15.998
292,90.0,24.1,3.0,22.4,119.962,23.7,171.6,19.9,26.8,0.664,0.276,4.493,6.004,119.962,10:44:17.119
293,90.0,25.0,3.0,22.4,120.652,23.7,171.6,21.4,27.0,0.703,0.26,4.758,3.7,120.652,10:44:18.240
294,90.0,24.5,3.0,22.4,120.309,25.8,171.6,19.9,27.3,0.736,0.283,4.38,5.475,120.309,10:44:19.360
295,90.0,23.4,3.0,23.8,119.801,25.8,171.6,19.9,26.6,0.696,0.261,5.437,5.06,119.801,10:44:20.480
296,90.0,24.5,3.0,23.8,120.335,23.7,171.6,19.9,26.8,0.684,0.281,4.418,5.513,120.162,10:44:21.612
297,90.0,23.6,3.0,23.8,120.651,23.7,171.6,19.9,27.0,0.682,0.259,4.38,3.776,120.651,10:44:22.750
298,90.0,24.1,3.0,23.8,120.283,23.7,171.6,19.9,27.0,0.664,0.269,3.587,5.022,120.283,10:44:23.877
299,90.0,24.3,3.0,22.4,120.477,23.7,171.6,21.4,26.8,0.729,0.283,4.947,5.324,120.477,10:44:24.994
300,90.0,24.5,3.0,22.4,119.521,23.7,171.6,19.9,27.0,0.698,0.276,5.324,5.551,119.521,10:44:26.120
301,90.0,23.8,3.0,22.4,120.864,23.7,171.6,19.9,27.0,0.678,0.24,5.173,4.04,120.864,10:44:27.258
302,90.0,24.8,3.0,23.8,119.695,25.8,171.6,19.9,26.8,0.697,0.275,3.134,6.23,119.695,10:44:28.382
303,90.0,24.5,3.0,23.8,120.022,25.8,171.6,19.9,27.0,0.681,0.278,4.871,5.626,120.022,10:44:29.514
304,90.0,24.3,3.0,23.8,120.18,23.7,171.6,19.9,27.7,0.681,0.289,4.418,5.966,120.18,10:44:30.640
305,90.0,24.8,3.0,23.8,119.093,23.7,171.6,19.9,27.0,0.701,0.298,5.135,4.154,119.093,10:44:31.777
306,90.0,23.8,3.0,22.4,119.645,23.7,171.6,21.4,26.6,0.72,0.264,4.267,6.306,119.645,10:44:32.898
307,90.0,24.5,3.0,22.4,119.803,23.7,171.6,21.4,27.0,0.663,0.291,5.022,4.984,119.803,10:44:34.033
308,90.0,24.5,3.0,22.4,119.59,23.7,171.6,19.9,26.8,0.684,0.289,5.135,5.437,119.59,10:44:35.155
309,90.0,25.0,3.0,22.4,119.719,23.7,171.6,20.0,27.0,0.688,0.286,5.437,4.191,119.719,10:44:36.293
310,90.0,24.3,3.0,23.8,119.211,25.8,171.6,20.0,27.3,0.668,0.299,4.267,5.022,119.211,10:44:37.415
311,90.0,24.8,3.0,22.4,120.18,23.7,171.6,20.0,27.0,0.697,0.288,4.984,5.551,120.18,10:44:38.538
312,90.0,23.8,3.0,22.4,119.798,23.7,171.6,21.4,26.8,0.681,0.299,4.984,5.588,119.798,10:44:39.660
313,90.0,24.1,3.0,22.4,120.247,23.7,171.6,20.0,27.5,0.679,0.275,5.135,4.305,120.247,10:44:40.774
314,90.0,24.3,3.0,23.8,119.345,25.8,171.6,20.0,27.7,0.706,0.289,3.927,5.324,119.345,10:44:41.900
315,90.0,25.0,3.0,23.9,120.08,25.8,171.6,20.0,27.0,0.697,0.284,5.777,5.626,120.08,10:44:43.037
316,90.0,24.1,3.0,23.8,119.475,25.8,171.6,20.0,27.3,0.693,0.291,5.324,5.815,119.475,10:44:44.158
317,90.0,25.2,3.0,22.4,119.936,25.8,171.6,20.0,27.7,0.693,0.276,4.909,4.796,119.936,10:44:45.293
318,90.0,23.8,3.0,22.4,119.192,23.7,171.6,21.4,27.7,0.692,0.278,4.078,5.551,119.192,10:44:46.414
319,90.0,24.5,3.0,22.4,120.109,23.7,171.6,20.0,27.3,0.712,0.28,5.551,5.626,120.109,10:44:47.536
320,90.0,24.5,3.0,23.8,119.433,23.7,171.6,20.0,27.7,0.709,0.283,5.4,5.437,119.433,10:44:48.661
321,90.0,24.5,3.0,23.8,120.584,25.8,171.6,20.0,27.7,0.698,0.26,4.569,4.607,120.584,10:44:49.781
322,90.0,24.5,3.0,23.8,119.121,25.8,171.6,20.0,27.7,0.745,0.264,4.078,5.362,119.121,10:44:50.916
323,90.0,23.8,3.0,22.4,120.0,25.8,171.6,20.0,27.5,0.706,0.288,5.324,5.626,120.0,10:44:52.038
324,90.0,24.8,3.0,22.4,119.797,23.7,171.6,20.0,27.5,0.671,0.284,5.324,5.966,119.797,10:44:53.161
325,90.0,25.0,3.0,22.4,119.778,23.7,171.6,20.0,27.3,0.706,0.276,5.173,4.418,119.778,10:44:54.283
326,90.0,25.0,3.0,23.8,119.344,23.7,171.6,20.0,27.3,0.734,0.275,4.682,5.702,119.344,10:44:55.410
327,90.0,25.0,3.0,23.8,119.782,23.7,171.6,20.0,27.7,0.692,0.278,5.211,5.551,119.782,10:44:56.534
328,90.0,24.5,3.0,22.4,119.686,23.8,171.6,21.5,27.3,0.692,0.299,5.211,5.891,119.686,10:44:57.650
329,90.0,24.5,3.0,22.4,120.332,23.7,171.6,20.0,27.5,0.724,0.261,5.664,4.456,120.332,10:44:58.766
330,90.0,25.0,3.0,22.4,119.177,23.8,171.6,20.0,27.7,0.671,0.298,4.305,5.891,119.177,10:44:59.904
331,90.0,25.2,3.0,23.8,120.619,23.8,171.6,20.0,27.7,0.679,0.288,5.513,5.324,120.619,10:45:01.028
332,90.0,25.0,3.0,22.4,119.662,25.9,171.6,20.0,27.5,0.669,0.288,5.664,6.306,119.662,10:45:02.147
333,90.0,24.5,3.0,22.4,120.236,23.8,171.6,21.5,27.0,0.688,0.264,5.249,4.909,120.236,10:45:03.269
334,90.0,24.5,3.0,22.4,119.936,23.8,171.6,20.0,27.7,0.707,0.264,3.247,5.891,119.936,10:45:04.382
335,90.0,25.2,3.0,23.8,120.735,23.8,171.6,20.0,27.7,0.688,0.291,5.664,6.004,120.735,10:45:05.503
336,90.0,24.3,3.0,22.4,119.564,23.8,171.6,20.0,27.7,0.715,0.309,5.588,6.532,119.564,10:45:06.652
337,90.0,25.0,3.0,23.8,119.905,23.8,171.6,20.0,27.5,0.674,0.295,5.815,4.569,119.905,10:45:07.771
338,90.0,24.8,3.0,22.4,119.697,23.8,171.6,21.5,27.9,0.697,0.261,3.738,6.457,119.697,10:45:08.890
339,90.0,25.0,3.0,22.4,121.225,23.8,171.6,20.0,27.9,0.725,0.286,5.777,6.117,121.225,10:45:10.007
340,90.0,25.4,3.0,23.8,120.201,23.8,171.6,20.0,27.7,0.721,0.298,4.758,7.476,120.201,10:45:11.126
341,90.0,25.2,3.0,23.8,120.7,23.8,171.6,20.0,27.7,0.696,0.273,5.06,4.72,120.7,10:45:12.248
342,90.0,25.2,3.0,23.8,119.907,25.9,171.6,20.0,27.3,0.701,0.309,3.965,6.306,119.907,10:45:13.382
343,90.0,24.5,3.0,22.4,120.506,23.8,171.6,21.5,27.0,0.72,0.291,6.004,6.042,120.506,10:45:14.498
344,90.0,24.5,3.0,22.4,120.305,23.8,171.6,20.0,28.4,0.696,0.316,5.362,6.759,120.305,10:45:15.615
345,90.0,25.0,3.0,22.4,119.961,23.8,171.6,20.0,28.2,0.71,0.269,5.551,4.229,119.961,10:45:16.748
346,90.0,25.4,3.0,23.8,119.775,23.8,5.0,20.0,27.5,0.714,0.265,3.852,6.306,119.775,10:45:17.874
347,90.0,24.8,3.0,22.4,120.523,25.9,5.0,20.0,27.9,0.684,0.308,5.475,5.551,120.523,10:45:18.991
348,90.0,25.0,3.0,22.4,120.193,25.9,5.0,21.5,28.2,0.712,0.291,5.135,7.665,120.193,10:45:20.117
349,90.0,24.1,3.0,22.4,120.463,25.9,5.0,21.5,27.5,0.701,0.298,7.061,4.644,120.463,10:45:21.255
350,90.0,25.7,3.0,22.4,119.89,23.8,5.0,20.0,27.7,0.703,0.283,4.191,6.57,119.89,10:45:22.379
351,90.0,24.5,3.0,23.8,120.838,23.8,5.0,20.0,27.7,0.712,0.298,5.513,5.928,120.838,10:45:23.495
352,90.0,25.7,3.0,23.8,119.948,23.9,5.0,20.1,27.7,0.719,0.319,5.098,7.137,119.948,10:45:24.622
353,90.0,24.5,3.0,22.4,120.346,26.0,5.0,20.1,27.9,0.679,0.291,5.437,4.607,120.346,10:45:25.737
354,90.0,25.0,3.0,22.4,119.958,23.9,5.0,21.5,27.7,0.741,0.28,4.644,6.532,119.958,10:45:26.869
355,90.0,25.2,3.0,22.4,121.395,23.9,5.0,21.5,27.9,0.682,0.273,6.381,6.344,121.395,10:45:27.989
356,90.0,25.7,3.0,22.4,120.078,23.9,5.0,20.1,27.9,0.691,0.31,5.022,6.91,120.078,10:45:29.121
357,90.0,24.5,3.0,22.4,120.804,23.9,5.0,20.1,27.9,0.739,0.281,6.117,4.909,120.804,10:45:30.259
358,50.0,25.0,3.0,23.8,119.849,23.9,5.0,20.1,27.9,0.697,0.299,3.549,6.835,119.849,10:45:31.374
359,50.0,24.8,3.0,23.8,120.181,23.9,5.0,20.1,27.7,0.706,0.295,6.457,6.986,120.181,10:45:32.512
360,50.0,24.5,3.0,22.4,120.269,26.0,5.0,20.1,28.4,0.706,0.309,5.362,7.023,120.269,10:45:33.634
361,50.0,24.5,3.0,22.4,119.81,26.0,5.0,20.1,28.2,0.681,0.298,5.513,4.947,119.81,10:45:34.772
362,50.0,25.7,3.0,22.4,119.455,23.9,5.0,21.5,27.7,0.706,0.275,4.607,6.608,119.455,10:45:35.894
363,50.0,24.5,3.0,22.4,120.721,23.9,5.0,20.1,27.9,0.721,0.309,6.042,6.344,120.721,10:45:37.030
364,50.0,25.0,3.0,22.4,119.695,23.9,5.0,20.1,27.9,0.706,0.314,7.174,7.25,119.695,10:45:38.153
365,50.0,25.4,3.0,23.8,119.568,23.9,5.0,20.1,28.2,0.707,0.313,5.853,5.362,119.568,10:45:39.283
366,50.0,25.4,3.0,23.8,119.126,23.9,5.0,20.1,28.2,0.746,0.276,4.833,6.608,119.126,10:45:40.407
367,50.0,25.4,3.0,22.4,119.964,26.0,5.0,20.1,27.7,0.702,0.294,7.325,6.986,119.964,10:45:41.531
368,50.0,25.4,3.0,22.4,119.816,26.0,5.0,20.1,28.6,0.731,0.343,6.004,6.646,119.816,10:45:42.665
369,50.0,24.8,3.0,22.4,119.79,26.0,5.0,20.1,28.2,0.715,0.303,6.004,6.872,119.79,10:45:43.804
370,50.0,25.9,3.0,22.4,118.702,24.0,5.0,21.6,28.2,0.702,0.264,5.551,6.721,118.702,10:45:44.929
371,50.0,25.9,3.0,22.4,119.67,24.0,5.0,20.1,28.4,0.706,0.305,6.042,7.439,119.67,10:45:46.053
372,50.0,25.0,3.0,23.8,119.436,24.0,5.0,20.1,28.2,0.707,0.309,6.57,7.061,119.436,10:45:47.174
373,50.0,25.2,3.0,23.8,120.131,24.0,5.0,20.1,28.6,0.696,0.322,4.909,7.212,120.131,10:45:48.316
374,50.0,25.4,3.0,22.4,119.11,26.1,5.0,20.1,28.4,0.715,0.286,6.57,8.005,119.11,10:45:49.435
375,50.0,25.4,3.0,23.8,120.251,24.0,5.0,20.1,28.2,0.697,0.323,6.608,8.005,120.251,10:45:50.589
376,50.0,25.4,3.0,22.3,119.966,26.1,5.0,20.1,28.6,0.715,0.333,7.023,6.381,119.966,10:45:51.711
377,50.0,25.4,3.0,23.8,120.038,24.0,5.0,20.1,28.4,0.709,0.286,4.229,7.023,120.038,10:45:52.860
378,50.0,25.0,3.0,22.4,119.97,26.1,5.0,20.1,28.2,0.703,0.291,6.306,6.797,119.97,10:45:53.987
379,50.0,25.9,3.0,22.4,120.186,26.1,5.0,20.1,28.4,0.735,0.331,5.4,8.232,120.186,10:45:55.124
380,50.0,25.0,3.0,22.3,120.086,26.1,5.0,20.1,28.8,0.724,0.303,6.193,5.513,120.086,10:45:56.276
381,50.0,25.2,3.0,22.3,119.487,26.1,5.0,21.6,28.6,0.717,0.28,4.758,7.061,119.487,10:45:57.398
382,50.0,25.7,3.0,22.3,120.168,26.1,5.0,20.2,28.6,0.698,0.308,6.306,7.288,119.938,10:45:58.536
383,50.0,26.3,3.0,22.3,119.699,24.0,5.0,21.6,29.1,0.739,0.331,6.155,7.288,119.699,10:45:59.667
384,50.0,25.9,3.0,22.3,120.1,24.0,5.0,20.2,28.6,0.71,0.3,6.532,5.4,120.1,10:46:00.786
385,50.0,25.9,3.0,22.3,118.791,24.0,5.0,20.2,28.4,0.721,0.294,5.513,6.721,118.791,10:46:01.923
386,50.0,25.4,3.0,23.8,120.136,24.0,5.0,20.2,28.6,0.736,0.323,6.797,6.495,120.136,10:46:03.049
387,50.0,25.0,3.0,22.3,120.222,24.0,5.0,20.2,28.8,0.714,0.323,7.288,6.381,120.222,10:46:04.215
388,50.0,25.7,3.0,22.3,119.898,26.1,5.0,21.6,28.8,0.729,0.271,3.965,6.797,119.898,10:46:05.371
389,50.0,25.7,3.0,22.3,119.937,24.0,5.0,20.2,28.6,0.724,0.269,7.439,6.835,119.966,10:46:06.498
390,50.0,26.3,3.0,22.3,119.752,24.0,5.0,20.2,28.4,0.715,0.284,6.079,7.703,119.752,10:46:07.632
391,50.0,25.9,3.0,23.8,120.244,24.1,5.0,20.2,28.8,0.72,0.288,6.532,5.211,120.244,10:46:08.752
392,50.0,25.2,3.0,23.8,119.74,24.1,5.0,20.2,28.6,0.702,0.28,4.078,7.325,119.74,10:46:09.885
393,50.0,25.0,3.0,23.8,121.08,24.1,5.0,20.2,28.8,0.687,0.314,7.099,6.646,121.08,10:46:11.020
394,50.0,25.7,3.0,22.3,119.808,26.2,5.0,20.2,28.8,0.731,0.328,6.419,7.741,119.808,10:46:12.141
395,50.0,25.9,3.0,22.3,120.404,24.1,5.0,21.7,29.3,0.71,0.298,6.344,5.928,120.404,10:46:13.265
396,50.0,25.7,3.0,22.3,119.324,24.1,5.0,21.7,28.8,0.754,0.278,5.475,7.023,119.324,10:46:14.406
397,50.0,25.9,3.0,22.3,120.17,24.1,5.0,20.2,29.1,0.735,0.328,7.288,6.759,120.17,10:46:15.533
398,50.0,26.6,3.0,22.3,119.714,24.1,5.0,20.2,29.3,0.709,0.328,6.193,7.514,119.714,10:46:16.670
399,50.0,26.1,3.0,23.7,119.734,24.1,5.0,20.2,28.6,0.719,0.322,5.928,5.966,119.734,10:46:17.793
400,50.0,25.7,3.0,22.3,118.738,24.1,5.0,20.2,28.8,0.721,0.291,5.475,7.137,118.738,10:46:18.915
401,50.0,25.0,3.0,22.3,120.114,24.1,5.0,20.2,28.8,0.715,0.3,6.381,7.174,120.114,10:46:20.056
402,50.0,25.9,3.0,23.7,119.757,24.1,5.0,20.2,29.3,0.707,0.353,7.93,6.193,119.757,10:46:21.209
403,50.0,25.0,3.0,22.3,121.456,24.1,5.0,20.2,29.3,0.719,0.323,5.4,7.665,121.456,10:46:22.334
404,50.0,26.1,3.0,22.3,119.276,26.2,5.0,21.7,28.6,0.709,0.264,7.514,7.288,119.276,10:46:23.454
405,50.0,25.9,3.0,22.3,120.705,26.2,5.0,21.7,28.8,0.692,0.295,6.381,8.232,120.705,10:46:24.595
406,50.0,25.4,3.0,22.3,120.341,26.2,5.0,21.7,29.3,0.72,0.299,5.928,5.664,120.341,10:46:25.732
407,50.0,25.4,3.0,22.3,120.232,24.1,5.0,20.2,29.1,0.714,0.291,4.947,7.325,120.232,10:46:26.856
408,50.0,26.6,3.0,22.3,120.474,24.1,5.0,20.2,29.3,0.701,0.28,6.457,6.646,120.474,10:46:27.996
409,50.0,25.4,3.0,23.7,120.441,24.1,5.0,20.2,28.8,0.707,0.305,6.079,8.081,120.441,10:46:29.112
410,50.0,26.6,3.0,23.7,120.959,24.1,5.0,20.2,29.1,0.706,0.286,5.702,5.324,120.959,10:46:30.250
411,50.0,25.4,3.0,23.7,119.525,24.1,5.0,20.2,29.1,0.709,0.28,5.211,7.325,119.525,10:46:31.391
412,50.0,25.9,3.0,22.3,119.823,24.1,5.0,20.2,29.3,0.703,0.309,7.023,6.986,119.823,10:46:32.540
413,50.0,25.9,3.0,23.7,119.67,24.1,5.0,20.2,29.3,0.754,0.321,6.91,7.401,119.67,10:46:33.657
414,50.0,25.4,3.0,23.7,120.033,24.1,5.0,20.2,29.3,0.702,0.289,5.853,5.891,120.033,10:46:34.790
415,50.0,26.8,3.0,22.3,118.451,26.2,5.0,20.2,29.3,0.724,0.278,5.626,6.872,118.451,10:46:35.911
416,50.0,26.6,3.0,22.3,120.06,26.3,5.0,21.7,29.5,0.697,0.31,6.797,7.212,120.06,10:46:37.042
