word,aoa
ribetear,7
ridiculizar,5
rifar,5
rimar,4
rivalizar,6
robar,3
robarse,4
robustecer,7
rociar,5
rodar,3
rodear,3
roer,5
rogar,5
rojear,7
rolar,7
romper,3
romperse,3
roncar,4
rondar,5
ronronear,5
rotar,5
rotular,5
roturar,6
rozar,4
rubricar,7
rugir,4
rumbear,6
rumiar,5
rumorear,5
saber,3
saberse,4
saborear,4
sabotear,6
sacar,3
sacarse,3
saciar,5
sacralizar,7
sacrificar,5
sacrificarse,5
sacudir,4
sacudirse,4
salar,6
saldar,6
salir,3
salirse,4
salivar,5
salmodiar,7
salpicar,4
salpimentar,7
saltar,3
saltarse,4
saludar,3
salvaguardar,6
salvar,3
salvarse,4
sanar,4
sancionar,5
sancochar,6
sanear,6
sangrar,3
santificar,5
santiguar,5
saquear,6
satanizar,7
satisfacer,5
satisfacerse,6
saturar,6
sazonar,7
secar,3
secarse,3
seccionar,6
secretar,7
secuenciar,6
secuestrar,4
secundar,7
sedar,6
sedimentar,7
seducir,6
segar,6
segmentar,6
segregar,7
seguir,3
seguirse,4
seleccionar,4
sellar,5
sembrar,4
semejar,6
sensibilizar,5
sentar,3
sentarse,2
sentenciar,6
sentir,3
sentirse,4
señalar,3
señalarse,3
señalizar,4
señorear,7
separar,3
separarse,3
sepultar,6
ser,3
serenar,5
sermonear,5
serpentear,6
serrar,5
serruchar,6
servir,3
servirse,4
sesear,6
sesgar,7
sestear,7
significar,4
silabear,6
silbar,3
silenciar,4
simbolizar,6
simpatizar,5
simplificar,6
simplificarse,6
simular,6
simultanear,7
sincerar,5
sincronizar,6
sindicar,7
sintentizar,7
sintonizar,6
sisar,7
sisear,7
sistematizar,7
sitiar,7
situar,4
situarse,5
sobar,5
sobornar,6
sobrar,4
sobrecargar,5
sobrecoger,6
sobreentender,6
sobreexplotar,7
sobrellevar,6
sobrepasar,6
sobreponer,6
sobresalir,5
sobresaltar,5
sobreseer,7
sobrevalorar,6
sobrevenir,7
sobrevivir,5
sobrevolar,5
socarrar,6
socavar,7
socializar,6
socorrer,5
sodomizar,7
sofocar,6
sofreir,6
sojuzgar,7
solapar,7
soldar,6
solemnizar,7
soler,5
solicitar,6
solidificar,6
soliviantar,7
sollozar,6
soltar,3
soltarse,3
solucionar,4
solventar,7
sombrear,5
someter,6
someterse,6
sonar,3
sondar,7
sondear,7
sonreír,2
sonrojar,5
sonsacar,6
soñar,3
sopesar,7
soplar,3
soportar,4
sorber,4
sorprender,4
sorprenderse,3
sortear,5
sosegar,7
soslayar,7
sospechar,5
sospecharse,5
sostener,4
sostenerse,4
suavizar,5
subastar,6
subcionar,6
subdividir,6
subestimar,7
subir,2
subirse,3
sublevar,7
sublimar,7
subordinar,7
subrayar,4
subrogarse,7
subsanar,7
subscribir,6
subsidiar,7
subsistir,6
substanciarse,7
substituir,5
subtitular,6
subvencionar,7
subyugar,7
suceder,5
sucederse,5
sucumbir,7
sudar,4
sufragar,7
sufrir,4
sugerir,5
sugestionar,7
suicidar,5
suicidarse,5
sujetar,4
sujetarse,3
sumar,3
sumarse,4
sumergir,4
sumergirse,4
suministrar,6
sumir,7
supeditar,7
superar,4
superarse,5
superponer,7
supervisar,6
suplantar,6
suplicar,5
suplir,6
suponer,5
suponerse,6
suprimir,6
suprimirse,6
surcar,5
surgir,5
surtir,6
suscitar,7
suscitarse,7
suscribir,6
suspender,4
suspenderse,4
suspirar,4
sustanciar,7
sustentar,7
sustentarse,7
sustituir,4
sustraer,6
sustraerse,6
susurrar,4
suturar,7
suturarse,7
tabicar,6
tablear,7
tabletear,7
tabular,7
tachar,4
tachonar,6
taconear,4
taladrar,5
talar,4
tallar,6
tambalear,5
tambalearse,5
tambolirear,6
tamizar,7
tantear,6
tañer,7
tapar,3
taparse,3
tapiar,6
tapizar,6
taponar,4
taquigrafiar,7
tararear,4
tardar,4
tartamudear,5
tasar,7
tatarear,4
tatuar,5
teatralizar,5
teclear,5
tejar,6
tejer,5
telefonear,4
telegrafiar,6
televisar,5
temblar,4
temer,4
templar,6
tender,4
tener,3
tenerse,4
tensar,5
tensionar,6
tentar,6
teñir,5
teorizar,7
terciar,7
tergiversar,7
terminar,3
terminarse,3
testificar,6
testimoniar,7
tildar,6
timar,5
timbrar,6
tintinear,7
tipificar,7
tiranizar,7
tirar,3
tirarse,3
tiritar,4
tirotear,5
titilar,7
titubear,7
titular,6
titularse,6
tocar,3
tolerar,6
tolerarse,6
tomar,3
tomarse,4
tonificar,7
tontear,5
topar,6
toparse,6
torcer,4
torear,5
tornar,7
torpedear,7
torrar,7
torturar,5
toser,3
tostar,4
tostarse,5
trabajar,3
trabar,5
trabucar,7
traducir,4
traducirse,5
traer,3
traerse,4
traficar,6
tragar,3
tragarse,3
traicionar,5
trajear,6
trajinar,6
tramar,5
tramitar,6
trampear,6
tranquilizar,4
tranquilizarse,4
transcurrir,5
transferir,7
transfigurar,7
transformar,4
transformarse,4
transgredir,7
transigir,7
transitar,6
transmitir,5
transmitirse,5
transmutar,7
transpirar,6
transplantar,5
transponer,7
transportar,4
trapichear,6
traquetear,6
trascender,7
trascribir,7
trashumar,7
trasladar,4
trasladarse,4
traslucir,7
trasnochar,7
traspapelar,6
traspapelarse,7
trasparentar,5
trasparentarse,5
traspasar,5
traspasarse,5
trasplantar,5
trasquilar,5
trastabillar,7
trastear,5
trastocar,6
trastornar,6
trasvasar,6
tratar,4
tratarse,5
travestir,7
travestirse,7
trazar,5
trenzar,5
trepanar,7
trepar,4
tributar,7
tricotar,7
trillar,4
trinar,6
trincar,5
trinchar,6
triplicar,5
tripular,5
triscar,7
triturar,5
triunfar,5
trivializar,7
trocar,7
trocear,4
tronar,5
tronchar,6
troncharse,5
tropezar,3
troquelar,7
trotar,4
trovar,7
trucar,5
truncar,6
tumbar,4
tundir,7
turbar,7
turnar,4
tutear,6
tutelar,7
ubicar,5
ubicarse,5
ulcerar,7
ultimar,6
ultrajar,7
ulular,7
uncir,7
ungir,7
unificar,7
uniformar,5
unilateralizar,7
unir,3
unirse,4
universalizar,7
untar,4
urbanizar,6
urdir,7
urgir,6
usar,3
usarse,3
usurpar,6
utilizar,4
utilizarse,4
vacar,7
vaciar,3
vaciarse,4
vacilar,5
vacunar,3
vadear,7
vagabundear,5
vagar,6
valer,4
validar,6
valladar,7
vallar,5
valorar,5
valorarse,5
valsar,7
vanagloriar,7
vaporizar,6
vapulear,7
varar,7
variar,5
vaticinar,7
vedar,7
vegetar,7
vejar,7
velar,6
vencer,4
vendar,4
vender,3
venderse,5
vendimiar,5
venerar,7
vengar,4
vengarse,5
venir,3
venirse,4
ventilar,5
ver,3
veranear,4
verbalizar,6
verificar,6
versar,7
verse,3
vertebrar,6
verter,5
vestir,3
vestirse,2
vetar,7
viajar,3
vibrar,5
viciar,6
vigilar,4
vigilarse,4
vigorizar,7
vilipendiar,7
vincular,6
vincularse,6
violar,6
violentar,6
virar,5
visionar,7
visitar,3
vislumbrar,7
visualizar,5
vitorear,6
vitrificar,7
vivenciar,7
vivificar,7
vivir,3
vivirse,4
vocalizar,4
vocear,6
vociferar,6
volar,3
volcar,4
volcarse,6
volear,6
voltear,5
volver,3
volverse,4
vomitar,3
votar,5
votarse,5
vulnerar,7
yacer,7
yantar,7
yodar,7
yuxtaponer,7
zafar,6
zafarse,6
zaherir,7
zambullir,4
zambullirse,5
zampar,4
zanjar,6
zapatear,4
zapear,7
zarandear,5
zarpar,6
zigzaguear,6
zozobrar,7
zumbar,5
zurcir,6
zurrar,5
